"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
21 Mar 2021 00:00:00.000,3781.767410,-4082.558905,-3617.422181,6.080050,1.624261,4.521973
21 Mar 2021 00:01:00.000,4137.001670,-3975.176104,-3337.433239,5.756265,1.953727,4.807198
21 Mar 2021 00:02:00.000,4471.950746,-3848.301677,-3041.030664,5.404149,2.273715,5.068868
21 Mar 2021 00:03:00.000,4784.965494,-3702.551899,-2729.667573,5.025415,2.582647,5.305675
21 Mar 2021 00:04:00.000,5074.503640,-3538.636245,-2404.871751,4.621912,2.878995,5.516439
21 Mar 2021 00:05:00.000,5339.137624,-3357.354051,-2068.238212,4.195614,3.161292,5.700102
21 Mar 2021 00:06:00.000,5577.561899,-3159.590711,-1721.421361,3.748611,3.428139,5.855741
21 Mar 2021 00:07:00.000,5788.599633,-2946.313396,-1366.126828,3.283102,3.678210,5.982572
21 Mar 2021 00:08:00.000,5971.208779,-2718.566353,-1004.102998,2.801379,3.910263,6.079956
21 Mar 2021 00:09:00.000,6124.487460,-2477.465763,-637.132283,2.305820,4.123144,6.147399
21 Mar 2021 00:10:00.000,6247.678632,-2224.194226,-267.022193,1.798874,4.315793,6.184558
21 Mar 2021 00:11:00.000,6340.174006,-1959.994868,104.403745,1.283048,4.487253,6.191241
21 Mar 2021 00:12:00.000,6401.517181,-1686.165128,475.315171,0.760895,4.636672,6.167413
21 Mar 2021 00:13:00.000,6431.405980,-1404.050250,843.884121,0.235001,4.763310,6.113191
21 Mar 2021 00:14:00.000,6429.693976,-1115.036515,1208.294244,-0.292031,4.866539,6.028843
21 Mar 2021 00:15:00.000,6396.391184,-820.544271,1566.749951,-0.817592,4.945852,5.914792
21 Mar 2021 00:16:00.000,6331.663939,-522.020777,1917.485448,-1.339082,5.000860,5.771609
21 Mar 2021 00:17:00.000,6235.833942,-220.932933,2258.773589,-1.853924,5.031296,5.600011
21 Mar 2021 00:18:00.000,6109.376505,81.240083,2588.934514,-2.359577,5.037019,5.400856
21 Mar 2021 00:19:00.000,5952.917997,383.014213,2906.344002,-2.853550,5.018007,5.175140
21 Mar 2021 00:20:00.000,5767.232520,682.907921,3209.441514,-3.333411,4.974366,4.923989
21 Mar 2021 00:21:00.000,5553.237851,979.449548,3496.737874,-3.796805,4.906320,4.648653
21 Mar 2021 00:22:00.000,5311.990656,1271.184583,3766.822551,-4.241459,4.814214,4.350503
21 Mar 2021 00:23:00.000,5044.681046,1556.682813,4018.370513,-4.665199,4.698514,4.031018
21 Mar 2021 00:24:00.000,4752.626486,1834.545321,4250.148613,-5.065957,4.559797,3.691779
21 Mar 2021 00:25:00.000,4437.265111,2103.411291,4461.021500,-5.441780,4.398754,3.334464
21 Mar 2021 00:26:00.000,4100.148486,2361.964587,4649.957012,-5.790841,4.216183,2.960833
21 Mar 2021 00:27:00.000,3742.933857,2608.940099,4816.031047,-6.111445,4.012986,2.572726
21 Mar 2021 00:28:00.000,3367.375936,2843.129797,4958.431898,-6.402039,3.790164,2.172048
21 Mar 2021 00:29:00.000,2975.318260,3063.388507,5076.464025,-6.661217,3.548810,1.760765
21 Mar 2021 00:30:00.000,2568.684170,3268.639352,5169.551279,-6.887726,3.290106,1.340890
21 Mar 2021 00:31:00.000,2149.467453,3457.878871,5237.239551,-7.080471,3.015316,0.914475
21 Mar 2021 00:32:00.000,1719.722685,3630.181775,5279.198852,-7.238521,2.725780,0.483604
21 Mar 2021 00:33:00.000,1281.555320,3784.705341,5295.224816,-7.361112,2.422911,0.050380
21 Mar 2021 00:34:00.000,837.111567,3920.693415,5285.239624,-7.447650,2.108180,-0.383084
21 Mar 2021 00:35:00.000,388.568080,4037.480022,5249.292355,-7.497714,1.783120,-0.814673
21 Mar 2021 00:36:00.000,-61.878474,4134.492563,5187.558756,-7.511058,1.449310,-1.242281
21 Mar 2021 00:37:00.000,-512.021954,4211.254592,5100.340428,-7.487614,1.108375,-1.663820
