"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
21 Mar 2021 02:34:00.000,-5669.620908,-2327.455163,4621.132737,-2.223354,-5.166808,-4.225540
21 Mar 2021 02:35:00.000,-5793.892694,-2633.484943,4360.430746,-1.922801,-5.036792,-4.461684
21 Mar 2021 02:36:00.000,-5900.081854,-2931.294216,4086.082172,-1.620662,-4.893065,-4.680539
21 Mar 2021 02:37:00.000,-5988.119056,-3220.083694,3799.127375,-1.317775,-4.736392,-4.882018
21 Mar 2021 02:38:00.000,-6057.983709,-3499.099496,3500.610587,-1.014927,-4.567519,-5.066076
21 Mar 2021 02:39:00.000,-6109.701182,-3767.632068,3191.577515,-0.712863,-4.387174,-5.232705
21 Mar 2021 02:40:00.000,-6143.340184,-4025.015045,2873.073295,-0.412285,-4.196067,-5.381929
21 Mar 2021 02:41:00.000,-6159.010336,-4270.624069,2546.140742,-0.113857,-3.994887,-5.513798
21 Mar 2021 02:42:00.000,-6156.859927,-4503.875606,2211.818877,0.181794,-3.784305,-5.628384
21 Mar 2021 02:43:00.000,-6137.073848,-4724.225774,1871.141691,0.474072,-3.564971,-5.725781
21 Mar 2021 02:44:00.000,-6099.871721,-4931.169197,1525.137128,0.762412,-3.337518,-5.806094
21 Mar 2021 02:45:00.000,-6045.506195,-5124.237913,1174.826245,1.046274,-3.102561,-5.869443
21 Mar 2021 02:46:00.000,-5974.261429,-5303.000337,821.222545,1.325144,-2.860699,-5.915958
21 Mar 2021 02:47:00.000,-5886.451736,-5467.060295,465.331436,1.598529,-2.612516,-5.945778
21 Mar 2021 02:48:00.000,-5782.420395,-5616.056144,108.149809,1.865952,-2.358581,-5.959047
21 Mar 2021 02:49:00.000,-5662.538618,-5749.659972,-249.334290,2.126954,-2.099451,-5.955915
21 Mar 2021 02:50:00.000,-5527.204670,-5867.576902,-606.141915,2.381090,-1.835673,-5.936535
21 Mar 2021 02:51:00.000,-5376.843123,-5969.544490,-961.303419,2.627926,-1.567785,-5.901064
21 Mar 2021 02:52:00.000,-5211.904254,-6055.332235,-1313.858616,2.867035,-1.296317,-5.849662
21 Mar 2021 02:53:00.000,-5032.863562,-6124.741191,-1662.856915,3.098002,-1.021794,-5.782491
21 Mar 2021 02:54:00.000,-4840.221412,-6177.603699,-2007.357459,3.320412,-0.744738,-5.699715
21 Mar 2021 02:55:00.000,-4634.502782,-6213.783231,-2346.429259,3.533857,-0.465667,-5.601502
21 Mar 2021 02:56:00.000,-4416.257119,-6233.174355,-2679.151367,3.737929,-0.185103,-5.488021
21 Mar 2021 02:57:00.000,-4186.058287,-6235.702817,-3004.613075,3.932222,0.096434,-5.359449
21 Mar 2021 02:58:00.000,-3944.504603,-6221.325750,-3321.914173,4.116328,0.378415,-5.215963
21 Mar 2021 02:59:00.000,-3692.218952,-6190.032006,-3630.165279,4.289838,0.660309,-5.057748
21 Mar 2021 03:00:00.000,-3429.848963,-6141.842609,-3928.488241,4.452337,0.941574,-4.884999
21 Mar 2021 03:01:00.000,-3158.067257,-6076.811340,-4216.016647,4.603409,1.221659,-4.697916
21 Mar 2021 03:02:00.000,-2877.571728,-5995.025446,-4491.896438,4.742630,1.499998,-4.496714
21 Mar 2021 03:03:00.000,-2589.085870,-5896.606476,-4755.286662,4.869574,1.776014,-4.281619
21 Mar 2021 03:04:00.000,-2293.359127,-5781.711242,-5005.360363,4.983806,2.049109,-4.052873
21 Mar 2021 03:05:00.000,-1991.167248,-5650.532902,-5241.305637,5.084888,2.318669,-3.810738
21 Mar 2021 03:06:00.000,-1683.312645,-5503.302174,-5462.326868,5.172373,2.584058,-3.555498
21 Mar 2021 03:07:00.000,-1370.624718,-5340.288652,-5667.646160,5.245812,2.844619,-3.287462
21 Mar 2021 03:08:00.000,-1053.960152,-5161.802253,-5856.504992,5.304750,3.099667,-3.006966
21 Mar 2021 03:09:00.000,-734.203139,-4968.194753,-6028.166106,5.348728,3.348493,-2.714382
21 Mar 2021 03:10:00.000,-412.265526,-4759.861431,-6181.915650,5.377287,3.590359,-2.410118
21 Mar 2021 03:11:00.000,-89.086841,-4537.242790,-6317.065601,5.389967,3.824499,-2.094626
21 Mar 2021 03:12:00.000,234.365816,-4300.826354,-6432.956485,5.386311,4.050116,-1.768404
21 Mar 2021 03:13:00.000,557.098053,-4051.148508,-6528.960407,5.365870,4.266379,-1.432003
21 Mar 2021 03:14:00.000,878.088687,-3788.796378,-6604.484420,5.328202,4.472431,-1.086034
21 Mar 2021 03:15:00.000,1196.290480,-3514.409700,-6658.974240,5.272881,4.667379,-0.731170
21 Mar 2021 03:16:00.000,1510.631171,-3228.682667,-6691.918322,5.199500,4.850301,-0.368159
21 Mar 2021 03:17:00.000,1820.014854,-2932.365702,-6702.852313,5.107677,5.020246,0.002176
21 Mar 2021 03:18:00.000,2123.323727,-2626.267118,-6691.363878,4.997064,5.176238,0.378930
21 Mar 2021 03:19:00.000,2419.420299,-2311.254607,-6657.097903,4.867351,5.317273,0.761105
21 Mar 2021 03:20:00.000,2707.150075,-1988.256505,-6599.762064,4.718279,5.442332,1.147608
21 Mar 2021 03:21:00.000,2985.344806,-1658.262760,-6519.132743,4.549648,5.550381,1.537245
21 Mar 2021 03:22:00.000,3252.826337,-1322.325524,-6415.061267,4.361326,5.640378,1.928713
21 Mar 2021 03:23:00.000,3508.411123,-981.559289,-6287.480405,4.153262,5.711286,2.320601
21 Mar 2021 03:24:00.000,3750.915458,-637.140472,-6136.411096,3.925500,5.762076,2.711381
21 Mar 2021 03:25:00.000,3979.161459,-290.306350,-5961.969295,3.678190,5.791745,3.099412
21 Mar 2021 03:26:00.000,4191.983854,57.646765,-5764.372858,3.411603,5.799328,3.482936
21 Mar 2021 03:27:00.000,4388.237578,405.366206,-5543.948343,3.126141,5.783911,3.860085
21 Mar 2021 03:28:00.000,4566.806204,751.446610,-5301.137574,2.822359,5.744651,4.228882
21 Mar 2021 03:29:00.000,4726.611172,1094.434646,-5036.503808,2.500968,5.680795,4.587252
21 Mar 2021 03:30:00.000,4866.621794,1432.834915,-4750.737302,2.162854,5.591697,4.933035
21 Mar 2021 03:31:00.000,4985.865953,1765.117093,-4444.660078,1.809090,5.476843,5.263996
21 Mar 2021 03:32:00.000,5083.441383,2089.724384,-4119.229653,1.440936,5.335871,5.577853
21 Mar 2021 03:33:00.000,5158.527404,2405.083296,-3775.541478,1.059854,5.168595,5.872293
21 Mar 2021 03:34:00.000,5210.396896,2709.614750,-3414.829856,0.667506,4.975025,6.145004
21 Mar 2021 03:35:00.000,5238.428319,3001.746451,-3038.467086,0.265751,4.755387,6.393706
21 Mar 2021 03:36:00.000,5242.117482,3279.926428,-2647.960611,-0.143359,4.510142,6.616183
21 Mar 2021 03:37:00.000,5221.088775,3542.637576,-2244.947983,-0.557593,4.240000,6.810326
21 Mar 2021 03:38:00.000,5175.105547,3788.412991,-1831.189495,-0.974557,3.945931,6.974168
21 Mar 2021 03:39:00.000,5104.079258,4015.851809,-1408.558391,-1.391717,3.629171,7.105924
21 Mar 2021 03:40:00.000,5008.077102,4223.635239,-979.028650,-1.806428,3.291221,7.204037
21 Mar 2021 03:41:00.000,4887.327742,4410.542402,-544.660421,-2.215969,2.933839,7.267206
21 Mar 2021 03:42:00.000,4742.224882,4575.465581,-107.583263,-2.617579,2.559033,7.294429
21 Mar 2021 03:43:00.000,4573.328435,4717.424464,330.022537,-3.008498,2.169030,7.285025
21 Mar 2021 03:44:00.000,4381.363114,4835.578968,765.946215,-3.386012,1.766261,7.238662
21 Mar 2021 03:45:00.000,4167.214359,4929.240249,1197.967937,-3.747495,1.353320,7.155369
21 Mar 2021 03:46:00.000,3931.921615,4997.879573,1623.880851,-4.090455,0.932928,7.035541
21 Mar 2021 03:47:00.000,3676.669058,5041.134769,2041.513253,-4.412572,0.507896,6.879943
21 Mar 2021 03:48:00.000,3402.773967,5058.814077,2448.750333,-4.711736,0.081074,6.689691
21 Mar 2021 03:49:00.000,3111.673038,5050.897285,2843.554951,-4.986079,-0.344688,6.466237
21 Mar 2021 03:50:00.000,2804.906984,5017.534180,3223.986943,-5.233999,-0.766588,6.211341
21 Mar 2021 03:51:00.000,2484.103843,4959.040381,3588.220539,-5.454178,-1.181910,5.927034
21 Mar 2021 03:52:00.000,2150.961425,4875.890762,3934.559523,-5.645598,-1.588068,5.615583
21 Mar 2021 03:53:00.000,1807.229360,4768.710712,4261.449883,-5.807535,-1.982633,5.279443
21 Mar 2021 03:54:00.000,1454.691174,4638.265560,4567.489790,-5.939565,-2.363365,4.921216
21 Mar 2021 03:55:00.000,1095.146801,4485.448507,4851.436849,-6.041549,-2.728238,4.543605
21 Mar 2021 03:56:00.000,730.395904,4311.267461,5112.212657,-6.113618,-3.075446,4.149367
21 Mar 2021 03:57:00.000,362.222276,4116.831130,5348.904784,-6.156155,-3.403424,3.741274
21 Mar 2021 03:58:00.000,-7.620417,3903.334757,5560.766367,-6.169767,-3.710843,3.322075
21 Mar 2021 03:59:00.000,-377.421391,3672.045808,5747.213550,-6.155266,-3.996613,2.894458
21 Mar 2021 04:00:00.000,-745.523900,3424.289930,5907.821049,-6.113635,-4.259877,2.461027
21 Mar 2021 04:01:00.000,-1110.334735,3161.437406,6042.316139,-6.046002,-4.499995,2.024271
21 Mar 2021 04:02:00.000,-1470.332087,2884.890332,6150.571352,-5.953617,-4.716540,1.586550
21 Mar 2021 04:03:00.000,-1824.071812,2596.070653,6232.596185,-5.837818,-4.909273,1.150079
21 Mar 2021 04:04:00.000,-2170.192195,2296.409180,6288.528100,-5.700014,-5.078134,0.716915
21 Mar 2021 04:05:00.000,-2507.417322,1987.335646,6318.623057,-5.541659,-5.223217,0.288956
21 Mar 2021 04:06:00.000,-2834.559178,1670.269846,6323.245820,-5.364231,-5.344759,-0.132064
21 Mar 2021 04:07:00.000,-3150.518638,1346.613845,6302.860223,-5.169217,-5.443115,-0.544574
21 Mar 2021 04:08:00.000,-3454.285462,1017.745241,6258.019562,-4.958096,-5.518744,-0.947162
21 Mar 2021 04:09:00.000,-3744.937463,685.011438,6189.357257,-4.732325,-5.572196,-1.338569
21 Mar 2021 04:10:00.000,-4021.638970,349.724858,6097.577878,-4.493332,-5.604088,-1.717682
21 Mar 2021 04:11:00.000,-4283.638724,13.159038,5983.448630,-4.242504,-5.615098,-2.083527
21 Mar 2021 04:12:00.000,-4530.267317,-323.454475,5847.791340,-3.981183,-5.605948,-2.435259
21 Mar 2021 04:13:00.000,-4760.934295,-658.928512,5691.475003,-3.710657,-5.577395,-2.772153
21 Mar 2021 04:14:00.000,-4975.125009,-992.122022,5515.408884,-3.432164,-5.530217,-3.093594
21 Mar 2021 04:15:00.000,-5172.397304,-1321.941256,5320.536201,-3.146881,-5.465211,-3.399065
21 Mar 2021 04:16:00.000,-5352.378118,-1647.340456,5107.828378,-2.855933,-5.383177,-3.688144
21 Mar 2021 04:17:00.000,-5514.760051,-1967.322130,4878.279849,-2.560383,-5.284921,-3.960486
21 Mar 2021 04:18:00.000,-5659.297963,-2280.936980,4632.903397,-2.261241,-5.171240,-4.215823
21 Mar 2021 04:19:00.000,-5785.805627,-2587.283535,4372.725996,-1.959461,-5.042927,-4.453950
21 Mar 2021 04:20:00.000,-5894.152493,-2885.507545,4098.785131,-1.655944,-4.900762,-4.674720
21 Mar 2021 04:21:00.000,-5984.260571,-3174.801196,3812.125562,-1.351540,-4.745508,-4.878035
21 Mar 2021 04:22:00.000,-6056.101464,-3454.402182,3513.796492,-1.047053,-4.577915,-5.063842
