"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
21 Mar 2021 00:23:00.000,-7739.091837,-352.691838,1736.223414,-0.208340,-4.695897,-5.545774
21 Mar 2021 00:24:00.000,-7740.418819,-633.818628,1401.137944,0.165291,-4.672058,-5.621616
21 Mar 2021 00:25:00.000,-7719.132782,-913.093517,1061.955451,0.545206,-4.634015,-5.682233
21 Mar 2021 00:26:00.000,-7674.890768,-1189.652634,719.612855,0.930239,-4.581393,-5.726849
21 Mar 2021 00:27:00.000,-7607.422960,-1462.611188,375.092476,1.319119,-4.513875,-5.754730
21 Mar 2021 00:28:00.000,-7516.539046,-1731.067138,29.419408,1.710467,-4.431208,-5.765189
21 Mar 2021 00:29:00.000,-7402.134417,-1994.105425,-316.341811,2.102808,-4.333214,-5.757600
21 Mar 2021 00:30:00.000,-7264.196069,-2250.802733,-661.091246,2.494569,-4.219799,-5.731414
21 Mar 2021 00:31:00.000,-7102.808067,-2500.232785,-1003.698375,2.884092,-4.090961,-5.686165
21 Mar 2021 00:32:00.000,-6918.156442,-2741.472118,-1343.007633,3.269642,-3.946800,-5.621485
21 Mar 2021 00:33:00.000,-6710.533363,-2973.606316,-1677.844693,3.649422,-3.787518,-5.537119
21 Mar 2021 00:34:00.000,-6480.340441,-3195.736610,-2007.023441,4.021590,-3.613434,-5.432931
21 Mar 2021 00:35:00.000,-6228.091024,-3406.986775,-2329.353581,4.384270,-3.424981,-5.308917
21 Mar 2021 00:36:00.000,-5954.411357,-3606.510215,-2643.648780,4.735582,-3.222711,-5.165212
21 Mar 2021 00:37:00.000,-5660.040497,-3793.497135,-2948.735265,5.073655,-3.007295,-5.002098
21 Mar 2021 00:38:00.000,-5345.828890,-3967.181660,-3243.460729,5.396651,-2.779523,-4.820005
21 Mar 2021 00:39:00.000,-5012.735567,-4126.848768,-3526.703403,5.702793,-2.540296,-4.619517
21 Mar 2021 00:40:00.000,-4661.823913,-4271.840909,-3797.381137,5.990384,-2.290623,-4.401366
21 Mar 2021 00:41:00.000,-4294.256049,-4401.564151,-4054.460327,6.257832,-2.031610,-4.166433
21 Mar 2021 00:42:00.000,-3911.285856,-4515.493743,-4296.964497,6.503671,-1.764452,-3.915737
21 Mar 2021 00:43:00.000,-3514.250744,-4613.178957,-4523.982382,6.726581,-1.490416,-3.650428
21 Mar 2021 00:44:00.000,-3104.562288,-4694.247107,-4734.675343,6.925407,-1.210832,-3.371771
21 Mar 2021 00:45:00.000,-2683.695893,-4758.406660,-4928.283968,7.099173,-0.927073,-3.081138
21 Mar 2021 00:46:00.000,-2253.179676,-4805.449384,-5104.133731,7.247092,-0.640538,-2.779986
21 Mar 2021 00:47:00.000,-1814.582762,-4835.251477,-5261.639606,7.368580,-0.352640,-2.469838
21 Mar 2021 00:48:00.000,-1369.503241,-4847.773690,-5400.309571,7.463251,-0.064784,-2.152270
21 Mar 2021 00:49:00.000,-919.555977,-4843.060444,-5519.746950,7.530925,0.221647,-1.828886
21 Mar 2021 00:50:00.000,-466.360522,-4821.237998,-5619.651586,7.571622,0.505308,-1.501301
21 Mar 2021 00:51:00.000,-11.529333,-4782.511718,-5699.819869,7.585556,0.784906,-1.171119
21 Mar 2021 00:52:00.000,443.343512,-4727.162549,-5760.143650,7.573122,1.059214,-0.839920
21 Mar 2021 00:53:00.000,896.692926,-4655.542772,-5800.608142,7.534889,1.327081,-0.509240
21 Mar 2021 00:54:00.000,1346.992602,-4568.071177,-5821.288870,7.471581,1.587441,-0.180556
21 Mar 2021 00:55:00.000,1792.763880,-4465.227758,-5822.347801,7.384062,1.839318,0.144725
21 Mar 2021 00:56:00.000,2232.583591,-4347.548051,-5804.028766,7.273318,2.081836,0.465280
21 Mar 2021 00:57:00.000,2665.090834,-4215.617242,-5766.652304,7.140440,2.314218,0.779874
21 Mar 2021 00:58:00.000,3088.992661,-4070.064149,-5710.610055,6.986603,2.535786,1.087370
21 Mar 2021 00:59:00.000,3503.068676,-3911.555194,-5636.358834,6.813051,2.745964,1.386732
21 Mar 2021 01:00:00.000,3906.174572,-3740.788442,-5544.414495,6.621078,2.944275,1.677029
21 Mar 2021 01:01:00.000,4297.244647,-3558.487818,-5435.345718,6.412012,3.130336,1.957433
21 Mar 2021 01:02:00.000,4675.293380,-3365.397544,-5309.767797,6.187197,3.303854,2.227219
21 Mar 2021 01:03:00.000,5039.416128,-3162.276867,-5168.336540,5.947984,3.464622,2.485763
21 Mar 2021 01:04:00.000,5388.789034,-2949.895129,-5011.742338,5.695715,3.612512,2.732538
21 Mar 2021 01:05:00.000,5722.668231,-2729.027192,-4840.704483,5.431714,3.747469,2.967109
21 Mar 2021 01:06:00.000,6040.388446,-2500.449255,-4655.965777,5.157275,3.869503,3.189129
21 Mar 2021 01:07:00.000,6341.361083,-2264.935066,-4458.287469,4.873657,3.978686,3.398332
21 Mar 2021 01:08:00.000,6625.071874,-2023.252536,-4248.444546,4.582077,4.075141,3.594528
21 Mar 2021 01:09:00.000,6891.078191,-1776.160738,-4027.221405,4.283704,4.159038,3.777595
21 Mar 2021 01:10:00.000,7139.006090,-1524.407295,-3795.407900,3.979656,4.230588,3.947473
21 Mar 2021 01:11:00.000,7368.547153,-1268.726126,-3553.795765,3.670997,4.290037,4.104159
21 Mar 2021 01:12:00.000,7579.455208,-1009.835538,-3303.175422,3.358735,4.337657,4.247701
21 Mar 2021 01:13:00.000,7771.542968,-748.436634,-3044.333137,3.043823,4.373746,4.378188
21 Mar 2021 01:14:00.000,7944.678644,-485.212022,-2778.048533,2.727157,4.398623,4.495753
21 Mar 2021 01:15:00.000,8098.782581,-220.824790,-2505.092421,2.409577,4.412617,4.600556
21 Mar 2021 01:16:00.000,8233.823938,44.082279,-2226.224941,2.091869,4.416073,4.692791
21 Mar 2021 01:17:00.000,8349.817455,308.887268,-1942.193986,1.774766,4.409341,4.772672
21 Mar 2021 01:18:00.000,8446.820328,572.989495,-1653.733885,1.458950,4.392776,4.840435
21 Mar 2021 01:19:00.000,8524.929194,835.809717,-1361.564321,1.145053,4.366736,4.896332
21 Mar 2021 01:20:00.000,8584.277275,1096.790182,-1066.389469,0.833664,4.331577,4.940626
21 Mar 2021 01:21:00.000,8625.031648,1355.394557,-768.897321,0.525323,4.287656,4.973592
21 Mar 2021 01:22:00.000,8647.390680,1611.107746,-469.759184,0.220534,4.235323,4.995510
21 Mar 2021 01:23:00.000,8651.581623,1863.435622,-169.629331,-0.080243,4.174924,5.006667
21 Mar 2021 01:24:00.000,8637.858359,2111.904683,130.855219,-0.376580,4.106801,5.007351
21 Mar 2021 01:25:00.000,8606.499307,2356.061647,431.074803,-0.668084,4.031285,4.997852
21 Mar 2021 01:26:00.000,8557.805489,2595.473003,730.427118,-0.954394,3.948702,4.978457
21 Mar 2021 01:27:00.000,8492.098738,2829.724526,1028.327144,-1.235175,3.859370,4.949454
21 Mar 2021 01:28:00.000,8409.720062,3058.420768,1324.206989,-1.510122,3.763597,4.911128
21 Mar 2021 01:29:00.000,8311.028145,3281.184530,1617.515682,-1.778949,3.661683,4.863757
21 Mar 2021 01:30:00.000,8196.397981,3497.656330,1907.718918,-2.041396,3.553918,4.807617
21 Mar 2021 01:31:00.000,8066.219642,3707.493864,2194.298761,-2.297221,3.440585,4.742979
21 Mar 2021 01:32:00.000,7920.897164,3910.371479,2476.753320,-2.546198,3.321956,4.670108
21 Mar 2021 01:33:00.000,7760.847547,4105.979644,2754.596410,-2.788119,3.198298,4.589263
21 Mar 2021 01:34:00.000,7586.499871,4294.024451,3027.357189,-3.022789,3.069866,4.500696
21 Mar 2021 01:35:00.000,7398.294505,4474.227118,3294.579796,-3.250025,2.936908,4.404655
21 Mar 2021 01:36:00.000,7196.682419,4646.323519,3555.822981,-3.469657,2.799666,4.301380
21 Mar 2021 01:37:00.000,6982.124580,4810.063742,3810.659747,-3.681522,2.658374,4.191106
21 Mar 2021 01:38:00.000,6755.091435,4965.211664,4058.676987,-3.885465,2.513257,4.074063
21 Mar 2021 01:39:00.000,6516.062473,5111.544561,4299.475141,-4.081340,2.364537,3.950474
21 Mar 2021 01:40:00.000,6265.525853,5248.852743,4532.667869,-4.269004,2.212429,3.820556
21 Mar 2021 01:41:00.000,6003.978106,5376.939220,4757.881735,-4.448322,2.057141,3.684523
21 Mar 2021 01:42:00.000,5731.923892,5495.619404,4974.755920,-4.619158,1.898879,3.542583
21 Mar 2021 01:43:00.000,5449.875824,5604.720840,5182.941950,-4.781382,1.737843,3.394939
21 Mar 2021 01:44:00.000,5158.354334,5704.082970,5382.103461,-4.934865,1.574230,3.241793
21 Mar 2021 01:45:00.000,4857.887591,5793.556939,5571.915980,-5.079479,1.408233,3.083341
21 Mar 2021 01:46:00.000,4549.011470,5873.005425,5752.066747,-5.215096,1.240044,2.919776
21 Mar 2021 01:47:00.000,4232.269548,5942.302521,5922.254562,-5.341588,1.069853,2.751291
21 Mar 2021 01:48:00.000,3908.213147,6001.333637,6082.189671,-5.458825,0.897847,2.578075
21 Mar 2021 01:49:00.000,3577.401405,6049.995453,6231.593686,-5.566678,0.724214,2.400318
21 Mar 2021 01:50:00.000,3240.401376,6088.195905,6370.199542,-5.665014,0.549142,2.218208
21 Mar 2021 01:51:00.000,2897.788152,6115.854212,6497.751499,-5.753698,0.372820,2.031933
21 Mar 2021 01:52:00.000,2550.145016,6132.900940,6614.005181,-5.832593,0.195437,1.841684
21 Mar 2021 01:53:00.000,2198.063598,6139.278111,6718.727659,-5.901559,0.017185,1.647653
21 Mar 2021 01:54:00.000,1842.144054,6134.939351,6811.697587,-5.960453,-0.161741,1.450032
21 Mar 2021 01:55:00.000,1482.995255,6119.850084,6892.705375,-6.009128,-0.341143,1.249020
21 Mar 2021 01:56:00.000,1121.234975,6093.987764,6961.553427,-6.047435,-0.520817,1.044817
21 Mar 2021 01:57:00.000,757.490082,6057.342155,7018.056413,-6.075221,-0.700558,0.837632
21 Mar 2021 01:58:00.000,392.396732,6009.915656,7062.041615,-6.092329,-0.880150,0.627676
21 Mar 2021 01:59:00.000,26.600540,5951.723674,7093.349321,-6.098601,-1.059375,0.415169
21 Mar 2021 02:00:00.000,-339.243250,5882.795036,7111.833274,-6.093875,-1.238005,0.200340
21 Mar 2021 02:01:00.000,-704.469623,5803.172458,7117.361199,-6.077988,-1.415805,-0.016575
21 Mar 2021 02:02:00.000,-1068.403678,5712.913059,7109.815376,-6.050773,-1.592530,-0.235328
21 Mar 2021 02:03:00.000,-1430.360542,5612.088921,7089.093299,-6.012063,-1.767926,-0.455661
21 Mar 2021 02:04:00.000,-1789.645332,5500.787702,7055.108391,-5.961692,-1.941728,-0.677303
21 Mar 2021 02:05:00.000,-2145.553162,5379.113295,7007.790801,-5.899493,-2.113660,-0.899967
21 Mar 2021 02:06:00.000,-2497.369213,5247.186541,6947.088268,-5.825301,-2.283434,-1.123354
21 Mar 2021 02:07:00.000,-2844.368871,5105.145982,6872.967071,-5.738954,-2.450748,-1.347147
21 Mar 2021 02:08:00.000,-3185.817945,4953.148672,6785.413049,-5.640293,-2.615286,-1.571012
21 Mar 2021 02:09:00.000,-3520.972978,4791.371025,6684.432704,-5.529167,-2.776718,-1.794593
21 Mar 2021 02:10:00.000,-3849.081664,4620.009708,6570.054388,-5.405433,-2.934699,-2.017518
21 Mar 2021 02:11:00.000,-4169.383385,4439.282578,6442.329566,-5.268955,-3.088867,-2.239390
21 Mar 2021 02:12:00.000,-4481.109877,4249.429655,6301.334160,-5.119613,-3.238845,-2.459791
21 Mar 2021 02:13:00.000,-4783.486057,4050.714115,6147.169972,-4.957300,-3.384237,-2.678275
21 Mar 2021 02:14:00.000,-5075.731006,3843.423323,5979.966182,-4.781928,-3.524632,-2.894374
21 Mar 2021 02:15:00.000,-5357.059150,3627.869872,5799.880915,-4.593428,-3.659599,-3.107593
21 Mar 2021 02:16:00.000,-5626.681635,3404.392631,5607.102873,-4.391760,-3.788693,-3.317406
21 Mar 2021 02:17:00.000,-5883.807934,3173.357789,5401.853022,-4.176909,-3.911447,-3.523261
21 Mar 2021 02:18:00.000,-6127.647698,2935.159879,5184.386324,-3.948895,-4.027382,-3.724577
21 Mar 2021 02:19:00.000,-6357.412867,2690.222769,4954.993499,-3.707776,-4.135999,-3.920742
21 Mar 2021 02:20:00.000,-6572.320072,2439.000599,4714.002806,-3.453651,-4.236786,-4.111115
21 Mar 2021 02:21:00.000,-6771.593335,2181.978646,4461.781814,-3.186668,-4.329217,-4.295025
21 Mar 2021 02:22:00.000,-6954.467100,1919.674089,4198.739145,-2.907029,-4.412755,-4.471774
21 Mar 2021 02:23:00.000,-7120.189588,1652.636654,3925.326168,-2.614994,-4.486852,-4.640634
21 Mar 2021 02:24:00.000,-7268.026514,1381.449100,3642.038593,-2.310888,-4.550954,-4.800854
21 Mar 2021 02:25:00.000,-7397.265159,1106.727526,3349.417956,-1.995107,-4.604505,-4.951656
21 Mar 2021 02:26:00.000,-7507.218797,829.121452,3048.052922,-1.668125,-4.646948,-5.092247
21 Mar 2021 02:27:00.000,-7597.231493,549.313648,2738.580397,-1.330497,-4.677733,-5.221813
21 Mar 2021 02:28:00.000,-7666.683244,268.019658,2421.686365,-0.982869,-4.696321,-5.339531
21 Mar 2021 02:29:00.000,-7714.995445,-14.013002,2098.106424,-0.625978,-4.702187,-5.444571
21 Mar 2021 02:30:00.000,-7741.636667,-296.006028,1768.625949,-0.260661,-4.694832,-5.536107
21 Mar 2021 02:31:00.000,-7746.128682,-577.151928,1434.079828,0.112142,-4.673787,-5.613317
21 Mar 2021 02:32:00.000,-7728.052699,-856.616073,1095.351712,0.491388,-4.638619,-5.675398
21 Mar 2021 02:33:00.000,-7687.055734,-1133.539233,753.372728,0.875928,-4.588946,-5.721575
21 Mar 2021 02:34:00.000,-7622.857036,-1407.040630,409.119585,1.264503,-4.524437,-5.751107
21 Mar 2021 02:35:00.000,-7535.254471,-1676.221521,63.612031,1.655752,-4.444826,-5.763304
21 Mar 2021 02:36:00.000,-7424.130748,-1940.169326,-282.090378,2.048211,-4.349923,-5.757533
21 Mar 2021 02:37:00.000,-7289.459372,-2197.962299,-626.892238,2.440321,-4.239617,-5.733235
21 Mar 2021 02:38:00.000,-7131.310190,-2448.674730,-969.667002,2.830435,-4.113890,-5.689935
21 Mar 2021 02:39:00.000,-6949.854376,-2691.382639,-1309.262427,3.216828,-3.972819,-5.627254
21 Mar 2021 02:40:00.000,-6745.368718,-2925.169930,-1644.506765,3.597712,-3.816591,-5.544923
21 Mar 2021 02:41:00.000,-6518.239062,-3149.134930,-1974.215641,3.971247,-3.645502,-5.442791
21 Mar 2021 02:42:00.000,-6268.962761,-3362.397236,-2297.199577,4.335563,-3.459963,-5.320840
21 Mar 2021 02:43:00.000,-5998.150012,-3564.104777,-2612.272070,4.688777,-3.260505,-5.179186
21 Mar 2021 02:44:00.000,-5706.523958,-3753.440970,-2918.258133,5.029014,-3.047778,-5.018094
21 Mar 2021 02:45:00.000,-5394.919465,-3929.631851,-3214.003155,5.354431,-2.822549,-4.837976
21 Mar 2021 02:46:00.000,-5064.280522,-4091.953052,-3498.381966,5.663238,-2.585699,-4.639397
21 Mar 2021 02:47:00.000,-4715.656221,-4239.736471,-3770.307915,5.953726,-2.338218,-4.423072
21 Mar 2021 02:48:00.000,-4350.195336,-4372.376507,-4028.741819,6.224284,-2.081195,-4.189863
21 Mar 2021 02:49:00.000,-3969.139541,-4489.335731,-4272.700599,6.473426,-1.815807,-3.940772
21 Mar 2021 02:50:00.000,-3573.815353,-4590.149846,-4501.265432,6.699809,-1.543310,-3.676935
21 Mar 2021 02:51:00.000,-3165.624921,-4674.431858,-4713.589258,6.902253,-1.265020,-3.399604
21 Mar 2021 02:52:00.000,-2746.035824,-4741.875348,-4908.903487,7.079753,-0.982303,-3.110138
21 Mar 2021 02:53:00.000,-2316.570043,-4792.256774,-5086.523789,7.231496,-0.696553,-2.809984
21 Mar 2021 02:54:00.000,-1878.792331,-4825.436791,-5245.854843,7.356864,-0.409179,-2.500661
21 Mar 2021 02:55:00.000,-1434.298196,-4841.360537,-5386.393985,7.455444,-0.121587,-2.183737
21 Mar 2021 02:56:00.000,-984.701716,-4840.056932,-5507.733701,7.527027,0.164836,-1.860816
21 Mar 2021 02:57:00.000,-531.623414,-4821.637000,-5609.562947,7.571602,0.448740,-1.533511
21 Mar 2021 02:58:00.000,-76.678414,-4786.291301,-5691.667320,7.589355,0.728824,-1.203432
21 Mar 2021 02:59:00.000,378.534939,-4734.286534,-5753.928113,7.580657,1.003851,-0.872162
21 Mar 2021 03:00:00.000,832.445799,-4665.961424,-5796.320334,7.546052,1.272656,-0.541245
21 Mar 2021 03:01:00.000,1283.520749,-4581.721996,-5818.909771,7.486242,1.534159,-0.212165
21 Mar 2021 03:02:00.000,1730.272813,-4482.036350,-5821.849214,7.402074,1.787370,0.113661
21 Mar 2021 03:03:00.000,2171.269462,-4367.429070,-5805.373959,7.294516,2.031397,0.434896
21 Mar 2021 03:04:00.000,2605.139552,-4238.475373,-5769.796711,7.164647,2.265445,0.750295
21 Mar 2021 03:05:00.000,3030.579180,-4095.795118,-5715.502020,7.013632,2.488820,1.058708
21 Mar 2021 03:06:00.000,3446.356440,-3940.046784,-5642.940381,6.842706,2.700930,1.359087
21 Mar 2021 03:07:00.000,3851.315117,-3771.921508,-5552.622118,6.653157,2.901279,1.650485
21 Mar 2021 03:08:00.000,4244.377355,-3592.137274,-5445.111155,6.446311,3.089469,1.932063
21 Mar 2021 03:09:00.000,4624.545368,-3401.433321,-5321.018802,6.223512,3.265191,2.203083
21 Mar 2021 03:10:00.000,4990.902257,-3200.564829,-5180.997619,5.986111,3.428224,2.462909
21 Mar 2021 03:11:00.000,5342.612033,-2990.297937,-5025.735461,5.735454,3.578425,2.711002
21 Mar 2021 03:12:00.000,5678.918916,-2771.405113,-4855.949745,5.472868,3.715725,2.946918
21 Mar 2021 03:13:00.000,5999.146023,-2544.660913,-4672.382019,5.199654,3.840125,3.170298
21 Mar 2021 03:14:00.000,6302.693515,-2310.838130,-4475.792845,4.917077,3.951684,3.380869
21 Mar 2021 03:15:00.000,6589.036309,-2070.704344,-4266.957041,4.626361,4.050515,3.578430
21 Mar 2021 03:16:00.000,6857.721430,-1825.018864,-4046.659298,4.328684,4.136781,3.762854
21 Mar 2021 03:17:00.000,7108.365084,-1574.530051,-3815.690170,4.025173,4.210683,3.934074
21 Mar 2021 03:18:00.000,7340.649529,-1319.973005,-3574.842457,3.716899,4.272461,4.092082
21 Mar 2021 03:19:00.000,7554.319799,-1062.067605,-3324.907951,3.404881,4.322381,4.236920
21 Mar 2021 03:20:00.000,7749.180352,-801.516867,-3066.674551,3.090080,4.360736,4.368675
21 Mar 2021 03:21:00.000,7925.091682,-539.005596,-2800.923729,2.773400,4.387839,4.487475
21 Mar 2021 03:22:00.000,8081.966941,-275.199325,-2528.428324,2.455691,4.404019,4.593478
21 Mar 2021 03:23:00.000,8219.768610,-10.743483,-2249.950639,2.137747,4.409614,4.686876
21 Mar 2021 03:24:00.000,8338.505251,253.737195,-1966.240836,1.820310,4.404972,4.767881
21 Mar 2021 03:25:00.000,8438.228356,517.639082,-1678.035584,1.504067,4.390448,4.836729
21 Mar 2021 03:26:00.000,8519.029318,780.379880,-1386.056953,1.189661,4.366398,4.893671
21 Mar 2021 03:27:00.000,8581.036542,1041.398706,-1091.011524,0.877685,4.333176,4.938970
21 Mar 2021 03:28:00.000,8624.412698,1300.156040,-793.589695,0.568688,4.291138,4.972901
21 Mar 2021 03:29:00.000,8649.352129,1556.133565,-494.465160,0.263178,4.240634,4.995745
21 Mar 2021 03:30:00.000,8656.078417,1808.833913,-194.294543,-0.038378,4.182011,5.007789
21 Mar 2021 03:31:00.000,8644.842107,2057.780334,106.282834,-0.335547,4.115609,5.009322
21 Mar 2021 03:32:00.000,8615.918585,2302.516310,406.645067,-0.627932,4.041761,5.000635
21 Mar 2021 03:33:00.000,8569.606123,2542.605110,706.187679,-0.915166,3.960793,4.982016
21 Mar 2021 03:34:00.000,8506.224061,2777.629316,1004.323552,-1.196912,3.873022,4.953756
21 Mar 2021 03:35:00.000,8426.111153,3007.190318,1300.482782,-1.472858,3.778758,4.916139
21 Mar 2021 03:36:00.000,8329.624038,3230.907793,1594.112470,-1.742717,3.678301,4.869446
21 Mar 2021 03:37:00.000,8217.135863,3448.419174,1884.676473,-2.006226,3.571942,4.813954
21 Mar 2021 03:38:00.000,8089.035024,3659.379119,2171.655107,-2.263138,3.459965,4.749936
21 Mar 2021 03:39:00.000,7945.724037,3863.458976,2454.544829,-2.513228,3.342643,4.677658
21 Mar 2021 03:40:00.000,7787.618522,4060.346265,2732.857892,-2.756283,3.220242,4.597380
21 Mar 2021 03:41:00.000,7615.146299,4249.744170,3006.121983,-2.992107,3.093019,4.509357
21 Mar 2021 03:42:00.000,7428.746585,4431.371044,3273.879861,-3.220517,2.961223,4.413837
21 Mar 2021 03:43:00.000,7228.869290,4604.959939,3535.688986,-3.441338,2.825097,4.311063
21 Mar 2021 03:44:00.000,7015.974400,4770.258159,3791.121153,-3.654408,2.684873,4.201271
21 Mar 2021 03:45:00.000,6790.531451,4927.026833,4039.762133,-3.859572,2.540780,4.084691
21 Mar 2021 03:46:00.000,6553.019074,5075.040522,4281.211322,-4.056681,2.393038,3.961548
21 Mar 2021 03:47:00.000,6303.924615,5214.086848,4515.081412,-4.245593,2.241863,3.832061
21 Mar 2021 03:48:00.000,6043.743830,5343.966161,4740.998072,-4.426170,2.087465,3.696444
21 Mar 2021 03:49:00.000,5772.980632,5464.491232,4958.599653,-4.598278,1.930049,3.554907
21 Mar 2021 03:50:00.000,5492.146900,5575.486981,5167.536920,-4.761787,1.769814,3.407655
21 Mar 2021 03:51:00.000,5201.762348,5676.790237,5367.472801,-4.916566,1.606960,3.254888
21 Mar 2021 03:52:00.000,4902.354429,5768.249538,5558.082174,-5.062488,1.441678,3.096805
21 Mar 2021 03:53:00.000,4594.458299,5849.724956,5739.051674,-5.199425,1.274160,2.933600
21 Mar 2021 03:54:00.000,4278.616810,5921.087973,5910.079546,-5.327249,1.104596,2.765466
21 Mar 2021 03:55:00.000,3955.380545,5982.221378,6070.875515,-5.445832,0.933174,2.592592
21 Mar 2021 03:56:00.000,3625.307886,6033.019214,6221.160708,-5.555042,0.760082,2.415169
21 Mar 2021 03:57:00.000,3288.965108,6073.386758,6360.667601,-5.654748,0.585505,2.233386
21 Mar 2021 03:58:00.000,2946.926503,6103.240540,6489.140017,-5.744816,0.409633,2.047432
21 Mar 2021 03:59:00.000,2599.774521,6122.508404,6606.333158,-5.825109,0.232654,1.857496
21 Mar 2021 04:00:00.000,2248.099932,6131.129608,6712.013683,-5.895488,0.054761,1.663770
21 Mar 2021 04:01:00.000,1892.502000,6129.054966,6805.959836,-5.955810,-0.123854,1.466449
21 Mar 2021 04:02:00.000,1533.588671,6116.247034,6887.961613,-6.005928,-0.302993,1.265729
21 Mar 2021 04:03:00.000,1171.976759,6092.680336,6957.820989,-6.045695,-0.482455,1.061812
21 Mar 2021 04:04:00.000,808.292143,6058.341637,7015.352190,-6.074957,-0.662032,0.854904
21 Mar 2021 04:05:00.000,443.169950,6013.230260,7060.382024,-6.093559,-0.841514,0.645217
21 Mar 2021 04:06:00.000,77.254743,5957.358449,7092.750269,-6.101342,-1.020682,0.432971
21 Mar 2021 04:07:00.000,-288.799319,5890.751780,7112.310116,-6.098146,-1.199310,0.218393
21 Mar 2021 04:08:00.000,-654.328332,5813.449616,7118.928682,-6.083807,-1.377164,0.001719
21 Mar 2021 04:09:00.000,-1018.658522,5725.505614,7112.487580,-6.058159,-1.554002,-0.216806
21 Mar 2021 04:10:00.000,-1381.106165,5626.988279,7092.883560,-6.021037,-1.729571,-0.436923
21 Mar 2021 04:11:00.000,-1740.977533,5517.981569,7060.029222,-5.972272,-1.903610,-0.658363
21 Mar 2021 04:12:00.000,-2097.568895,5398.585544,7013.853795,-5.911698,-2.075844,-0.880842
21 Mar 2021 04:13:00.000,-2450.166584,5268.917075,6954.303995,-5.839150,-2.245986,-1.104062
21 Mar 2021 04:14:00.000,-2798.047117,5129.110585,6881.344959,-5.754466,-2.413739,-1.327708
21 Mar 2021 04:15:00.000,-3140.477405,4979.318858,6794.961259,-5.657486,-2.578788,-1.551447
21 Mar 2021 04:16:00.000,-3476.715049,4819.713872,6695.157986,-5.548059,-2.740806,-1.774928
21 Mar 2021 04:17:00.000,-3806.008740,4650.487699,6581.961929,-5.426039,-2.899452,-1.997780
21 Mar 2021 04:18:00.000,-4127.598778,4471.853423,6455.422822,-5.291291,-3.054365,-2.219609
21 Mar 2021 04:19:00.000,-4440.717725,4284.046115,6315.614678,-5.143691,-3.205173,-2.440000
21 Mar 2021 04:20:00.000,-4744.591195,4087.323824,6162.637197,-4.983130,-3.351481,-2.658512
21 Mar 2021 04:21:00.000,-5038.438828,3881.968604,5996.617251,-4.809518,-3.492883,-2.874679
21 Mar 2021 04:22:00.000,-5321.475429,3668.287556,5817.710442,-4.622784,-3.628950,-3.088009
21 Mar 2021 04:23:00.000,-5592.912325,3446.613874,5626.102717,-4.422882,-3.759239,-3.297981
