"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
21 Mar 2021 00:56:00.000,2831.675130,5441.124816,-7813.864585,-5.545328,0.784262,-0.866139
21 Mar 2021 00:57:00.000,2496.929437,5484.161835,-7860.087060,-5.610503,0.650668,-0.674076
21 Mar 2021 00:58:00.000,2158.501969,5519.117233,-7894.697288,-5.667981,0.514849,-0.479200
21 Mar 2021 00:59:00.000,1816.860380,5545.858756,-7917.528518,-5.717574,0.376850,-0.281583
21 Mar 2021 01:00:00.000,1472.484252,5564.256887,-7928.418469,-5.759074,0.236719,-0.081301
21 Mar 2021 01:01:00.000,1125.866022,5574.185027,-7927.209639,-5.792260,0.094504,0.121564
21 Mar 2021 01:02:00.000,777.511955,5575.519721,-7913.749666,-5.816892,-0.049738,0.326924
21 Mar 2021 01:03:00.000,427.943158,5568.140945,-7887.891779,-5.832716,-0.195950,0.534682
21 Mar 2021 01:04:00.000,77.696630,5551.932446,-7849.495334,-5.839456,-0.344065,0.744732
21 Mar 2021 01:05:00.000,-272.673648,5526.782152,-7798.426437,-5.836822,-0.494009,0.956957
21 Mar 2021 01:06:00.000,-622.595592,5492.582649,-7734.558682,-5.824500,-0.645701,1.171225
21 Mar 2021 01:07:00.000,-971.477855,5449.231741,-7657.773987,-5.802160,-0.799049,1.387391
21 Mar 2021 01:08:00.000,-1318.708644,5396.633098,-7567.963573,-5.769450,-0.953949,1.605293
21 Mar 2021 01:09:00.000,-1663.654512,5334.696993,-7465.029064,-5.726000,-1.110285,1.824746
21 Mar 2021 01:10:00.000,-2005.659133,5263.341155,-7348.883747,-5.671416,-1.267925,2.045546
21 Mar 2021 01:11:00.000,-2344.042078,5182.491732,-7219.453995,-5.605286,-1.426719,2.267463
21 Mar 2021 01:12:00.000,-2678.097591,5092.084382,-7076.680872,-5.527176,-1.586500,2.490238
21 Mar 2021 01:13:00.000,-3007.093395,4992.065515,-6920.521940,-5.436635,-1.747077,2.713580
21 Mar 2021 01:14:00.000,-3330.269533,4882.393676,-6750.953277,-5.333190,-1.908235,2.937162
21 Mar 2021 01:15:00.000,-3646.837283,4763.041110,-6567.971738,-5.216352,-2.069731,3.160618
21 Mar 2021 01:16:00.000,-3955.978165,4633.995502,-6371.597471,-5.085617,-2.231293,3.383538
21 Mar 2021 01:17:00.000,-4256.843076,4495.261923,-6161.876706,-4.940466,-2.392612,3.605460
21 Mar 2021 01:18:00.000,-4548.551607,4346.864989,-5938.884846,-4.780373,-2.553343,3.825872
21 Mar 2021 01:19:00.000,-4830.191578,4188.851250,-5702.729870,-4.604805,-2.713098,4.044199
21 Mar 2021 01:20:00.000,-5100.818860,4021.291820,-5453.556067,-4.413229,-2.871443,4.259801
21 Mar 2021 01:21:00.000,-5359.457549,3844.285271,-5191.548123,-4.205118,-3.027896,4.471969
21 Mar 2021 01:22:00.000,-5605.100582,3657.960782,-4916.935546,-3.979962,-3.181916,4.679916
21 Mar 2021 01:23:00.000,-5836.710880,3462.481564,-4629.997469,-3.737273,-3.332906,4.882770
21 Mar 2021 01:24:00.000,-6053.223131,3258.048547,-4331.067780,-3.476600,-3.480204,5.079573
21 Mar 2021 01:25:00.000,-6253.546325,3044.904325,-4020.540591,-3.197541,-3.623080,5.269273
21 Mar 2021 01:26:00.000,-6436.567197,2823.337335,-3698.875995,-2.899763,-3.760734,5.450719
21 Mar 2021 01:27:00.000,-6601.154686,2593.686238,-3366.606054,-2.583014,-3.892290,5.622659
21 Mar 2021 01:28:00.000,-6746.165606,2356.344443,-3024.340945,-2.247149,-4.016798,5.783738
21 Mar 2021 01:29:00.000,-6870.451656,2111.764702,-2672.775135,-1.892153,-4.133231,5.932501
21 Mar 2021 01:30:00.000,-6972.867944,1860.463687,-2312.693462,-1.518166,-4.240486,6.067392
21 Mar 2021 01:31:00.000,-7052.283175,1603.026404,-1944.976912,-1.125514,-4.337392,6.186763
21 Mar 2021 01:32:00.000,-7107.591622,1340.110302,-1570.607872,-0.714734,-4.422712,6.288885
21 Mar 2021 01:33:00.000,-7137.726987,1072.448871,-1190.674582,-0.286615,-4.495154,6.371967
21 Mar 2021 01:34:00.000,-7141.678178,800.854511,-806.374463,0.157780,-4.553389,6.434170
21 Mar 2021 01:35:00.000,-7118.506986,526.220402,-419.015936,0.617077,-4.596067,6.473644
21 Mar 2021 01:36:00.000,-7067.367520,249.521098,-30.018360,1.089569,-4.621839,6.488556
21 Mar 2021 01:37:00.000,-6987.527168,-28.188470,359.090354,1.573188,-4.629389,6.477135
21 Mar 2021 01:38:00.000,-6878.388687,-305.775887,746.678867,2.065495,-4.617466,6.437722
21 Mar 2021 01:39:00.000,-6739.512907,-582.036330,1131.020654,2.563671,-4.584925,6.368818
21 Mar 2021 01:40:00.000,-6570.641323,-855.700073,1510.305680,3.064531,-4.530762,6.269152
21 Mar 2021 01:41:00.000,-6371.717755,-1125.442607,1882.655734,3.564542,-4.454167,6.137735
21 Mar 2021 01:42:00.000,-6142.908088,-1389.897426,2246.143447,4.059862,-4.354559,5.973922
21 Mar 2021 01:43:00.000,-5884.617014,-1647.671431,2598.814878,4.546404,-4.231635,5.777471
21 Mar 2021 01:44:00.000,-5597.500721,-1897.362720,2938.715289,5.019905,-4.085404,5.548592
21 Mar 2021 01:45:00.000,-5282.474475,-2137.580364,3263.917500,5.476023,-3.916215,5.287981
21 Mar 2021 01:46:00.000,-4940.714233,-2366.965617,3572.551982,5.910436,-3.724780,4.996845
21 Mar 2021 01:47:00.000,-4573.651636,-2584.213816,3862.837646,6.318961,-3.512172,4.676901
21 Mar 2021 01:48:00.000,-4182.962087,-2788.096169,4133.112125,6.697666,-3.279827,4.330364
21 Mar 2021 01:49:00.000,-3770.545952,-2977.480501,4381.860282,7.042984,-3.029509,3.959903
21 Mar 2021 01:50:00.000,-3338.503390,-3151.350104,4607.739732,7.351815,-2.763281,3.568586
21 Mar 2021 01:51:00.000,-2889.103635,-3308.819865,4809.602248,7.621607,-2.483449,3.159799
21 Mar 2021 01:52:00.000,-2424.749953,-3449.149006,4986.510188,7.850423,-2.192504,2.737165
21 Mar 2021 01:53:00.000,-1947.941696,-3571.749978,5137.747315,8.036974,-1.893051,2.304437
21 Mar 2021 01:54:00.000,-1461.235015,-3676.193252,5262.823775,8.180633,-1.587745,1.865410
21 Mar 2021 01:55:00.000,-967.203806,-3762.208007,5361.475261,8.281416,-1.279221,1.423815
21 Mar 2021 01:56:00.000,-468.402353,-3829.678936,5433.656765,8.339944,-0.970028,0.983241
21 Mar 2021 01:57:00.000,32.669090,-3878.639565,5479.531527,8.357386,-0.662581,0.547054
21 Mar 2021 01:58:00.000,533.594783,-3909.262643,5499.456018,8.335385,-0.359109,0.118340
21 Mar 2021 01:59:00.000,1032.069375,-3921.848217,5493.961877,8.275977,-0.061629,-0.300136
21 Mar 2021 02:00:00.000,1525.918814,-3916.810093,5463.735753,8.181504,0.228081,-0.705964
21 Mar 2021 02:01:00.000,2013.116205,-3894.661290,5409.598008,8.054534,0.508490,-1.097092
21 Mar 2021 02:02:00.000,2491.792781,-3855.999136,5332.481087,7.897775,0.778318,-1.471833
21 Mar 2021 02:03:00.000,2960.244352,-3801.490491,5233.408310,7.714008,1.036527,-1.828847
21 Mar 2021 02:04:00.000,3416.933715,-3731.857536,5113.473642,7.506022,1.282313,-2.167120
21 Mar 2021 02:05:00.000,3860.489605,-3647.864460,4973.822890,7.276559,1.515082,-2.485942
21 Mar 2021 02:06:00.000,4289.702791,-3550.305258,4815.636611,7.028278,1.734435,-2.784870
21 Mar 2021 02:07:00.000,4703.519906,-3439.992804,4640.114915,6.763714,1.940143,-3.063698
21 Mar 2021 02:08:00.000,5101.035586,-3317.749232,4448.464223,6.485260,2.132127,-3.322426
21 Mar 2021 02:09:00.000,5481.483415,-3184.397662,4241.885956,6.195150,2.310433,-3.561224
21 Mar 2021 02:10:00.000,5844.226128,-3040.755202,4021.567085,5.895451,2.475215,-3.780406
21 Mar 2021 02:11:00.000,6188.745434,-2887.627166,3788.672408,5.588055,2.626710,-3.980399
21 Mar 2021 02:12:00.000,6514.631767,-2725.802396,3544.338398,5.274689,2.765227,-4.161719
21 Mar 2021 02:13:00.000,6821.574205,-2556.049584,3289.668461,4.956909,2.891127,-4.324951
21 Mar 2021 02:14:00.000,7109.350731,-2379.114476,3025.729422,4.636118,3.004810,-4.470728
21 Mar 2021 02:15:00.000,7377.818968,-2195.717840,2753.549075,4.313565,3.106704,-4.599716
21 Mar 2021 02:16:00.000,7626.907485,-2006.554092,2474.114630,3.990363,3.197255,-4.712600
21 Mar 2021 02:17:00.000,7856.607702,-1812.290468,2188.371919,3.667493,3.276920,-4.810071
21 Mar 2021 02:18:00.000,8066.966449,-1613.566658,1897.225217,3.345819,3.346156,-4.892819
21 Mar 2021 02:19:00.000,8258.079162,-1410.994820,1601.537569,3.026098,3.405420,-4.961526
21 Mar 2021 02:20:00.000,8430.083706,-1205.159881,1302.131505,2.708988,3.455159,-5.016857
21 Mar 2021 02:21:00.000,8583.154812,-996.620095,999.790079,2.395062,3.495811,-5.059461
21 Mar 2021 02:22:00.000,8717.499086,-785.907768,695.258123,2.084811,3.527801,-5.089962
21 Mar 2021 02:23:00.000,8833.350559,-573.530126,389.243690,1.778660,3.551537,-5.108958
21 Mar 2021 02:24:00.000,8930.966733,-359.970290,82.419597,1.476970,3.567412,-5.117024
21 Mar 2021 02:25:00.000,9010.625089,-145.688303,-224.574946,1.180049,3.575801,-5.114705
21 Mar 2021 02:26:00.000,9072.620018,68.877789,-531.132675,0.888155,3.577061,-5.102520
21 Mar 2021 02:27:00.000,9117.260134,283.310842,-836.676595,0.601506,3.571530,-5.080958
21 Mar 2021 02:28:00.000,9144.865926,497.213515,-1140.658322,0.320284,3.559529,-5.050482
21 Mar 2021 02:29:00.000,9155.767726,710.207182,-1442.556444,0.044639,3.541361,-5.011530
21 Mar 2021 02:30:00.000,9150.303960,921.930860,-1741.874931,-0.225308,3.517311,-4.964510
21 Mar 2021 02:31:00.000,9128.819644,1132.040171,-2038.141593,-0.489455,3.487647,-4.909809
21 Mar 2021 02:32:00.000,9091.665103,1340.206334,-2330.906597,-0.747725,3.452621,-4.847786
21 Mar 2021 02:33:00.000,9039.194893,1546.115197,-2619.741049,-1.000052,3.412470,-4.778780
21 Mar 2021 02:34:00.000,8971.766902,1749.466305,-2904.235634,-1.246388,3.367413,-4.703106
21 Mar 2021 02:35:00.000,8889.741602,1949.972020,-3183.999334,-1.486694,3.317659,-4.621060
21 Mar 2021 02:36:00.000,8793.481452,2147.356672,-3458.658207,-1.720941,3.263399,-4.532917
21 Mar 2021 02:37:00.000,8683.350416,2341.355762,-3727.854231,-1.949107,3.204815,-4.438933
21 Mar 2021 02:38:00.000,8559.713602,2531.715207,-3991.244222,-2.171175,3.142075,-4.339349
21 Mar 2021 02:39:00.000,8422.936993,2718.190620,-4248.498807,-2.387131,3.075333,-4.234385
21 Mar 2021 02:40:00.000,8273.387273,2900.546641,-4499.301464,-2.596966,3.004737,-4.124250
21 Mar 2021 02:41:00.000,8111.431728,3078.556300,-4743.347624,-2.800668,2.930421,-4.009135
21 Mar 2021 02:42:00.000,7937.438226,3252.000423,-4980.343827,-2.998230,2.852512,-3.889220
21 Mar 2021 02:43:00.000,7751.775247,3420.667074,-5210.006936,-3.189638,2.771124,-3.764671
21 Mar 2021 02:44:00.000,7554.811991,3584.351032,-5432.063403,-3.374882,2.686368,-3.635643
21 Mar 2021 02:45:00.000,7346.918525,3742.853305,-5646.248585,-3.553945,2.598343,-3.502279
21 Mar 2021 02:46:00.000,7128.465981,3895.980672,-5852.306118,-3.726807,2.507143,-3.364711
21 Mar 2021 02:47:00.000,6899.826806,4043.545262,-6049.987324,-3.893446,2.412853,-3.223065
21 Mar 2021 02:48:00.000,6661.375050,4185.364162,-6239.050676,-4.053831,2.315553,-3.077455
21 Mar 2021 02:49:00.000,6413.486688,4321.259056,-6419.261300,-4.207929,2.215318,-2.927989
21 Mar 2021 02:50:00.000,6156.539992,4451.055887,-6590.390525,-4.355699,2.112217,-2.774765
21 Mar 2021 02:51:00.000,5890.915925,4574.584559,-6752.215470,-4.497092,2.006313,-2.617879
21 Mar 2021 02:52:00.000,5616.998584,4691.678654,-6904.518673,-4.632053,1.897665,-2.457417
21 Mar 2021 02:53:00.000,5335.175662,4802.175184,-7047.087763,-4.760519,1.786330,-2.293462
21 Mar 2021 02:54:00.000,5045.838957,4905.914367,-7179.715172,-4.882417,1.672359,-2.126091
21 Mar 2021 02:55:00.000,4749.384902,5002.739433,-7302.197879,-4.997667,1.555801,-1.955378
21 Mar 2021 02:56:00.000,4446.215142,5092.496454,-7414.337208,-5.106177,1.436702,-1.781394
21 Mar 2021 02:57:00.000,4136.737129,5175.034202,-7515.938655,-5.207845,1.315107,-1.604208
21 Mar 2021 02:58:00.000,3821.364762,5250.204039,-7606.811764,-5.302560,1.191057,-1.423884
21 Mar 2021 02:59:00.000,3500.519056,5317.859833,-7686.770042,-5.390197,1.064595,-1.240490
21 Mar 2021 03:00:00.000,3174.628850,5377.857905,-7755.630922,-5.470621,0.935761,-1.054089
21 Mar 2021 03:01:00.000,2844.131545,5430.057008,-7813.215775,-5.543683,0.804595,-0.864747
21 Mar 2021 03:02:00.000,2509.473887,5474.318344,-7859.349966,-5.609221,0.671138,-0.672531
21 Mar 2021 03:03:00.000,2171.112777,5510.505610,-7893.862968,-5.667059,0.535433,-0.477510
21 Mar 2021 03:04:00.000,1829.516127,5538.485088,-7916.588533,-5.717006,0.397524,-0.279757
21 Mar 2021 03:05:00.000,1485.163755,5558.125779,-7927.364922,-5.758858,0.257456,-0.079348
21 Mar 2021 03:06:00.000,1138.548314,5569.299574,-7926.035203,-5.792391,0.115281,0.123635
21 Mar 2021 03:07:00.000,790.176267,5571.881481,-7912.447620,-5.817369,-0.028949,0.329102
21 Mar 2021 03:08:00.000,440.568892,5565.749907,-7886.456044,-5.833534,-0.175175,0.536956
21 Mar 2021 03:09:00.000,90.263339,5550.786995,-7847.920502,-5.840615,-0.323330,0.747090
21 Mar 2021 03:10:00.000,-260.186284,5526.879026,-7796.707809,-5.838318,-0.473342,0.959387
21 Mar 2021 03:11:00.000,-610.207792,5493.916899,-7732.692297,-5.826332,-0.625131,1.173715
21 Mar 2021 03:12:00.000,-959.209762,5451.796678,-7655.756660,-5.804328,-0.778605,1.389928
21 Mar 2021 03:13:00.000,-1306.580353,5400.420240,-7565.792924,-5.771953,-0.933662,1.607862
21 Mar 2021 03:14:00.000,-1651.686094,5339.696010,-7462.703553,-5.728837,-1.090186,1.827335
21 Mar 2021 03:15:00.000,-1993.870668,5269.539803,-7346.402705,-5.674588,-1.248046,2.048139
21 Mar 2021 03:16:00.000,-2332.453682,5189.875782,-7216.817655,-5.608793,-1.407095,2.270044
21 Mar 2021 03:17:00.000,-2666.729445,5100.637552,-7073.890399,-5.531021,-1.567165,2.492792
21 Mar 2021 03:18:00.000,-2995.965776,5001.769384,-6917.579457,-5.440819,-1.728067,2.716091
21 Mar 2021 03:19:00.000,-3319.402847,4893.227603,-6747.861892,-5.337715,-1.889588,2.939613
21 Mar 2021 03:20:00.000,-3636.252090,4774.982139,-6564.735565,-5.221221,-2.051487,3.162992
21 Mar 2021 03:21:00.000,-3945.695211,4647.018266,-6368.221651,-5.090833,-2.213492,3.385817
21 Mar 2021 03:22:00.000,-4246.883322,4509.338542,-6158.367422,-4.946034,-2.375297,3.607628
21 Mar 2021 03:23:00.000,-4538.936256,4361.964956,-5935.249331,-4.786296,-2.536559,3.827911
21 Mar 2021 03:24:00.000,-4820.942094,4204.941319,-5698.976415,-4.611088,-2.696892,4.046091
21 Mar 2021 03:25:00.000,-5091.956992,4038.335885,-5449.694015,-4.419877,-2.855864,4.261529
21 Mar 2021 03:26:00.000,-5351.005342,3862.244240,-5187.587856,-4.212136,-3.012994,4.473516
21 Mar 2021 03:27:00.000,-5597.080387,3676.792448,-4912.888473,-3.987354,-3.167745,4.681264
21 Mar 2021 03:28:00.000,-5829.145350,3482.140470,-4625.875985,-3.745045,-3.319520,4.883904
21 Mar 2021 03:29:00.000,-6046.135207,3278.485852,-4326.885229,-3.484756,-3.467661,5.080477
21 Mar 2021 03:30:00.000,-6246.959214,3066.067672,-4016.311208,-3.206086,-3.611440,5.269933
21 Mar 2021 03:31:00.000,-6430.504323,2845.170720,-3694.614835,-2.908699,-3.750059,5.451121
21 Mar 2021 03:32:00.000,-6595.639631,2616.129880,-3362.328904,-2.592344,-3.882644,5.622792
21 Mar 2021 03:33:00.000,-6741.222019,2379.334673,-3020.064220,-2.256873,-4.008246,5.783594
21 Mar 2021 03:34:00.000,-6866.103140,2135.233859,-2668.515760,-1.902268,-4.125840,5.932071
21 Mar 2021 03:35:00.000,-6969.137905,1884.340036,-2308.468730,-1.528668,-4.234326,6.066672
21 Mar 2021 03:36:00.000,-7049.194641,1627.234082,-1940.804330,-1.136394,-4.332531,6.185750
21 Mar 2021 03:37:00.000,-7105.167017,1364.569296,-1566.504990,-0.725982,-4.419219,6.287581
21 Mar 2021 03:38:00.000,-7135.987860,1097.075041,-1186.658815,-0.298212,-4.493098,6.370375
21 Mar 2021 03:39:00.000,-7140.644891,825.559664,-802.462889,0.145856,-4.552836,6.432297
21 Mar 2021 03:40:00.000,-7118.198348,550.912432,-415.225109,0.604856,-4.597080,6.471501
21 Mar 2021 03:41:00.000,-7067.800377,274.104198,-26.364112,1.077087,-4.624478,6.486156
21 Mar 2021 03:42:00.000,-6988.715949,-3.813511,362.593097,1.560489,-4.633707,6.474495
21 Mar 2021 03:43:00.000,-6880.344916,-281.711287,750.016251,2.052632,-4.623511,6.434861
21 Mar 2021 03:44:00.000,-6742.244685,-558.386811,1134.180030,2.550705,-4.592732,6.365757
21 Mar 2021 03:45:00.000,-6574.152801,-832.572253,1513.275710,3.051533,-4.540357,6.265913
21 Mar 2021 03:46:00.000,-6376.008616,-1102.944269,1885.426436,3.551589,-4.465563,6.134341
21 Mar 2021 03:47:00.000,-6147.973057,-1368.136680,2248.706199,4.047041,-4.367753,5.970395
21 Mar 2021 03:48:00.000,-5890.445425,-1626.755764,2601.162356,4.533808,-4.246610,5.773832
21 Mar 2021 03:49:00.000,-5604.076170,-1877.397957,2940.841345,5.007632,-4.102122,5.544859
21 Mar 2021 03:50:00.000,-5289.774582,-2118.669559,3265.816982,5.464173,-3.934621,5.284169
21 Mar 2021 03:51:00.000,-4948.710537,-2349.207894,3574.220508,5.899111,-3.744798,4.992964
21 Mar 2021 03:52:00.000,-4582.309651,-2567.703210,3864.271335,6.308259,-3.533709,4.672958
21 Mar 2021 03:53:00.000,-4192.241517,-2772.920480,4134.307302,6.687682,-3.302769,4.326360
21 Mar 2021 03:54:00.000,-3780.401087,-2963.720222,4382.813187,7.033804,-3.053727,3.955834
21 Mar 2021 03:55:00.000,-3348.883656,-3139.077453,4608.446238,7.343514,-2.788629,3.564443
21 Mar 2021 03:56:00.000,-2899.954295,-3298.097953,4810.057617,7.614249,-2.509770,3.155571
21 Mar 2021 03:57:00.000,-2436.012934,-3440.031174,4986.708874,7.844055,-2.219629,2.732836
21 Mar 2021 03:58:00.000,-1959.556493,-3564.279323,5137.682837,8.031630,-1.920808,2.299992
21 Mar 2021 03:59:00.000,-1473.139654,-3670.402352,5262.488656,8.176328,-1.615958,1.860831
21 Mar 2021 04:00:00.000,-979.335819,-3758.118852,5360.861047,8.278151,-1.307712,1.419088
21 Mar 2021 04:01:00.000,-480.699718,-3827.303049,5432.754110,8.337704,-0.998626,0.978351
21 Mar 2021 04:02:00.000,20.267060,-3877.978306,5478.330343,8.356142,-0.691118,0.541990
21 Mar 2021 04:03:00.000,521.146640,-3910.307658,5497.945681,8.335095,-0.387429,0.113096
21 Mar 2021 04:04:00.000,1019.630846,-3924.582034,5492.131463,8.276589,-0.089585,-0.305564
21 Mar 2021 04:05:00.000,1513.542231,-3921.206797,5461.574309,8.182957,0.200624,-0.711573
21 Mar 2021 04:06:00.000,2000.850054,-3900.687287,5407.094821,8.056761,0.481653,-1.102877
21 Mar 2021 04:07:00.000,2479.681383,-3863.613947,5329.625960,7.900704,0.752208,-1.477783
21 Mar 2021 04:08:00.000,2948.327653,-3810.647567,5230.191817,7.717566,1.011240,-1.834946
21 Mar 2021 04:09:00.000,3405.247191,-3742.505069,5109.887364,7.510133,1.257929,-2.173351
21 Mar 2021 04:10:00.000,3849.064257,-3659.946170,4969.859618,7.281150,1.491670,-2.492281
21 Mar 2021 04:11:00.000,4278.565216,-3563.761147,4811.290523,7.033275,1.712050,-2.791294
21 Mar 2021 04:12:00.000,4692.692440,-3454.759854,4635.381711,6.769049,1.918830,-3.070181
21 Mar 2021 04:13:00.000,5090.536490,-3333.762060,4443.341230,6.490866,2.111920,-3.328939
21 Mar 2021 04:14:00.000,5471.327106,-3201.589107,4236.372198,6.200966,2.291357,-3.567740
21 Mar 2021 04:15:00.000,5834.423430,-3059.056863,4015.663325,5.901418,2.457287,-3.786894
21 Mar 2021 04:16:00.000,6179.303847,-2906.969872,3782.381160,5.594122,2.609939,-3.986831
21 Mar 2021 04:17:00.000,6505.555741,-2746.116626,3537.663919,5.280805,2.749616,-4.168066
21 Mar 2021 04:18:00.000,6812.865418,-2577.265830,3282.616716,4.963032,2.876672,-4.331184
21 Mar 2021 04:19:00.000,7101.008357,-2401.163559,3018.308039,4.642208,2.991503,-4.476821
21 Mar 2021 04:20:00.000,7369.839944,-2218.531180,2745.767284,4.319587,3.094534,-4.605643
21 Mar 2021 04:21:00.000,7619.286752,-2030.063931,2465.983191,3.996285,3.186207,-4.718335
21 Mar 2021 04:22:00.000,7849.338446,-1836.430065,2179.903045,3.673288,3.266975,-4.815590
