"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
21 Mar 2021 00:00:00.000,-4639.975694,5094.712564,4827.384067,-2.073974,-5.415897,3.704379
21 Mar 2021 00:01:00.000,-4758.778837,4763.756610,5043.735821,-1.885339,-5.613758,3.505893
21 Mar 2021 00:02:00.000,-4866.124958,4421.331643,5247.921767,-1.692149,-5.798120,3.298934
21 Mar 2021 00:03:00.000,-4961.754612,4068.261163,5439.448312,-1.494867,-5.968537,3.083998
21 Mar 2021 00:04:00.000,-5045.436459,3705.394396,5617.852250,-1.293968,-6.124597,2.861602
21 Mar 2021 00:05:00.000,-5116.967820,3333.604262,5782.701874,-1.089932,-6.265923,2.632279
21 Mar 2021 00:06:00.000,-5176.175166,2953.785292,5933.598015,-0.883249,-6.392171,2.396579
21 Mar 2021 00:07:00.000,-5222.914530,2566.851490,6070.174997,-0.674415,-6.503036,2.155069
21 Mar 2021 00:08:00.000,-5257.071862,2173.734155,6192.101517,-0.463931,-6.598248,1.908328
21 Mar 2021 00:09:00.000,-5278.563301,1775.379663,6299.081451,-0.252303,-6.677573,1.656949
21 Mar 2021 00:10:00.000,-5287.335387,1372.747209,6390.854560,-0.040037,-6.740818,1.401536
21 Mar 2021 00:11:00.000,-5283.365198,966.806526,6467.197134,0.172355,-6.787825,1.142701
21 Mar 2021 00:12:00.000,-5266.660413,558.535571,6527.922535,0.384364,-6.818478,0.881067
21 Mar 2021 00:13:00.000,-5237.259311,148.918199,6572.881658,0.595481,-6.832696,0.617263
21 Mar 2021 00:14:00.000,-5195.230691,-261.058188,6601.963309,0.805198,-6.830442,0.351924
21 Mar 2021 00:15:00.000,-5140.673728,-670.404988,6615.094493,1.013009,-6.811714,0.085687
21 Mar 2021 00:16:00.000,-5073.717754,-1078.134770,6612.240609,1.218415,-6.776551,-0.180806
21 Mar 2021 00:17:00.000,-4994.521967,-1483.263626,6593.405563,1.420921,-6.725033,-0.446912
21 Mar 2021 00:18:00.000,-4903.275080,-1884.813534,6558.631783,1.620038,-6.657276,-0.711991
21 Mar 2021 00:19:00.000,-4800.194883,-2281.814697,6508.000156,1.815286,-6.573437,-0.975402
21 Mar 2021 00:20:00.000,-4685.527757,-2673.307881,6441.629858,2.006192,-6.473712,-1.236509
