"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
21 Mar 2021 00:00:00.000,4063.911145,-3441.983678,-4425.996245,4.498297,-1.609241,5.937688
21 Mar 2021 00:01:00.000,4324.826417,-3531.021909,-4060.389040,4.195050,-1.357176,6.245279
21 Mar 2021 00:02:00.000,4566.905331,-3604.680515,-3677.049820,3.870528,-1.096748,6.528419
21 Mar 2021 00:03:00.000,4788.903664,-3662.488729,-3277.499167,3.525836,-0.829011,6.785319
21 Mar 2021 00:04:00.000,4989.647761,-3704.041240,-2863.362928,3.162227,-0.555095,7.014264
21 Mar 2021 00:05:00.000,5168.043690,-3729.002914,-2436.367211,2.781109,-0.276210,7.213632
21 Mar 2021 00:06:00.000,5323.086416,-3737.113299,-1998.332255,2.384040,0.006363,7.381913
21 Mar 2021 00:07:00.000,5453.868843,-3728.190802,-1551.165112,1.972730,0.291278,7.517732
21 Mar 2021 00:08:00.000,5559.590615,-3702.136484,-1096.851131,1.549028,0.577129,7.619864
21 Mar 2021 00:09:00.000,5639.566501,-3658.937342,-637.444262,1.114920,0.862459,7.687256
21 Mar 2021 00:10:00.000,5693.234242,-3598.669029,-175.056202,0.672517,1.145774,7.719045
21 Mar 2021 00:11:00.000,5720.161671,-3521.497900,288.155538,0.224040,1.425550,7.714575
21 Mar 2021 00:12:00.000,5720.052978,-3427.682319,750.000564,-0.228193,1.700249,7.673413
21 Mar 2021 00:13:00.000,5692.753965,-3317.573156,1208.269389,-0.681788,1.968333,7.595361
21 Mar 2021 00:14:00.000,5638.256148,-3191.613426,1660.747942,-1.134293,2.228275,7.480466
21 Mar 2021 00:15:00.000,5556.699594,-3050.337017,2105.232611,-1.583217,2.478579,7.329030
21 Mar 2021 00:16:00.000,5448.374405,-2894.366514,2539.545626,-2.026060,2.717792,7.141612
21 Mar 2021 00:17:00.000,5313.720760,-2724.410085,2961.550552,-2.460330,2.944519,6.919025
21 Mar 2021 00:18:00.000,5153.327492,-2541.257480,3369.167693,-2.883572,3.157439,6.662340
21 Mar 2021 00:19:00.000,4967.929178,-2345.775162,3760.389147,-3.293392,3.355320,6.372872
21 Mar 2021 00:20:00.000,4758.401770,-2138.900636,4133.293314,-3.687477,3.537027,6.052172
21 Mar 2021 00:21:00.000,4525.756823,-1921.636061,4486.058620,-4.063623,3.701539,5.702013
21 Mar 2021 00:22:00.000,4271.134392,-1695.041225,4816.976276,-4.419753,3.847956,5.324372
21 Mar 2021 00:23:00.000,3995.794727,-1460.225993,5124.461885,-4.753937,3.975506,4.921409
