# FALCON 9 R/B (44869), e: 0.60, p: 280.27, a: 20273.02
0	0.06395	0.01729	3.69809
1	0.06426	0.01719	3.73775
2	0.06463	0.01709	3.78219
3	0.06506	0.01698	3.83164
4	0.06539	0.01687	3.87714
5	0.06578	0.01675	3.92790
6	0.06622	0.01662	3.98418
7	0.06657	0.01649	4.03677
8	0.06692	0.01635	4.09202
9	0.06738	0.01621	4.15662
10	0.06779	0.01606	4.22117
11	0.06815	0.01590	4.28579
12	0.06863	0.01574	4.36075
13	0.06906	0.01557	4.43634
14	0.06944	0.01539	4.51274
15	0.06993	0.01520	4.60078
16	0.07038	0.01501	4.69040
17	0.07089	0.01480	4.78922
18	0.07129	0.01459	4.88675
19	0.07176	0.01437	4.99459
20	0.07228	0.01414	5.11361
21	0.07271	0.01389	5.23290
22	0.07319	0.01364	5.36499
23	0.07374	0.01338	5.51113
24	0.07418	0.01311	5.65999
25	0.07469	0.01282	5.82536
26	0.07526	0.01252	6.00913
27	0.07572	0.01221	6.19962
28	0.07620	0.01189	6.40768
29	0.07679	0.01155	6.64566
30	0.07733	0.01120	6.90232
31	0.07783	0.01084	7.18083
32	0.07844	0.01046	7.50157
33	0.07901	0.01006	7.85424
34	0.07953	0.00965	8.24510
35	0.08017	0.00921	8.70100
36	0.08076	0.00876	9.21524
37	0.08143	0.00830	9.81573
38	0.08198	0.00781	10.50098
39	0.08260	0.00730	11.31914
40	0.08329	0.00677	12.30956
41	0.08387	0.00621	13.50024
42	0.08452	0.00563	14.99893
43	0.08524	0.00503	16.93658
44	0.08585	0.00440	19.48996
45	0.08653	0.00375	23.07671
46	0.08728	0.00307	28.46594
47	0.08792	0.00235	37.36593
48	0.08857	0.00161	55.05695
49	0.08936	0.00083	107.40689
50	0.09010	0.00912	9.88326
51	0.09078	0.00083	109.94235
52	0.09160	0.00171	53.56802
53	0.09238	0.00263	35.07320
54	0.09310	0.00360	25.86798
55	0.09396	0.00461	20.39175
56	0.09477	0.00566	16.73746
57	0.09566	0.00676	14.14067
58	0.09644	0.00792	12.17904
59	0.09729	0.00912	10.66202
60	0.09822	0.01039	9.45549
61	0.09904	0.01171	8.45783
62	0.09993	0.01309	7.63205
63	0.10091	0.01454	6.93813
64	0.10177	0.01606	6.33539
65	0.10272	0.01766	5.81710
66	0.10374	0.01933	5.36716
67	0.10466	0.02108	4.96397
68	0.10559	0.02292	4.60585
69	0.10666	0.02486	4.29097
70	0.10769	0.02689	4.00511
71	0.10868	0.02902	3.74427
72	0.10981	0.03127	3.51159
73	0.11090	0.03363	3.29713
74	0.11194	0.03612	3.09874
