ID	Name	Eccentricity	Perigee	MaxError	Pre_0	Pre_1	Pre_2	Pre_3
134	THOR ABLESTAR DEB	0.0076894	847.087	0.101401	0.0976563	0.100586	0.100586	0.100586
136	THOR ABLESTAR DEB	0.0060193	734.425	0.0991915	0.097168	0.0996094	0.0996094	0.0996094
138	THOR ABLESTAR DEB	0.0030928	863.433	0.100208	0.0986328	0.100098	0.100098	0.100098
141	THOR ABLESTAR DEB	0.0059731	894.08	0.101333	0.0986328	0.101563	0.101563	0.101563
144	THOR ABLESTAR DEB	0.0037321	899.309	0.100943	0.0991211	0.100586	0.100586	0.100586
145	THOR ABLESTAR DEB	0.0070816	835.871	0.100603	0.0986328	0.101563	0.101563	0.101563
147	THOR ABLESTAR DEB	0.0060477	782.838	0.0998532	0.0976563	0.100098	0.100098	0.100098
148	THOR ABLESTAR DEB	0.0157722	757.888	0.102433	0.0961914	0.102539	0.102539	0.102539
150	THOR ABLESTAR DEB	0.007047	906.012	0.101622	0.0996094	0.102539	0.102539	0.102539
152	THOR ABLESTAR DEB	0.0147325	753.553	0.102231	0.0957031	0.101563	0.101563	0.101563
154	THOR ABLESTAR DEB	0.0090759	810.707	0.100919	0.0976563	0.101074	0.101074	0.101563
155	THOR ABLESTAR DEB	0.0053518	720.362	0.0986269	0.0966797	0.0991211	0.0991211	0.0991211
158	THOR ABLESTAR DEB	0.0614844	921.355	0.120861	0.09375	0.119141	0.120605	0.120605
159	THOR ABLESTAR DEB	0.0367957	971.716	0.112814	0.0961914	0.111816	0.112793	0.112793
162	TIROS 3	0.0044707	714.282	0.0986963	0.0961914	0.0981445	0.0981445	0.0981445
167	DELTA 1 DEB (YO)	0.0092336	750.577	0.100563	0.0966797	0.100586	0.100586	0.100586
172	THOR ABLESTAR DEB	0.013882	939.928	0.104563	0.0986328	0.104492	0.104492	0.104492
177	THOR ABLESTAR DEB	0.01208	758.38	0.101432	0.0966797	0.101563	0.101563	0.101563
178	THOR ABLESTAR DEB	0.0086624	855.454	0.101374	0.0976563	0.101074	0.101074	0.101074
202	TRANSIT 4B	0.0100856	951.543	0.103859	0.0996094	0.103516	0.103516	0.103516
204	THOR ABLESTAR R/B	0.0098549	948.47	0.10375	0.0996094	0.103516	0.103516	0.103516
205	TRAAC	0.0102466	954.393	0.103779	0.0996094	0.103027	0.103027	0.103027
210	THOR ABLESTAR DEB	0.003974	911.584	0.101124	0.0996094	0.101074	0.101074	0.101074
223	THOR ABLESTAR DEB	0.0074379	877.366	0.101352	0.0991211	0.102051	0.102051	0.102051
224	THOR ABLESTAR DEB	0.0073263	811.097	0.100469	0.0976563	0.100586	0.100586	0.100586
225	THOR ABLESTAR DEB	0.0113145	703.711	0.100315	0.0966797	0.101074	0.101074	0.101074
226	TIROS 4	0.0078633	684.762	0.0990331	0.0957031	0.0986328	0.0986328	0.0986328
227	DELTA 1 DEB (YO)	0.0131695	671.079	0.100698	0.0952148	0.100098	0.100098	0.100098
228	DELTA 1 DEB (YO)	0.0014519	552.866	0.095557	0.0952148	0.0952148	0.0952148	0.0952148
230	THOR ABLESTAR DEB	0.0087526	841.851	0.101608	0.0981445	0.101563	0.101563	0.101563
232	THOR ABLESTAR DEB	0.0055882	853.864	0.100877	0.0986328	0.100586	0.100586	0.100586
233	THOR ABLESTAR DEB	0.0029528	663.955	0.0973635	0.0966797	0.0976563	0.0976563	0.0976563
234	THOR ABLESTAR DEB	0.0065394	836.759	0.100838	0.0986328	0.101074	0.101074	0.101074
235	THOR ABLESTAR DEB	0.0169728	739.231	0.102597	0.0961914	0.103027	0.103027	0.103027
243	THOR ABLESTAR DEB	0.0036062	875.026	0.100253	0.0996094	0.100586	0.100586	0.100586
244	THOR ABLESTAR DEB	0.0070646	859.146	0.101371	0.0981445	0.101074	0.101074	0.101074
245	THOR ABLESTAR DEB	0.0063669	798.741	0.099995	0.0976563	0.100586	0.100586	0.100586
246	THOR ABLESTAR DEB	0.0061545	896.761	0.101638	0.0986328	0.101563	0.101563	0.101563
252	THOR ABLESTAR DEB	0.0051867	937.382	0.101905	0.0996094	0.102051	0.102051	0.102051
253	THOR ABLESTAR DEB	0.0030559	668.373	0.0973355	0.0961914	0.097168	0.097168	0.097168
254	THOR ABLESTAR DEB	0.0063919	703.255	0.0989166	0.0961914	0.0986328	0.0986328	0.0986328
260	THOR ABLESTAR DEB	0.0043381	743.299	0.0988935	0.097168	0.0986328	0.0986328	0.0986328
261	THOR ABLESTAR DEB	0.0092329	825.201	0.10143	0.0976563	0.101563	0.101563	0.101563
262	THOR ABLESTAR DEB	0.0085259	688.166	0.0992997	0.0957031	0.0991211	0.0991211	0.0991211
263	THOR ABLESTAR DEB	0.0107071	679.492	0.0999546	0.0952148	0.0996094	0.0996094	0.0996094
264	THOR ABLESTAR DEB	0.0033466	774.219	0.098629	0.0976563	0.0986328	0.0986328	0.0986328
268	THOR ABLESTAR DEB	0.0646565	954.057	0.122799	0.0947266	0.120605	0.122559	0.122559
299	THOR ABLESTAR DEB	0.0200117	857.686	0.104959	0.097168	0.105469	0.105469	0.105469
309	TIROS 5	0.0196046	563.899	0.101104	0.0932617	0.100586	0.101074	0.101074
312	DELTA 1 DEB (YO)	0.0204216	565.5	0.100942	0.0927734	0.100586	0.101074	0.101074
318	THOR ABLESTAR DEB	0.0066867	561.635	0.0971256	0.0947266	0.097168	0.097168	0.097168
320	THOR ABLESTAR DEB	0.0133096	703.796	0.101096	0.0952148	0.100098	0.100586	0.100586
323	THOR ABLESTAR DEB	0.0073257	793.545	0.10054	0.0976563	0.100586	0.100586	0.100586
324	THOR ABLESTAR DEB	0.0071082	805.132	0.100603	0.0976563	0.100586	0.100586	0.100586
325	THOR ABLESTAR DEB	0.005762	787.762	0.100003	0.0976563	0.100098	0.100098	0.100098
327	THOR ABLESTAR DEB	0.0121351	839.338	0.102259	0.0976563	0.102051	0.102051	0.102051
329	THOR ABLESTAR DEB	0.0115903	929.196	0.103727	0.0991211	0.104004	0.104004	0.104004
330	THOR ABLESTAR DEB	0.0045042	850.901	0.10044	0.0981445	0.0996094	0.0996094	0.0996094
333	THOR ABLESTAR DEB	0.0061862	654.798	0.0980309	0.0957031	0.0986328	0.0986328	0.0986328
334	THOR ABLESTAR DEB	0.0075249	867.578	0.101644	0.0991211	0.102539	0.102539	0.102539
335	THOR ABLESTAR DEB	0.0035689	806.647	0.0996094	0.0986328	0.0996094	0.0996094	0.0996094
336	THOR ABLESTAR DEB	0.0073567	949.157	0.102695	0.100098	0.103027	0.103027	0.103027
337	THOR ABLESTAR DEB	0.0104459	904.855	0.102983	0.0976563	0.102051	0.102051	0.102051
350	THOR ABLESTAR DEB	0.0125338	730.858	0.10127	0.097168	0.102051	0.102051	0.102051
351	THOR ABLESTAR DEB	0.0039762	683.482	0.0979495	0.0961914	0.0981445	0.0981445	0.0981445
353	THOR ABLESTAR DEB	0.0010914	578.182	0.0957015	0.0947266	0.0952148	0.0952148	0.0952148
354	THOR ABLESTAR DEB	0.0169125	950.914	0.105641	0.0986328	0.105469	0.105469	0.105469
355	THOR ABLESTAR DEB	0.0242843	954.616	0.108218	0.0981445	0.106934	0.107422	0.107422
357	THOR ABLESTAR DEB	0.0005701	873.864	0.099638	0.0991211	0.0991211	0.0991211	0.0991211
369	FTV 3502	0.0092014	549.998	0.0976037	0.0942383	0.0976563	0.0976563	0.0976563
397	TIROS 6	0.0013864	592.275	0.0960258	0.0957031	0.0961914	0.0961914	0.0961914
402	THOR ABLESTAR DEB	0.0048629	718.675	0.0983908	0.0961914	0.0981445	0.0986328	0.0986328
403	THOR ABLESTAR DEB	0.001566	948.04	0.100932	0.100098	0.100586	0.100586	0.100586
404	THOR ABLESTAR DEB	0.0552899	873.762	0.117914	0.0942383	0.115234	0.117188	0.117188
405	THOR ABLESTAR DEB	0.0081652	952.58	0.10302	0.100098	0.103516	0.103516	0.103516
406	THOR ABLESTAR DEB	0.0125553	916.095	0.103563	0.0991211	0.104004	0.104004	0.104004
407	THOR ABLESTAR DEB	0.0069613	681.665	0.0988479	0.0961914	0.0986328	0.0986328	0.0986328
408	THOR ABLESTAR DEB	0.0073279	926.064	0.10229	0.0991211	0.102051	0.102051	0.102051
409	THOR ABLESTAR DEB	0.0061757	768.706	0.0998066	0.0976563	0.100098	0.100098	0.100098
410	THOR ABLESTAR DEB	0.0017089	963.488	0.101117	0.100098	0.101074	0.101074	0.101074
414	THOR ABLESTAR DEB	0.0051682	934.685	0.10171	0.0991211	0.101563	0.101563	0.101563
416	THOR ABLESTAR DEB	0.007548	794.94	0.100635	0.097168	0.100586	0.100586	0.100586
417	THOR ABLESTAR DEB	0.006823	783.658	0.100265	0.0981445	0.100586	0.100586	0.100586
420	THOR ABLESTAR DEB	0.0091591	728.118	0.100065	0.0966797	0.0996094	0.100098	0.100098
424	ALOUETTE 1 (S-27)	0.0023393	982.572	0.10159	0.100586	0.101074	0.101074	0.101074
426	THOR AGENA B R/B	0.0018416	988.679	0.101498	0.101074	0.102051	0.102051	0.102051
446	ANNA 1B	0.0070224	1074.9	0.104467	0.101074	0.104004	0.104492	0.104492
447	THOR ABLESTAR R/B	0.0065674	1064.3	0.104054	0.101563	0.104004	0.104004	0.104004
461	THOR ABLESTAR DEB	0.0047874	658.302	0.0979031	0.0961914	0.0976563	0.0976563	0.0976563
463	THOR ABLESTAR DEB	0.0063913	700.002	0.0984898	0.0961914	0.0986328	0.0986328	0.0986328
465	THOR ABLESTAR DEB	0.002812	762.79	0.0987182	0.097168	0.0986328	0.0986328	0.0986328
467	THOR ABLESTAR DEB	0.0253844	882.866	0.10756	0.0966797	0.106934	0.107422	0.107422
469	THOR ABLESTAR DEB	0.0065656	746.807	0.0995711	0.0966797	0.0991211	0.0991211	0.0991211
470	THOR ABLESTAR DEB	0.0064992	826.129	0.100768	0.097168	0.100098	0.100098	0.100098
474	THOR ABLESTAR DEB	0.0022873	612.648	0.0965363	0.0952148	0.0961914	0.0961914	0.0961914
475	THOR ABLESTAR DEB	0.0153414	743.663	0.102244	0.0957031	0.101563	0.102051	0.102051
478	THOR ABLESTAR DEB	0.0044647	666.59	0.0978665	0.0961914	0.0976563	0.0976563	0.0976563
479	THOR ABLESTAR DEB	0.0015185	565.495	0.0953865	0.0957031	0.0961914	0.0961914	0.0961914
480	THOR ABLESTAR DEB	0.0097035	709.405	0.0996212	0.0966797	0.100586	0.100586	0.100586
506	EXPLORER 16	0.027834	742.13	0.106336	0.0952148	0.106445	0.106445	0.106445
510	THOR AGENA B DEB	0.0015859	986.055	0.101426	0.100586	0.101074	0.101074	0.101074
511	THOR AGENA B DEB	0.0031155	980.161	0.101675	0.100586	0.101563	0.101563	0.101563
516	THOR ABLESTAR DEB	0.0073624	868.601	0.101535	0.0981445	0.101563	0.101563	0.101563
530	THOR ABLESTAR DEB	0.0073888	844.197	0.101224	0.0981445	0.101074	0.101074	0.101074
537	THOR ABLESTAR DEB	0.0180997	889.533	0.104814	0.0976563	0.10498	0.10498	0.10498
538	THOR ABLESTAR DEB	0.0012238	729.016	0.0977865	0.0976563	0.0976563	0.0976563	0.0976563
541	THOR ABLESTAR DEB	0.0082059	884.898	0.101828	0.0986328	0.102051	0.102051	0.102051
543	THOR ABLESTAR DEB	0.0063609	957.273	0.102534	0.0996094	0.102051	0.102051	0.102051
544	THOR ABLESTAR DEB	0.018139	918.219	0.105648	0.0986328	0.105957	0.105957	0.105957
545	THOR ABLESTAR DEB	0.0157792	884.863	0.104453	0.0986328	0.10498	0.10498	0.10498
548	THOR ABLESTAR DEB	0.0111654	597.698	0.0989495	0.0947266	0.0986328	0.0991211	0.0991211
549	THOR ABLESTAR DEB	0.0208923	966.719	0.107261	0.0986328	0.107422	0.107422	0.107422
552	THOR ABLESTAR DEB	0.0105916	842.023	0.101769	0.0986328	0.103027	0.103027	0.103027
558	THOR ABLESTAR DEB	0.0469027	956.032	0.116197	0.0961914	0.114746	0.116211	0.116211
559	THOR ABLESTAR DEB	0.0060747	697.377	0.0987876	0.097168	0.0996094	0.0996094	0.0996094
560	THOR ABLESTAR DEB	0.0321163	829.069	0.10855	0.0957031	0.108887	0.109863	0.109863
561	THOR ABLESTAR DEB	0.0630611	1007.11	0.123166	0.0957031	0.121582	0.124023	0.124023
614	HITCH HIKER 1	0.0535759	297.618	0.107812	0.0864258	0.106934	0.108398	0.108398
643	THOR ABLESTAR DEB	0.0342227	885.625	0.110611	0.0961914	0.109375	0.109863	0.109863
644	THOR ABLESTAR DEB	0.0148104	931.186	0.104829	0.0986328	0.10498	0.10498	0.10498
645	THOR ABLESTAR DEB	0.0406906	936.265	0.113622	0.0966797	0.112793	0.11377	0.11377
648	THOR ABLESTAR DEB	0.0194314	900.492	0.105813	0.097168	0.10498	0.105469	0.105469
649	THOR ABLESTAR DEB	0.0566201	962.178	0.119506	0.0947266	0.117676	0.119629	0.119629
652	THOR ABLESTAR DEB	0.0089403	794.895	0.100594	0.0976563	0.101074	0.101074	0.101074
653	THOR ABLESTAR DEB	0.0158396	894.509	0.104595	0.0976563	0.104492	0.104492	0.104492
655	THOR ABLESTAR DEB	0.0364962	952.485	0.112337	0.097168	0.111328	0.111816	0.111816
656	THOR ABLESTAR DEB	0.0684282	856.219	0.122553	0.0932617	0.119629	0.122559	0.122559
657	THOR ABLESTAR DEB	0.0339139	959.872	0.11113	0.0966797	0.11084	0.111328	0.111328
658	THOR ABLESTAR DEB	0.0359447	846.945	0.110612	0.0952148	0.109375	0.110352	0.110352
659	THOR ABLESTAR DEB	0.0587349	941.617	0.120392	0.0952148	0.118652	0.121094	0.121094
660	THOR ABLESTAR DEB	0.0038503	661.855	0.0976877	0.0966797	0.0981445	0.0981445	0.0981445
669	THOR ABLESTAR R/B	0.002533	1065.22	0.102728	0.101563	0.102539	0.102539	0.102539
670	TRANSIT 5B-1	0.0043021	1058.06	0.10317	0.101563	0.103027	0.103027	0.103027
671	RADIATION SAT (5E 1)	0.0042155	1056.79	0.103125	0.102051	0.103516	0.103516	0.103516
672	THOR ABLESTAR DEB	0.0034602	986.068	0.101993	0.100586	0.101563	0.101563	0.101563
694	ATLAS CENTAUR 2 R/B	0.0585188	462.782	0.112701	0.0888672	0.11084	0.112305	0.112793
698	ATLAS CENTAUR 2 DEB	0.054807	601.039	0.11363	0.0908203	0.112305	0.114258	0.114258
700	ATLAS CENTAUR 2 DEB	0.0724064	575.346	0.119516	0.0888672	0.115723	0.118652	0.119141
701	ATLAS CENTAUR 2 DEB	0.0528937	588.89	0.112718	0.090332	0.11084	0.112305	0.112305
703	THOR ABLESTAR R/B	0.0017415	1056.94	0.102437	0.102539	0.103516	0.103516	0.103516
704	TRANSIT 5B-2	0.0036226	1053.86	0.102974	0.101563	0.102539	0.102539	0.102539
705	TRANSIT 5E 3	0.0034115	1053.61	0.102904	0.101563	0.102539	0.102539	0.102539
706	THOR ABLESTAR DEB	0.0025457	1030.55	0.102025	0.102051	0.103027	0.103027	0.103027
715	THOR ABLESTAR DEB	0.0032545	966.053	0.101637	0.100098	0.101563	0.101563	0.101563
716	TIROS 8	0.0018951	648.491	0.0968926	0.0961914	0.097168	0.097168	0.097168
720	DELTA 1 DEB	0.0112656	654.445	0.0998126	0.0947266	0.0991211	0.0996094	0.0996094
721	SCOUT X-4 R/B	0.10866	596.14	0.13439	0.0864258	0.12793	0.134277	0.134766
724	SCOUT X-4 DEB	0.0381941	553.723	0.10652	0.0917969	0.105957	0.106934	0.106934
727	THOR AGENA D R/B	0.0014484	897.273	0.100141	0.0991211	0.0996094	0.0996094	0.0996094
728	GGSE 1 (GGRS)	0.0016143	889.86	0.0998986	0.0996094	0.100098	0.100098	0.100098
729	SECOR 1B	0.0013676	899.541	0.1002	0.0996094	0.100098	0.100098	0.100098
730	SOLRAD 7A	0.0015296	895.831	0.100104	0.0991211	0.0996094	0.0996094	0.0996094
731	GREB	0.0015524	894.887	0.100086	0.0991211	0.0996094	0.0996094	0.0996094
732	SCOUT X-4 DEB	0.053197	596.905	0.112623	0.0913086	0.111328	0.112793	0.112793
733	THOR AGENA D R/B	0.0034294	756.222	0.0988006	0.0966797	0.0981445	0.0981445	0.0981445
734	OPS 3367 A	0.0014157	782.442	0.0985127	0.0986328	0.0991211	0.0991211	0.0991211
735	OPS 3367 B	0.0017668	783.43	0.0986124	0.0981445	0.0991211	0.0991211	0.0991211
739	ATLAS CENTAUR 2 DEB	0.0646756	484.402	0.115299	0.0883789	0.112305	0.114746	0.114746
741	THOR AGENA B R/B	0.0171292	1038.76	0.106558	0.100098	0.107422	0.107422	0.107422
742	THOR AGENA B DEB	0.0172763	1029.04	0.106995	0.0996094	0.106445	0.106934	0.106934
743	THOR AGENA B DEB	0.0174659	1025.68	0.106962	0.100586	0.106445	0.106934	0.106934
745	THOR ABLESTAR DEB	0.0019157	1038.52	0.102164	0.101563	0.102539	0.102539	0.102539
750	ELEKTRON 1 DEB	0.169153	391.42	0.161232	0.0791016	0.14209	0.157715	0.160645
753	THOR ABLESTAR DEB	0.0029672	1033.21	0.102496	0.100586	0.102051	0.102051	0.102051
801	OPS 4412 (TRANSIT 9)	0.0051221	803.31	0.0998539	0.0981445	0.100098	0.100098	0.100098
805	SCOUT X-4 DEB	0.0035161	771.82	0.0990295	0.0981445	0.0991211	0.0991211	0.0991211
809	SCOUT X-4 R/B	0.0042723	828.084	0.0999918	0.0981445	0.100098	0.100098	0.100098
812	OPS 4467 A	0.0006309	804.933	0.0986426	0.0981445	0.0986328	0.0986328	0.0986328
813	OPS 4467 B	0.0005948	807.914	0.0986685	0.0981445	0.0986328	0.0986328	0.0986328
815	THOR AGENA D R/B	0.0011057	789.846	0.098402	0.0976563	0.0981445	0.0981445	0.0981445
831	ELEKTRON 3 DEB	0.158945	383.852	0.155941	0.0795898	0.138672	0.152344	0.154785
870	EXPLORER 20	0.0096984	850.992	0.101514	0.0986328	0.102539	0.102539	0.102539
871	SCOUT X-4 R/B	0.0086459	830.348	0.101313	0.0976563	0.101074	0.101074	0.101074
876	COSMOS 44	0.0154915	570.185	0.0994512	0.09375	0.0996094	0.100098	0.100098
877	SL-3 R/B	0.008241	635.314	0.0981955	0.0957031	0.0991211	0.0991211	0.0991211
893	THOR ABLESTAR R/B	0.0027136	1026.66	0.102295	0.101074	0.102051	0.102051	0.102051
897	OPS 5798 (TRANSIT 5B-4)	0.0019131	1042.38	0.102256	0.101074	0.102051	0.102051	0.102051
899	EXPLORER 22	0.0121851	864.171	0.102894	0.0981445	0.103027	0.103027	0.103516
900	CALSPHERE 1	0.0026119	964.817	0.101222	0.100586	0.101563	0.101563	0.101563
901	OPS 5798 DEB	0.0017931	1038.81	0.101994	0.101074	0.102051	0.102051	0.102051
902	CALSPHERE 2	0.0019353	1045.02	0.102344	0.101563	0.102539	0.102539	0.102539
903	OPS 5798 DEB	0.002284	955.209	0.101205	0.0996094	0.100586	0.100586	0.100586
907	SCOUT X-4 R/B	0.0121921	870.549	0.103102	0.0976563	0.102051	0.102539	0.102539
932	EXPLORER 25 (INJUN-4)	0.113085	523.543	0.134914	0.0849609	0.12793	0.134277	0.134766
933	SCOUT X-4 R/B	0.107199	520.603	0.132784	0.0854492	0.125488	0.131348	0.132324
953	THOR ABLESTAR R/B	0.0030375	1015.13	0.101897	0.100586	0.101563	0.101563	0.101563
956	THOR ABLESTAR DEB	0.0024085	992.444	0.101554	0.101074	0.102051	0.102051	0.102051
959	OPS 6582 (TRANSIT 5E-5)	0.0042258	995.398	0.102328	0.100586	0.102539	0.102539	0.102539
963	EXPLORER 26 (EPE-D)	0.041817	239.224	0.103525	0.0878906	0.102539	0.103516	0.103516
965	OPS 6582 (TRANSIT 5B-5)	0.0042728	1012.84	0.102536	0.100586	0.102051	0.102051	0.102051
967	THOR ABLESTAR DEB	0.0023323	993.405	0.101602	0.100586	0.101563	0.101563	0.101563
976	SCOUT X-4 DEB	0.0120291	786.134	0.101828	0.097168	0.102051	0.102051	0.102051
977	SCOUT X-4 DEB	0.012988	874.275	0.103337	0.0981445	0.103027	0.103027	0.103027
978	TIROS 9	0.115831	702.185	0.140173	0.0869141	0.132324	0.13916	0.140625
979	DELTA 1 R/B	0.114351	699.227	0.139565	0.0869141	0.130859	0.138184	0.13916
1099	THOR ABLESTAR DEB	0.0042519	994.043	0.10235	0.100586	0.102539	0.102539	0.102539
1208	SECOR 3	0.0017552	894.278	0.100175	0.0991211	0.100098	0.100098	0.100098
1244	GGSE 2	0.0018313	893.529	0.100179	0.0996094	0.100586	0.100586	0.100586
1245	THOR AGENA D R/B	0.0019221	888.065	0.100207	0.100098	0.101074	0.101074	0.101074
1271	OPS 4988 (GREB 6)	0.0018294	891.862	0.100199	0.0996094	0.100586	0.100586	0.100586
1272	PORCUPINE 1	0.0019855	897.407	0.10032	0.0991211	0.100098	0.100098	0.100098
1291	SOLRAD 7B	0.0018741	896.907	0.100282	0.0996094	0.100586	0.100586	0.100586
1292	GGSE 3	0.0021366	874.091	0.0999556	0.0996094	0.100098	0.100098	0.100098
1293	OSCAR 3	0.0018909	855.816	0.0997185	0.0991211	0.100098	0.100098	0.100098
1312	DELTA 1 DEB	0.112051	668.396	0.137914	0.0869141	0.130371	0.137207	0.138184
1313	DELTA 1 DEB	0.117752	727.972	0.141807	0.0874023	0.132813	0.141113	0.14209
1314	OPS 4682 (SNAPSHOT)	0.0028853	1269.55	0.10548	0.104492	0.105957	0.105957	0.105957
1315	SECOR 4 (EGRS 4)	0.0031717	1263.99	0.105759	0.10498	0.105957	0.105957	0.105957
1316	OPS 4682 DEB	0.0036249	1158.27	0.104437	0.103027	0.104004	0.104004	0.104004
1328	EXPLORER 27	0.0258795	922.441	0.108479	0.097168	0.107422	0.10791	0.10791
1335	SL-8 DEB	0.0548618	561.308	0.11275	0.0898438	0.110352	0.111816	0.111816
1358	SCOUT X-4 R/B	0.0257264	925.691	0.108481	0.0976563	0.107422	0.10791	0.10791
1389	OPS 4682 DEB	0.0024227	1195.1	0.104222	0.104004	0.104492	0.104492	0.104492
1392	SL-8 DEB	0.0343098	487.665	0.104643	0.0917969	0.104492	0.10498	0.10498
1399	OPS 4682 DEB	0.0011094	1256	0.104866	0.104004	0.104492	0.104492	0.104492
1420	OPS 8480 (TRANSIT 5B-6)	0.0072768	1010.02	0.103333	0.100586	0.104004	0.104004	0.104004
1425	THOR ABLESTAR DEB	0.0073212	1019.23	0.103576	0.101563	0.104492	0.104492	0.104492
1428	THOR ABLESTAR R/B	0.0056036	1018.36	0.102989	0.101074	0.103027	0.103027	0.103027
1430	TIROS 10	0.0057611	713.516	0.0988198	0.0966797	0.0986328	0.0986328	0.0986328
1433	DELTA 1 R/B	0.0044032	669.351	0.0978094	0.0957031	0.097168	0.097168	0.097168
1435	THOR ABLESTAR DEB	0.0064576	948.519	0.101963	0.100098	0.102539	0.102539	0.102539
1477	SL-8 DEB	0.0599914	815.771	0.118856	0.0927734	0.117188	0.119141	0.119141
1478	SL-8 DEB	0.0640094	612.266	0.117008	0.0898438	0.114746	0.116699	0.116699
1479	SL-8 DEB	0.0752653	839.947	0.124794	0.0917969	0.121582	0.124512	0.125
1480	SL-8 DEB	0.0846399	752.564	0.127105	0.0898438	0.123047	0.126465	0.126953
1502	SCOUT B R/B	0.0785328	1136.25	0.131185	0.0957031	0.128418	0.130859	0.131348
1504	THOR ABLESTAR DEB	0.006468	1059.69	0.10351	0.101563	0.104004	0.104004	0.104004
1506	SECOR 5 (EGRS 5)	0.0787027	1134.48	0.131272	0.0952148	0.127441	0.131348	0.131836
1508	THOR ABLESTAR R/B	0.0040959	1090.69	0.103516	0.102051	0.103516	0.103516	0.103516
1510	DODECAPOLE 2	0.0041829	876.863	0.100583	0.0986328	0.100098	0.100098	0.100098
1511	THOR ABLESTAR DEB	0.0068847	1077.12	0.104299	0.101074	0.104004	0.104004	0.104004
1512	TEMPSAT 1	0.0068725	1079.3	0.104138	0.101563	0.104492	0.104492	0.104492
1514	OPS 8464 (TRANSIT 5B-7)	0.0071164	1071.72	0.104326	0.101563	0.10498	0.10498	0.10498
1515	NAVSPASUR ROD 1	0.0057876	1030.42	0.103231	0.100586	0.103027	0.103027	0.103027
