ID	Name	Eccentricity	Perigee	MaxError	Pre_0	Pre_1	Pre_2	Pre_3
11	VANGUARD 2	0.146831	555.108	0.220881	0.119141	0.199219	0.216309	0.21875
12	VANGUARD R/B	0.166579	556.8	0.236998	0.117676	0.208984	0.230957	0.234863
20	VANGUARD 3	0.166666	510.368	0.234999	0.116211	0.20752	0.229004	0.233398
22	EXPLORER 7	0.0138763	485.124	0.141087	0.133789	0.141113	0.141113	0.141113
29	TIROS 1	0.0024335	630.936	0.139535	0.137695	0.13916	0.13916	0.13916
45	TRANSIT 2A	0.0248519	599.889	0.14853	0.134277	0.147949	0.148438	0.148438
46	SOLRAD 1 (GREB)	0.0217544	571.49	0.145939	0.134766	0.145996	0.145996	0.145996
47	THOR ABLESTAR R/B	0.0219961	593.023	0.147052	0.134766	0.146973	0.147461	0.147461
50	DELTA 1 R/B	0.0113709	1502.46	0.161207	0.15332	0.160645	0.161133	0.161133
51	ECHO 1 DEB (METAL OBJ)	0.0105989	1516.56	0.160663	0.153809	0.160156	0.160645	0.160645
53	ECHO 1 DEB (METAL OBJ)	0.0099633	1526.03	0.160979	0.154785	0.161133	0.160645	0.160645
58	COURIER 1B	0.0164902	966.576	0.152713	0.142578	0.151855	0.152344	0.152344
59	THOR ABLESTAR R/B	0.0189109	924.483	0.153104	0.141113	0.152344	0.152344	0.152344
82	SCOUT X-1 R/B	0.117586	634.219	0.20172	0.124023	0.188477	0.200195	0.202148
85	SCOUT X-1 DEB	0.0390887	540.733	0.154219	0.131348	0.152344	0.153809	0.153809
107	EXPLORER 11	0.054605	470.658	0.160491	0.128418	0.157715	0.160156	0.160156
115	THOR ABLE DEB (YO)	0.0034232	594.705	0.139327	0.136719	0.138672	0.138672	0.138672
116	TRANSIT 4A	0.0075192	865.89	0.146317	0.141602	0.145996	0.145996	0.145996
117	SOLRAD 3/INJUN 1	0.0079915	869.12	0.146478	0.14209	0.146973	0.146973	0.146973
118	THOR ABLESTAR R/B	0.0082869	826.079	0.145835	0.141113	0.145996	0.145996	0.145996
119	THOR ABLESTAR DEB	0.0107602	734.866	0.144912	0.138184	0.144531	0.144531	0.144531
120	THOR ABLESTAR DEB	0.0123976	716.184	0.144968	0.138672	0.144531	0.144531	0.144531
121	THOR ABLESTAR DEB	0.0100598	820.058	0.145872	0.140625	0.146484	0.146484	0.146484
122	THOR ABLESTAR DEB	0.0079147	605.378	0.140589	0.136719	0.141602	0.141602	0.141602
123	THOR ABLESTAR DEB	0.0121416	679.561	0.144151	0.137207	0.144043	0.144531	0.144531
124	THOR ABLESTAR DEB	0.0074931	734.386	0.143684	0.138672	0.143066	0.143066	0.143066
125	THOR ABLESTAR DEB	0.0073225	819.835	0.145337	0.140625	0.14502	0.14502	0.14502
126	THOR ABLESTAR DEB	0.0073301	716.428	0.142843	0.13916	0.143066	0.143066	0.143066
127	THOR ABLESTAR DEB	0.007079	709.844	0.143012	0.138672	0.143066	0.143066	0.143066
128	THOR ABLESTAR DEB	0.0095771	818.405	0.146189	0.140625	0.145996	0.145996	0.145996
130	THOR ABLESTAR DEB	0.0087561	832.885	0.146106	0.140625	0.145996	0.145996	0.145996
131	THOR ABLESTAR DEB	0.0086072	827.137	0.145728	0.140625	0.145996	0.145996	0.145996
132	THOR ABLESTAR DEB	0.0070551	860.451	0.14603	0.141602	0.145996	0.145996	0.145996
133	THOR ABLESTAR DEB	0.0058545	787.172	0.143659	0.140625	0.144043	0.144043	0.144043
134	THOR ABLESTAR DEB	0.0076894	847.087	0.146017	0.141113	0.145508	0.145996	0.145996
136	THOR ABLESTAR DEB	0.0060193	734.425	0.142835	0.139648	0.143066	0.143066	0.143066
138	THOR ABLESTAR DEB	0.0030928	863.433	0.144298	0.142578	0.144043	0.144043	0.144043
141	THOR ABLESTAR DEB	0.0059731	894.08	0.145919	0.142578	0.145996	0.145996	0.145996
144	THOR ABLESTAR DEB	0.0037321	899.309	0.145358	0.143066	0.144043	0.144043	0.144043
145	THOR ABLESTAR DEB	0.0070816	835.871	0.144867	0.141602	0.145996	0.145996	0.145996
147	THOR ABLESTAR DEB	0.0060477	782.838	0.143788	0.140625	0.144043	0.144043	0.144043
