11	0.146831	555.108	4
12	0.166579	556.8	4
20	0.166666	510.368	4
22	0.0138763	485.124	1
29	0.0024335	630.936	3
45	0.0248519	599.889	4
46	0.0217544	571.49	4
47	0.0219961	593.023	4
50	0.0113709	1502.46	8
51	0.0105989	1516.56	8
53	0.0099633	1526.03	8
58	0.0164902	966.576	7
59	0.0189109	924.483	7
82	0.117586	634.219	4
85	0.0390887	540.733	4
107	0.054605	470.658	1
115	0.0034232	594.705	3
116	0.0075192	865.89	6
117	0.0079915	869.12	6
118	0.0082869	826.079	6
119	0.0107602	734.866	4
120	0.0123976	716.184	4
121	0.0100598	820.058	7
122	0.0079147	605.378	3
123	0.0121416	679.561	4
124	0.0074931	734.386	3
125	0.0073225	819.835	6
126	0.0073301	716.428	3
127	0.007079	709.844	3
128	0.0095771	818.405	7
130	0.0087561	832.885	6
131	0.0086072	827.137	6
132	0.0070551	860.451	6
133	0.0058545	787.172	6
134	0.0076894	847.087	6
136	0.0060193	734.425	3
138	0.0030928	863.433	6
141	0.0059731	894.08	6
144	0.0037321	899.309	6
145	0.0070816	835.871	6
147	0.0060477	782.838	6
148	0.0157722	757.888	7
150	0.007047	906.012	6
152	0.0147325	753.553	7
154	0.0090759	810.707	7
155	0.0053518	720.363	3
158	0.0614844	921.355	7
159	0.0367957	971.716	7
162	0.0044707	714.282	3
167	0.0092336	750.577	7
172	0.013882	939.928	7
177	0.01208	758.38	7
178	0.0086624	855.454	6
202	0.0100856	951.543	7
204	0.0098549	948.47	7
205	0.0102466	954.393	7
210	0.003974	911.584	6
223	0.0074379	877.366	6
224	0.0073263	811.097	6
225	0.0113145	703.711	4
226	0.0078633	684.762	3
227	0.0131695	671.079	4
228	0.0014519	552.866	2
230	0.0087526	841.851	6
232	0.0055882	853.864	6
233	0.0029528	663.955	3
234	0.0065394	836.759	6
235	0.0169728	739.231	4
243	0.0036062	875.026	6
244	0.0070646	859.146	6
245	0.0063669	798.741	6
246	0.0061545	896.761	6
252	0.0051867	937.382	6
253	0.0030559	668.373	3
254	0.0063919	703.254	3
260	0.0043381	743.299	3
261	0.0092329	825.201	7
262	0.0085259	688.166	4
263	0.0107071	679.492	4
264	0.0033466	774.219	6
268	0.0646565	954.057	7
299	0.0200117	857.686	7
309	0.0196046	563.899	4
312	0.0204216	565.5	4
318	0.0066867	561.635	3
320	0.0133096	703.796	4
323	0.0073257	793.545	6
324	0.0071082	805.132	6
325	0.005762	787.762	6
327	0.0121351	839.338	7
329	0.0115903	929.196	7
330	0.0045042	850.901	6
333	0.0061862	654.798	3
334	0.0075249	867.578	6
335	0.0035689	806.647	6
336	0.0073567	949.157	6
337	0.0104459	904.855	7
