# TITAN 3C TRANSTAGE DEB (43453), e: 0.0991889, p: 29907.5, a: 37898.4
# FREGAT DEB (45635), e: 0.199661, p: 474.246, a: 3893.18
# DELTA 2 R/B (40060), e: 0.306813, p: 2379.3, a: 10131.6
# ATLAS 5 CENTAUR DEB (44008), e: 0.397373, p: 10702.9, a: 33229.3
# ATLAS 5 CENTAUR DEB (43955), e: 0.499773, p: 7237.65, a: 34444.5
# FALCON 9 R/B (44869), e: 0.60021, p: 280.274, a: 20273
# BREEZE-M DEB (TANK) (40260), e: 0.699996, p: 955.296, a: 35177.3
# BREEZE-M R/B (41582), e: 0.801434, p: 1368.97, a: 63905.1
# MMS 1 (40482), e: 0.862811, p: 6958.97, a: 174719
Index	 0.1	 0.2	 0.3	 0.4	 0.5	 0.6	 0.7	 0.8	 0.9
234	1.03935	2.22423	0.813733	0.774011	1.31199	2.37148	0.75821	0.190875	1.12056	234
235	1.03952	2.17713	0.81361	0.775798	1.31317	2.42282	0.759514	0.190421	1.11997	235
236	1.03976	2.13604	0.813481	0.777539	1.31438	2.47939	0.760809	0.189968	1.1191	236
237	1.04002	2.09771	0.813345	0.779235	1.31562	2.53641	0.762095	0.189518	1.11812	237
238	1.04036	2.06187	0.813204	0.780886	1.31689	2.59828	0.763372	0.189065	1.11703	238
239	1.04055	2.02829	0.81214	0.782495	1.3182	2.66668	0.76464	0.188623	1.11582	239
240	1.04083	1.99788	0.811989	0.784061	1.31954	2.73617	0.765899	0.188178	1.11449	240
241	1.04119	1.96969	0.811832	0.785587	1.32091	2.81195	0.767147	0.187734	1.11304	241
242	1.04148	1.93917	0.811669	0.787073	1.32233	2.89611	0.768386	0.187293	1.11146	242
243	1.0417	1.91279	0.811954	0.788344	1.3197	2.98245	0.769615	0.186852	1.10974	243
244	1.04201	1.88785	0.812233	0.789629	1.3212	3.07724	0.770834	0.186408	1.10777	244
245	1.0424	1.86424	0.812052	0.790999	1.32293	3.18312	0.772043	0.185977	1.10574	245
246	1.04265	1.84184	0.811865	0.792333	1.32837	3.29312	0.773241	0.185541	1.10359	246
247	1.04299	1.82159	0.811673	0.793632	1.32998	3.41491	0.774429	0.185107	1.10128	247
248	1.04333	1.8027	0.811475	0.794896	1.33163	3.55205	0.775605	0.184674	1.09881	248
249	1.04375	1.78113	0.811272	0.796127	1.33333	3.6968	0.776771	0.184235	1.09617	249
250	1.04404	1.76279	0.811064	0.797325	1.33508	3.85889	0.777926	0.183791	1.09335	250
251	1.04442	1.74529	0.81085	0.798805	1.33687	4.04038	0.779069	0.183382	1.09034	251
252	1.04486	1.72858	0.810632	0.799941	1.33871	4.24157	0.7802	0.182953	1.08714	252
253	1.04526	1.71261	0.810408	0.801047	1.34059	4.46863	0.78132	0.182526	1.08374	253
254	1.0456	1.69732	0.81018	0.802122	1.34253	4.52492	0.782428	0.182099	1.08012	254
255	1.04601	1.68359	0.809946	0.803167	1.34453	5.01929	0.783524	0.181666	1.07628	255
256	1.0465	1.67077	0.809708	0.804184	1.34657	5.36356	0.784607	0.181249	1.07221	256
257	1.04688	1.65517	0.809465	0.805172	1.34868	5.75399	0.785678	0.180825	1.068	257
258	1.04733	1.64223	0.809217	0.806132	1.35084	6.2191	0.786736	0.180401	1.06343	258
259	1.0478	1.6298	0.808964	0.807065	1.35306	6.78558	0.787781	0.179978	1.05859	259
260	1.04833	1.61785	0.808706	0.807972	1.35534	7.4623	0.788813	0.179556	1.05346	260
261	1.04877	1.60634	0.808444	0.808852	1.35768	8.31286	0.789831	0.179125	1.04803	261
262	1.04928	1.59611	0.807312	0.809707	1.36009	9.41756	0.790836	0.178712	1.04228	262
263	1.04985	1.58656	0.807043	0.810537	1.36257	10.8646	0.791827	0.178291	1.0362	263
264	1.05039	1.57427	0.80677	0.811342	1.36511	12.8935	0.792804	0.17787	1.02976	264
265	1.0509	1.56433	0.806492	0.812123	1.3639	15.9445	0.793766	0.177449	1.02295	265
266	1.05147	1.55473	0.806637	0.81288	1.36678	20.9373	0.794714	0.177019	1.01567	266
267	1.0521	1.54546	0.806777	0.813412	1.37319	30.733	0.795647	0.176577	1.00802	267
268	1.05267	1.53649	0.806483	0.813981	1.37604	57.8443	0.796565	0.176188	0.999921	268
269	1.05329	1.52782	0.806186	0.814668	1.37896	174.019	0.797467	0.175767	0.991334	269
270	1.05394	1.52022	0.805884	0.815333	1.38198	58.377	0.798354	0.175346	0.982222	270
271	1.05465	1.51316	0.805578	0.815976	1.38508	30.0116	0.799225	0.174925	0.972544	271
272	1.0553	1.50343	0.805268	0.816598	1.38827	19.9136	0.80008	0.174493	0.962254	272
273	1.05601	1.4958	0.804953	0.817199	1.39155	14.8014	0.800919	0.174082	0.951301	273
274	1.05678	1.48841	0.804635	0.817779	1.39493	11.7232	0.80174	0.17366	0.939625	274
275	1.0575	1.48123	0.804312	0.818692	1.39841	9.66187	0.802545	0.173237	0.927159	275
276	1.05829	1.47427	0.803986	0.819234	1.402	8.2015	0.803333	0.172814	0.913825	276
277	1.0591	1.46826	0.803655	0.819756	1.40569	7.08747	0.804103	0.172378	0.899531	277
278	1.05997	1.4627	0.803321	0.820259	1.40949	6.22609	0.804855	0.171928	0.884167	278
279	1.06081	1.45456	0.802983	0.820743	1.41342	5.54625	0.805589	0.17154	0.86764	279
280	1.06171	1.44836	0.802641	0.821208	1.41746	4.97669	0.806304	0.171114	0.847392	280
281	1.06267	1.44233	0.802295	0.821655	1.42163	4.50602	0.807	0.170686	0.830385	281
282	1.06364	1.43647	0.801945	0.822084	1.42592	4.11493	0.807678	0.170258	0.809046	282
283	1.06461	1.43076	0.801592	0.822496	1.43036	3.76931	0.808336	0.169815	0.785622	283
284	1.06565	1.42592	0.800435	0.822889	1.43493	3.47295	0.808974	0.169398	0.759692	284
285	1.06675	1.42146	0.800077	0.823266	1.43966	3.21943	0.809592	0.168966	0.730689	285
286	1.06566	1.41618	0.799716	0.823626	1.44094	2.98722	0.81019	0.168533	0.69783	286
287	1.06901	1.4094	0.799352	0.823969	1.44615	2.78346	0.810766	0.168098	0.659984	287
288	1.07022	1.40439	0.799376	0.824296	1.45477	2.60598	0.811322	0.167662	0.615445	288
289	1.0715	1.39951	0.799394	0.824607	1.46014	2.43909	0.811855	0.16721	0.561488	289
290	1.07279	1.39476	0.799015	0.824902	1.4657	2.29033	0.812367	0.166785	0.493528	290
291	1.07415	1.39012	0.798633	0.824962	1.47144	2.15638	0.812857	0.166343	0.402929	291
292	1.07559	1.38627	0.798247	0.825073	1.47739	2.03273	0.813323	0.1659	0.273017	292
293	1.07707	1.38275	0.797858	0.82532	1.48354	1.91995	0.813766	0.165455	0.0622387	293
294	1.0786	1.37686	0.797465	0.825553	1.48991	1.81672	0.814186	0.164994	0.354088	294
295	1.08022	1.37265	0.797069	0.825771	1.4965	1.72025	0.814582	0.164514	1.61153	295
296	1.08192	1.36853	0.79667	0.825975	1.50334	1.63421	0.814953	0.154269	37.8758	296
297	1.08368	1.36451	0.796267	0.826164	1.51042	1.54941	0.815299	0.163633	3.31179	297
298	1.08553	1.36059	0.795861	0.826339	1.51777	1.47202	0.81562	0.163176	2.15296	298
299	1.08748	1.35739	0.795452	0.826878	1.52539	1.40268	0.815915	0.162716	1.78268	299
300	1.08953	1.35449	0.795039	0.827026	1.5333	1.33348	0.816184	0.162238	1.61934	300
301	1.09166	1.34933	0.794623	0.827161	1.54152	1.26999	0.816425	0.161789	1.54281	301
302	1.09392	1.34574	0.794204	0.827282	1.55006	1.21292	0.81664	0.161321	1.51192	302
303	1.0963	1.31198	0.793781	0.82739	1.55894	1.15535	0.816826	0.16085	1.5082	303
304	1.0988	1.33879	0.793356	0.827486	1.56818	1.10231	0.816984	0.160377	1.52181	304
305	1.10145	1.33543	0.792927	0.827568	1.5778	1.0545	0.817113	0.159884	1.54693	305
306	1.10425	1.33214	0.792495	0.827638	1.58782	1.00585	0.817213	0.15937	1.57999	306
307	1.10721	1.32953	0.791345	0.827696	1.59484	0.960865	0.817282	0.158938	1.61859	307
308	1.11036	1.32718	0.790911	0.827741	1.6059	0.920231	0.817321	0.158452	1.65969	308
309	1.1137	1.32268	0.790474	0.827774	1.62054	0.878557	0.817329	0.157962	1.70403	309
310	1.11726	1.31966	0.790034	0.827795	1.63243	0.839918	0.817304	0.157469	1.75007	310
311	1.12105	1.3167	0.789939	0.827804	1.64485	0.803697	0.817247	0.156955	1.7973	311
312	1.12511	1.31379	0.7584	0.827802	1.65786	0.768568	0.817157	0.15642	1.84526	312
313	1.12946	1.31095	0.789394	0.827788	1.67148	0.735299	0.817033	0.155969	1.89369	313
314	1.13411	1.30874	0.788937	0.827763	1.68576	0.703756	0.816875	0.155461	1.94241	314
315	1.13913	1.30677	0.788478	0.827499	1.70074	0.673056	0.816681	0.154949	1.9913	315
316	1.14456	1.30276	0.788015	0.827293	1.74713	0.645178	0.816451	0.154433	2.04028	316
317	1.15043	1.30013	0.787549	0.827234	1.73312	0.616181	0.816184	0.153896	2.08932	317
318	1.15679	1.29756	0.787081	0.827165	1.75054	0.589122	0.81588	0.15339	2.1429	318
319	1.16375	1.29503	0.786609	0.827085	1.76891	0.564499	0.815538	0.152861	2.18615	319
320	1.17135	1.29256	0.786135	0.826995	1.7883	0.538806	0.815156	0.152328	2.23469	320
321	1.17967	1.29013	0.785657	0.826894	1.80879	0.514779	0.814735	0.151791	2.28313	321
322	1.18848	1.28829	0.785177	0.826784	1.83048	0.492863	0.814273	0.151231	2.33148	322
323	1.1991	1.28668	0.784694	0.827052	1.85346	0.46995	0.813768	0.150646	2.37974	323
324	1.21049	1.28312	0.784207	0.826922	1.87787	0.448474	0.813222	0.150152	2.4278	324
325	1.22324	1.28087	0.783718	0.826781	1.90382	0.428834	0.812631	0.149595	2.47593	325
326	1.2377	1.27867	0.783227	0.826631	1.93147	0.408281	0.811996	0.149034	2.52404	326
327	1.25415	1.2765	0.782732	0.826472	1.96099	0.388975	0.811316	0.148468	2.57215	327
328	1.27304	1.27438	0.782234	0.826303	1.98903	0.371265	0.810589	0.147877	2.62027	328
329	1.29496	1.27281	0.781734	0.826124	2.02302	0.352736	0.809814	0.14732	2.66844	329
330	1.32078	1.27144	0.780614	0.825937	2.06277	0.335291	0.80899	0.146737	2.71668	330
331	1.35153	1.26824	0.780112	0.82574	2.10195	0.318676	0.808116	0.14615	2.76503	331
332	1.38877	1.26626	0.779607	0.825535	2.14427	0.302329	0.807191	0.145557	2.81349	332
333	1.43489	1.26433	0.7791	0.82532	2.19013	0.286618	0.806213	0.144958	2.8623	333
334	1.4935	1.26242	0.778889	0.825097	2.23997	0.271503	0.805182	0.144333	2.91116	334
335	1.5703	1.26056	0.778671	0.824865	2.29433	0.256622	0.804095	0.143742	2.96019	335
336	1.67537	1.25872	0.778151	0.824624	2.35385	0.242831	0.802952	0.143126	3.00945	336
337	1.82805	1.25741	0.777628	0.824375	2.4193	0.228486	0.801751	0.142503	3.05899	337
338	2.06978	1.25627	0.777102	0.823888	2.4916	0.214888	0.800491	0.141874	3.10883	338
339	2.51081	1.25342	0.776573	0.823463	2.57186	0.202226	0.799169	0.141219	3.159	339
340	3.57017	1.25172	0.776041	0.823189	2.66147	0.189111	0.797786	0.140537	3.20953	340
341	9.59977	1.25005	0.775507	0.822907	2.76216	0.176642	0.796337	0.139949	3.26045	341
342	5.38933	1.2484	0.77497	0.822618	2.8761	0.164969	0.794823	0.139294	3.31179	342
343	1.32999	1.24679	0.77443	0.822321	3.00608	0.152943	0.793241	0.138632	3.3636	343
344	0.424931	1.24566	0.773887	0.822016	3.15571	0.141474	0.791589	0.137964	3.41589	344
345	0.02638	1.2447	0.773341	0.821703	3.32981	0.130674	0.789866	0.137268	3.46871	345
346	0.197898	1.24213	0.772792	0.821383	3.53488	0.119619	0.788068	0.136606	3.5217	346
347	0.341678	1.24063	0.772241	0.821443	3.77997	0.109039	0.786195	0.135916	3.57565	347
348	0.441733	1.23916	0.771686	0.821108	4.07802	0.0990119	0.784243	0.135219	3.63025	348
349	0.515351	1.23771	0.771129	0.820765	4.44215	0.0888256	0.782211	0.134515	3.68551	349
350	0.571792	1.23629	0.770569	0.820415	4.91378	0.0790413	0.780096	0.133783	3.74148	350
351	0.616409	1.23532	0.770006	0.820058	5.53629	0.0695703	0.777896	0.133022	3.79821	351
352	0.652637	1.23452	0.768926	0.819694	6.40272	0.0602707	0.775607	0.132356	3.85572	352
353	0.682577	1.23219	0.768362	0.819323	7.66462	0.0512283	0.773227	0.131621	3.91407	353
354	0.707715	1.23088	0.767796	0.818945	9.69802	0.0424232	0.770752	0.130878	3.97331	354
355	0.729173	1.22958	0.767226	0.81856	13.5209	0.0337906	0.768181	0.130127	4.03347	355
356	0.74773	1.22832	0.766653	0.818169	23.3422	0.0254417	0.765508	0.129347	4.09504	356
357	0.763866	1.22707	0.766323	0.817771	102.188	0.0171764	0.762732	0.1286	4.15733	357
358	0.77801	1.22585	0.765984	0.817366	37.7184	0.00914707	0.759848	0.127824	4.2206	358
359	0.790624	1.22504	0.765397	0.816955	15.4047	0.00353127	0.756852	0.12704	4.285	359
360	0.801839	1.22439	0.764808	0.816537	9.39864	0.00635451	0.75374	0.126245	4.35059	360
361	0.811908	1.22233	0.764216	0.816113	6.61028	0.0138337	0.750508	0.125443	4.41744	361
362	0.820947	1.2212	0.76362	0.815457	5.0005	0.0212025	0.747151	0.124611	4.48561	362
363	0.82924	1.22009	0.763022	0.814865	3.95255	0.0283188	0.743665	0.123812	4.55516	363
364	0.836753	1.21901	0.76242	0.814423	3.21605	0.0353024	0.740044	0.122982	4.62617	364
365	0.843575	1.21794	0.761816	0.813975	2.67017	0.0422497	0.736282	0.122144	4.6987	365
366	0.849942	1.21726	0.761208	0.813521	2.2494	0.0488644	0.732374	0.121295	4.77284	366
367	0.855762	1.21672	0.760597	0.813061	1.91517	0.0553926	0.728313	0.120417	4.84867	367
368	0.861142	1.21488	0.759984	0.812595	1.64329	0.0619566	0.724093	0.119509	4.92628	368
369	0.866075	1.2139	0.759367	0.812124	1.41781	0.068111	0.719707	0.118693	5.00495	369
370	0.870772	1.21294	0.758746	0.811647	1.22663	0.0742217	0.715146	0.117806	5.08636	370
371	0.875097	1.212	0.758123	0.81154	1.06451	0.0802744	0.710403	0.116909	5.16983	371
372	0.879078	1.21109	0.757497	0.811051	0.924474	0.0861259	0.705468	0.116002	5.25547	372
373	0.882856	1.21019	0.756867	0.810557	0.80292	0.0918941	0.700332	0.115064	5.34341	373
374	0.886476	1.20964	0.756234	0.810057	0.695214	0.0975909	0.694985	0.114156	5.43375	374
375	0.889816	1.20922	0.755198	0.809551	0.599683	0.103079	0.689415	0.113217	5.52663	375
376	0.892897	1.20761	0.754563	0.80904	0.514377	0.108776	0.68361	0.112268	5.62219	376
377	0.895932	1.2068	0.753925	0.808524	0.437741	0.113872	0.677558	0.111308	5.72058	377
378	0.898738	1.206	0.753284	0.808003	0.368518	0.119025	0.671243	0.110336	5.82278	378
379	0.901394	1.20521	0.75283	0.807477	0.305686	0.124445	0.66465	0.109334	5.92755	379
380	0.903843	1.20445	0.752365	0.806945	0.248399	0.129197	0.657762	0.10836	6.03544	380
381	0.906304	1.20401	0.751708	0.806408	0.195956	0.13404	0.650559	0.107355	6.14687	381
382	0.908576	1.20368	0.751048	0.805867	0.147768	0.139204	0.643022	0.106338	6.26204	382
383	0.910666	1.20228	0.750384	0.80532	0.10334	0.143637	0.635128	0.10531	6.38118	383
384	0.912718	1.2016	0.749717	0.804769	0.0622473	0.148194	0.626851	0.104251	6.50453	384
385	0.914766	1.20093	0.749046	0.804213	0.0241297	0.153122	0.618163	0.10316	6.63235	385
386	0.916643	1.20028	0.748371	0.803436	0.0113243	0.157259	0.609034	0.102153	6.76492	386
387	0.918361	1.19965	0.747693	0.802723	0.0443841	0.161548	0.599429	0.101077	6.90256	387
388	0.920156	1.19904	0.747011	0.802153	0.0752839	0.166258	0.589308	0.0999877	7.04558	388
389	0.921801	1.19871	0.746325	0.801579	0.104229	0.170118	0.578629	0.0988861	7.19436	389
390	0.923378	1.19849	0.745636	0.801	0.131398	0.174159	0.567343	0.0977533	7.34928	390
391	0.92481	1.19731	0.744942	0.800417	0.156866	0.178294	0.555393	0.0966445	7.50928	391
392	0.926344	1.19677	0.744245	0.79983	0.180933	0.182179	0.542717	0.0955043	7.67777	392
393	0.927741	1.19625	0.743544	0.799238	0.203653	0.186078	0.529242	0.0943508	7.85381	393
394	0.929	1.19574	0.742838	0.798642	0.22523	0.189999	0.514886	0.093184	8.03796	394
395	0.930283	1.19526	0.742129	0.798396	0.245569	0.193662	0.499553	0.0919859	8.23084	395
396	0.931621	1.19503	0.741416	0.79779	0.264854	0.197864	0.483133	0.0907562	8.43313	396
397	0.932822	1.1949	0.740698	0.79718	0.283167	0.201072	0.465497	0.0896018	8.64558	397
398	0.933891	1.19391	0.739696	0.796565	0.300578	0.204529	0.446493	0.08838	8.86903	398
399	0.935096	1.1935	0.738975	0.795947	0.317153	0.208563	0.425943	0.087144	9.10439	399
400	0.936175	1.1931	0.738251	0.795324	0.332951	0.211555	0.403635	0.0858936	9.35428	400
401	0.937217	1.19273	0.737521	0.794698	0.348025	0.214818	0.379315	0.084612	9.61717	401
402	0.938133	1.19237	0.736919	0.794067	0.362426	0.218696	0.352676	0.0833493	9.89505	402
403	0.939199	1.19224	0.736304	0.793432	0.376196	0.221485	0.322162	0.0820549	10.1898	403
404	0.940142	1.19219	0.735556	0.792793	0.389378	0.224565	0.290097	0.0807456	10.503	404
405	0.940961	1.1914	0.734804	0.792151	0.402008	0.228297	0.253983	0.079421	10.8366	405
406	0.941835	1.19111	0.734047	0.791504	0.414121	0.230895	0.213439	0.078081	11.1926	406
407	0.942797	1.19084	0.733286	0.790854	0.425748	0.233805	0.167524	0.07671	11.5735	407
408	0.943629	1.19059	0.732519	0.7902	0.435662	0.2374	0.115039	0.0753543	11.982	408
409	0.944338	1.19036	0.731748	0.789542	0.447694	0.239818	0.0543976	0.0739672	12.4214	409
410	0.945218	1.19015	0.730972	0.788682	0.458019	0.242568	0.0165427	0.0725639	12.8954	410
411	0.945979	1.19013	0.730191	0.78788	0.467963	0.245511	0.100742	0.0711444	13.4083	411
412	0.946717	1.19018	0.729405	0.787212	0.477515	0.248158	0.202409	0.069694	13.9651	412
413	0.947333	1.18961	0.728614	0.786541	0.486766	0.250881	0.32774	0.0682128	14.5685	413
414	0.948132	1.18947	0.727818	0.785867	0.495699	0.253684	0.486234	0.0667861	15.2322	414
415	0.94881	1.18935	0.727017	0.785188	0.504343	0.256187	0.693235	0.0652994	15.9616	415
416	0.949365	1.18925	0.72621	0.784507	0.512678	0.259453	0.975229	0.0637955	16.7671	416
417	0.950111	1.18916	0.725398	0.783822	0.52074	0.261443	1.38218	0.0622742	17.6612	417
418	0.950736	1.18925	0.724581	0.78346	0.528543	0.249859	2.02092	0.0607223	18.6596	418
419	0.951344	1.18939	0.723758	0.782767	0.5361	0.266973	3.16803	0.0591782	19.782	419
420	0.951829	1.18902	0.722929	0.78207	0.543424	0.268818	5.82735	0.0576032	21.0529	420
421	0.952514	1.18901	0.721934	0.78137	0.544732	0.271054	18.5435	0.0560099	22.5043	421
422	0.953077	1.18903	0.721099	0.780667	0.557357	0.274105	21.0473	0.0543981	24.1775	422
423	0.953516	1.18906	0.720258	0.77996	0.564028	0.275814	7.66438	0.0527675	26.1329	423
424	0.954039	1.18911	0.719412	0.779251	0.570504	0.277928	4.94925	0.0511071	28.4377	424
425	0.954683	1.18917	0.718631	0.778538	0.576795	0.28088	3.7885	0.0494494	31.1989	425
426	0.955192	1.18938	0.717836	0.777821	0.582909	0.28246	3.14414	0.0477613	34.5695	426
427	0.955575	1.18963	0.716965	0.777102	0.588853	0.284458	2.73983	0.0460536	38.7757	427
428	0.956174	1.1895	0.716089	0.776379	0.594635	0.287316	2.46032	0.0443261	44.1717	428
429	0.956647	1.18965	0.715206	0.775654	0.600262	0.288774	2.2573	0.0425692	51.3427	429
430	0.95711	1.18982	0.714317	0.774925	0.605741	0.290663	2.10395	0.0407835	61.3295	430
431	0.957445	1.19001	0.71342	0.774193	0.611078	0.292809	1.98474	0.039022	76.1711	431
432	0.958003	1.19022	0.712518	0.773458	0.616279	0.294627	1.89007	0.0372126	100.442	432
433	0.958434	1.19054	0.711608	0.77272	0.621349	0.296559	1.81368	0.0353822	146.686	433
434	0.958737	1.1909	0.710692	0.7718	0.626518	0.298609	1.75082	0.0335305	261.421	434
435	0.959136	1.19098	0.709768	0.770933	0.631348	0.300327	1.6999	0.0316503	550.347	435
436	0.959671	1.19128	0.708837	0.770188	0.635829	0.302957	1.65751	0.0297622	252.854	436
437	0.960066	1.19159	0.707899	0.76944	0.640428	0.304122	1.62225	0.027845	142.562	437
438	0.960329	1.19193	0.706954	0.768688	0.64492	0.305745	1.59302	0.0259054	97.5524	438
439	0.960828	1.1923	0.706001	0.767934	0.64931	0.308296	1.56884	0.0239433	73.7628	439
440	0.961197	1.19268	0.705041	0.767177	0.653602	0.309361	1.54898	0.0219533	59.1544	440
441	0.961559	1.19314	0.704072	0.766418	0.657799	0.310894	1.53284	0.0199365	49.2976	441
442	0.961787	1.19363	0.703096	0.765946	0.661905	0.313371	1.51991	0.0179184	42.2066	442
443	0.962258	1.19397	0.702063	0.765179	0.665923	0.314342	1.50982	0.015863	36.8635	443
444	0.962597	1.19444	0.690171	0.764409	0.669856	0.315789	1.50255	0.0137836	32.6942	444
445	0.962801	1.19494	0.700105	0.763636	0.673708	0.318194	1.49658	0.0105095	29.3567	445
446	0.963113	1.19547	0.699095	0.762861	0.677482	0.319076	1.49304	0.00954728	26.6167	446
447	0.963572	1.19108	0.698091	0.762083	0.681179	0.320442	1.49123	0.00739638	24.3287	447
448	0.963883	1.19663	0.697071	0.761302	0.684804	0.322778	1.49098	0.00521835	22.3902	448
449	0.964059	1.19724	0.696034	0.760518	0.688358	0.323575	1.49213	0.0030143	20.7268	449
450	0.964488	1.19782	0.694988	0.759731	0.691844	0.324864	1.49453	0.00295947	19.2838	450
451	0.964781	1.19846	0.693934	0.758942	0.695264	0.32645	1.49807	0.00302684	16.7239	451
452	0.965068	1.19914	0.692871	0.75815	0.698621	0.32769	1.50264	0.00377326	16.9072	452
453	0.965217	1.19983	0.6918	0.757356	0.701917	0.329067	1.50814	0.00606372	15.9141	453
454	0.965626	1.20056	0.690719	0.756558	0.705154	0.330583	1.51449	0.0083985	15.025	454
455	0.965896	1.20131	0.689629	0.755758	0.708891	0.331752	1.52161	0.0107618	14.2242	455
456	0.966026	1.20207	0.688531	0.754956	0.712007	0.333918	1.52944	0.0131532	13.4992	456
457	0.966272	1.20291	0.687422	0.754151	0.714527	0.334511	1.5379	0.0155691	12.8397	457
458	0.966676	1.20375	0.686304	0.753187	0.717546	0.335611	1.54696	0.0180081	12.234	458
459	0.966925	1.20462	0.685176	0.75227	0.720514	0.337718	1.55655	0.0204977	11.6815	459
460	0.967033	1.20552	0.684039	0.751458	0.723434	0.338242	1.56664	0.0230039	11.1729	460
461	0.967411	1.20645	0.669353	0.750644	0.726307	0.339278	1.57718	0.0255396	10.7032	461
462	0.967646	1.20457	0.681697	0.749827	0.729135	0.341327	1.58814	0.0281054	10.268	462
463	0.967877	1.20834	0.680521	0.749008	0.731918	0.341786	1.59949	0.0306944	9.86363	463
464	0.967964	1.20929	0.679333	0.748186	0.734659	0.34276	1.6112	0.0333286	9.48696	464
465	0.968326	1.21044	0.678134	0.747361	0.737359	0.344755	1.62324	0.0359867	9.1352	465
466	0.968544	1.21152	0.676984	0.746784	0.740018	0.345151	1.6356	0.0386764	8.80594	466
467	0.968616	1.21264	0.675765	0.745953	0.742639	0.346067	1.65251	0.0413982	8.49893	467
468	0.968967	1.21379	0.674534	0.745118	0.745222	0.348009	1.66089	0.0441523	8.20903	468
469	0.969172	1.21497	0.67329	0.744281	0.747769	0.348346	1.674	0.0469282	7.93559	469
470	0.953528	1.21612	0.671996	0.743442	0.75028	0.349206	1.68734	0.0497596	7.67763	470
471	0.969428	1.21726	0.67068	0.7426	0.752757	0.351096	1.70089	0.0526136	7.43386	471
472	0.969765	1.21873	0.669393	0.741755	0.7552	0.351378	1.71465	0.0555018	7.20313	472
473	0.969956	1.22006	0.668092	0.740908	0.757611	0.352185	1.72861	0.0584247	6.98443	473
474	0.969997	1.22142	0.666778	0.740058	0.759991	0.353313	1.74275	0.061368	6.77683	474
475	0.970164	1.22282	0.66545	0.739205	0.76234	0.354086	1.75706	0.0643297	6.5795	475
476	0.970505	1.22426	0.664107	0.73835	0.765584	0.355012	1.77155	0.0674058	6.39169	476
477	0.97068	1.22575	0.66275	0.737492	0.767851	0.35609	1.78619	0.0704719	6.21272	477
478	0.970705	1.22717	0.661378	0.736632	0.769214	0.356814	1.801	0.0735752	6.04199	478
479	0.971022	1.22857	0.659991	0.735769	0.77145	0.358575	1.81596	0.076716	5.87893	479
480	0.971188	1.23044	0.658589	0.734903	0.77366	0.358723	1.83107	0.0798758	5.72145	480
481	0.971351	1.23209	0.657171	0.734034	0.775844	0.359401	1.84632	0.0831126	5.57228	481
482	0.971361	1.23379	0.655737	0.733033	0.778004	0.361116	1.86172	0.0863693	5.42939	482
483	0.971667	1.23553	0.654287	0.73207	0.780139	0.361219	1.87726	0.0896659	5.29238	483
484	0.97182	1.23732	0.652821	0.702612	0.78225	0.361852	1.89294	0.0930027	5.1609	484
485	0.97182	1.23902	0.651337	0.730335	0.784339	0.363523	1.90876	0.0963572	5.0346	485
486	0.971951	1.24071	0.649836	0.729454	0.786406	0.363583	1.92472	0.0997267	4.9132	486
487	0.972262	1.24298	0.648318	0.728571	0.788451	0.364174	1.94081	0.103261	4.79641	487
488	0.972404	1.24497	0.646782	0.727684	0.790474	0.365802	1.95705	0.106765	4.68397	488
489	0.97239	1.24701	0.645389	0.726795	0.792478	0.365822	1.97344	0.110312	4.57564	489
490	0.972679	1.2491	0.64382	0.726109	0.794462	0.366373	1.98996	0.113903	4.47218	490
491	0.972812	1.25126	0.642233	0.725212	0.796426	0.367959	2.00663	0.11751	4.37165	491
492	0.972942	1.25347	0.640625	0.724313	0.798371	0.367941	2.02345	0.12122	4.27435	492
493	0.972915	1.25557	0.638912	0.723411	0.800298	0.368454	2.04041	0.124946	4.18036	493
494	0.973195	1.25764	0.63717	0.722506	0.802207	0.369289	2.05753	0.12872	4.08952	494
495	0.973318	1.26046	0.635499	0.721598	0.804099	0.369778	2.07481	0.132541	4.00167	495
496	0.973282	1.26292	0.633807	0.720687	0.805974	0.370421	2.09224	0.13641	3.91665	496
497	0.973383	1.26544	0.632093	0.719774	0.809135	0.37122	2.10984	0.140293	3.83435	497
498	0.97367	1.26803	0.630358	0.718857	0.810936	0.371673	2.12761	0.144294	3.75462	498
499	0.973783	1.27069	0.6286	0.717938	0.811502	0.373153	2.14555	0.148312	3.67735	499
500	0.973735	1.27322	0.62682	0.717015	0.813314	0.373044	2.16367	0.15238	3.60243	500
501	0.974001	1.27573	0.625016	0.71609	0.81511	0.373463	2.18197	0.1565	3.52975	501
502	0.974106	1.27912	0.623189	0.715161	0.816893	0.374906	2.20045	0.160634	3.45921	502
503	0.974209	1.28209	0.621338	0.714229	0.818661	0.374767	2.21913	0.164779	3.38977	503
504	0.974151	1.28513	0.619462	0.713295	0.820416	0.375154	2.23801	0.169181	3.32326	504
505	0.974408	1.28826	0.617561	0.712357	0.822157	0.376559	2.2571	0.173517	3.25863	505
506	0.974504	1.29148	0.615635	0.711313	0.823885	0.376393	2.2764	0.177909	3.1958	506
507	0.974438	1.29456	0.613682	0.710299	0.8256	0.376749	2.29591	0.182359	3.13469	507
508	0.974513	1.29762	0.611703	0.709353	0.827303	0.378119	2.29921	0.186821	3.07524	508
