# TITAN 3C TRANSTAGE DEB (43453), e: 0.0991889, p: 29907.5, a: 37898.4
# FREGAT DEB (45635), e: 0.199661, p: 474.246, a: 3893.18
# DELTA 2 R/B (40060), e: 0.306813, p: 2379.3, a: 10131.6
# ATLAS 5 CENTAUR DEB (44008), e: 0.397373, p: 10702.9, a: 33229.3
# ATLAS 5 CENTAUR DEB (43955), e: 0.499773, p: 7237.65, a: 34444.5
# FALCON 9 R/B (44869), e: 0.60021, p: 280.274, a: 20273
# BREEZE-M DEB (TANK) (40260), e: 0.699996, p: 955.296, a: 35177.3
# BREEZE-M R/B (41582), e: 0.801434, p: 1368.97, a: 63905.1
# MMS 1 (40482), e: 0.862811, p: 6958.97, a: 174719
Index	 0.1	 0.2	 0.3	 0.4	 0.5	 0.6	 0.7	 0.8	 0.9
509	0.974779	1.3017	0.609696	0.708405	0.828994	0.377926	2.31882	0.191432	3.01738	509
510	0.974867	1.3053	0.607661	0.707453	0.830673	0.378254	2.33867	0.196058	2.96104	510
511	0.974791	1.30901	0.605839	0.706498	0.832341	0.379588	2.35876	0.200746	2.90617	511
512	0.975035	1.31282	0.60375	0.705539	0.833998	0.37937	2.37911	0.205495	2.85335	512
513	0.975116	1.31675	0.60163	0.704577	0.812889	0.379671	2.39972	0.210256	2.80139	513
514	0.975195	1.32079	0.599481	0.703771	0.83724	0.380286	2.4206	0.215025	2.75058	514
515	0.97511	1.32468	0.597175	0.7028	0.838862	0.380569	2.44177	0.220125	2.70103	515
516	0.975347	1.32856	0.594831	0.701826	0.840474	0.381004	2.46323	0.225132	2.65269	516
517	0.975421	1.33367	0.592583	0.700848	0.842076	0.381592	2.48499	0.230208	2.60553	517
518	0.975328	1.33822	0.590301	0.699866	0.845351	0.381849	2.50706	0.235352	2.55949	518
519	0.975561	1.34292	0.587986	0.698881	0.846952	0.383094	2.52947	0.240507	2.51453	519
520	0.975628	1.34777	0.585636	0.697892	0.848466	0.382819	2.55221	0.24567	2.47063	520
521	0.975693	1.35277	0.58325	0.696899	0.848388	0.383053	2.5753	0.251208	2.42775	521
522	0.975592	1.35761	0.580828	0.695903	0.849943	0.384265	2.59875	0.256639	2.38584	522
523	0.975818	1.36248	0.578368	0.694903	0.85149	0.383972	2.62258	0.262145	2.34488	523
524	0.975878	1.36876	0.575871	0.693898	0.853028	0.384184	2.6468	0.267728	2.30484	524
525	0.975771	1.37445	0.573335	0.69289	0.854557	0.385364	2.67143	0.273323	2.26505	525
526	0.97581	1.38032	0.570758	0.691878	0.856078	0.385054	2.69648	0.279128	2.22677	526
527	0.976045	1.3864	0.568141	0.690862	0.857592	0.385244	2.72196	0.284949	2.18931	527
528	0.976098	1.39269	0.565482	0.689842	0.859098	0.386393	2.7479	0.290852	2.15266	528
529	0.975983	1.3992	0.56278	0.688817	0.860595	0.386069	2.77431	0.296839	2.11679	529
530	0.976197	1.40558	0.560034	0.687713	0.862086	0.386238	2.80121	0.302839	2.08167	530
531	0.976244	1.41205	0.557244	0.68663	0.863569	0.387357	2.82862	0.308847	2.04729	531
532	0.97629	1.42018	0.554407	0.685594	0.865045	0.387018	2.85656	0.315321	2.01361	532
533	0.976167	1.42769	0.551523	0.684554	0.866514	0.387169	2.88505	0.32166	1.98063	533
534	0.976375	1.43549	0.548891	0.68351	0.867976	0.387617	2.91412	0.328092	1.94874	534
535	0.976415	1.44359	0.545911	0.682461	0.869432	0.387755	2.94378	0.334619	1.91717	535
536	0.976287	1.452	0.54288	0.681408	0.87088	0.388039	2.97406	0.34116	1.88613	536
537	0.976307	1.46034	0.539797	0.68035	0.872323	0.388466	3.00498	0.347963	1.85569	537
538	0.976526	1.46886	0.536509	0.679399	0.873759	0.388587	3.03658	0.354784	1.82585	538
539	0.97656	1.47934	0.533161	0.678329	0.877245	0.389628	3.06888	0.361708	1.79659	539
540	0.976424	1.48922	0.529912	0.677255	0.878686	0.389259	3.10191	0.368736	1.7679	540
541	0.976622	1.49952	0.526606	0.676175	0.880027	0.389363	3.13571	0.375871	1.73974	541
542	0.976651	1.51028	0.52324	0.675091	0.879442	0.390377	3.1703	0.383024	1.71212	542
543	0.976678	1.52151	0.519813	0.674001	0.880848	0.389997	3.20572	0.39047	1.68502	543
544	0.976536	1.53325	0.516324	0.672906	0.882248	0.390087	3.242	0.397939	1.65843	544
545	0.976727	1.54507	0.512771	0.671806	0.883643	0.391073	3.2792	0.405525	1.63232	545
546	0.97675	1.55727	0.509152	0.6707	0.885032	0.390685	3.31733	0.413229	1.60669	546
547	0.976603	1.57192	0.505466	0.669589	0.886416	0.390761	3.35646	0.420956	1.5811	547
548	0.976606	1.58609	0.50171	0.668472	0.887795	0.391719	3.39663	0.4287	1.55639	548
549	0.976808	1.60099	0.497883	0.66735	0.889169	0.391325	3.43788	0.437083	1.53213	549
550	0.976824	1.61666	0.493983	0.666222	0.890537	0.391387	3.48026	0.44529	1.5083	550
551	0.976671	1.63317	0.490007	0.665088	0.891901	0.392319	3.52384	0.453631	1.48489	551
552	0.976852	1.65005	0.485953	0.663949	0.893259	0.391919	3.56867	0.462107	1.46189	552
553	0.976864	1.66767	0.48182	0.662754	0.894613	0.391969	3.6148	0.470614	1.43929	553
554	0.976875	1.68846	0.477604	0.66157	0.895962	0.392291	3.66232	0.479482	1.41708	554
555	0.976716	1.70909	0.473304	0.660414	0.897306	0.392333	3.71128	0.488387	1.39525	555
556	0.976891	1.73098	0.468917	0.659251	0.898646	0.392508	3.76176	0.497442	1.37379	556
557	0.976897	1.75426	0.464758	0.658082	0.899981	0.392815	3.81384	0.506651	1.35298	557
558	0.976734	1.77907	0.460189	0.656907	0.901311	0.392845	3.86761	0.515898	1.33231	558
559	0.97672	1.80491	0.455524	0.655725	0.902637	0.393709	3.92316	0.525178	1.31191	559
560	0.976906	1.83232	0.450762	0.654536	0.906374	0.393299	3.98058	0.535235	1.29184	560
561	0.976906	1.86423	0.445742	0.65334	0.907708	0.393319	4.03998	0.545097	1.27211	561
562	0.976737	1.89687	0.440616	0.652203	0.908928	0.394158	4.10148	0.555133	1.25269	562
563	0.976902	1.93204	0.435542	0.650991	0.907898	0.393746	4.16519	0.565348	1.2336	563
564	0.976898	1.97006	0.430356	0.649772	0.909203	0.393756	4.23125	0.575615	1.21481	564
565	0.976726	2.01128	0.425057	0.648546	0.910503	0.394571	4.29979	0.58593	1.19632	565
566	0.976702	2.05611	0.419639	0.647312	0.9118	0.394158	4.37097	0.597111	1.17813	566
567	0.976878	2.10428	0.414099	0.646071	0.913093	0.39416	4.44495	0.608089	1.16023	567
568	0.976868	2.15679	0.408433	0.644822	0.914381	0.394951	4.52191	0.619271	1.14261	568
569	0.97669	2.21778	0.402637	0.643565	0.915666	0.394537	4.60205	0.630663	1.12527	569
570	0.976845	2.28312	0.396706	0.6423	0.916946	0.394531	4.68557	0.642128	1.10791	570
571	0.976832	2.35579	0.390637	0.641026	0.918223	0.395299	4.77271	0.654101	1.0911	571
572	0.976817	2.43708	0.384423	0.639745	0.919496	0.394886	4.8637	0.66616	1.07456	572
573	0.976634	2.52862	0.37806	0.638455	0.920765	0.394873	4.95884	0.678453	1.05827	573
574	0.976782	2.63146	0.371543	0.637157	0.922031	0.395103	5.05841	0.690989	1.04223	574
575	0.976763	2.74875	0.364866	0.635849	0.923293	0.395085	5.16275	0.703619	1.02643	575
576	0.976577	2.88864	0.358023	0.634533	0.924551	0.395187	5.27221	0.716341	1.01087	576
577	0.976539	3.04906	0.351009	0.633186	0.925805	0.395405	5.38719	0.730122	0.995545	577
578	0.976698	3.23895	0.343817	0.631838	0.927056	0.395381	5.50815	0.743702	0.980448	578
579	0.976674	3.46722	0.33671	0.630496	0.928303	0.396089	5.63555	0.757564	0.965773	579
580	0.976483	3.7468	0.329137	0.629144	0.929546	0.395681	5.76996	0.771717	0.951167	580
581	0.976621	4.09711	0.321365	0.627783	0.933537	0.395652	5.91197	0.786	0.936727	581
582	0.976593	4.54686	0.313386	0.626412	0.934789	0.396338	6.06226	0.800932	0.833616	582
583	0.976564	5.1477	0.305192	0.625031	0.935911	0.395934	6.22158	0.816015	0.908634	583
584	0.976368	6.0015	0.296653	0.62364	0.934484	0.3959	6.3908	0.831428	0.894805	584
585	0.976501	7.27919	0.287885	0.622238	0.93571	0.396564	6.57088	0.847185	0.881176	585
586	0.976467	9.41253	0.278998	0.620847	0.936932	0.396165	6.76291	0.863295	0.867745	586
587	0.976268	13.6357	0.26986	0.619422	0.938151	0.396127	6.96814	0.879587	0.854506	587
588	0.976216	24.9233	0.260459	0.617986	0.939366	0.39677	7.18799	0.896627	0.841457	588
589	0.976359	42.0514	0.250785	0.616539	0.940578	0.396376	7.42409	0.913876	0.828594	589
590	0.97632	18.2976	0.240825	0.61508	0.941786	0.396334	7.67833	0.931533	0.815913	590
591	0.976118	10.1047	0.230567	0.603922	0.942991	0.396956	7.9529	0.890179	0.803412	591
592	0.976239	6.71102	0.219999	0.612154	0.944192	0.396568	8.25034	0.96786	0.790891	592
593	0.976197	4.89365	0.213198	0.610652	0.94539	0.396523	8.57366	0.986417	0.778742	593
594	0.976153	3.76704	0.197866	0.609139	0.946584	0.396687	8.9264	1.00647	0.766762	594
595	0.975947	3.00171	0.186276	0.607615	0.947775	0.39664	9.31276	1.0264	0.754949	595
596	0.976062	2.44838	0.174313	0.60608	0.948963	0.396696	9.7378	1.04684	0.743299	596
597	0.976015	2.02896	0.16196	0.604533	0.950147	0.396852	10.2076	1.06782	0.73181	597
598	0.975805	1.70052	0.149197	0.602974	0.951327	0.396803	10.7297	1.08913	0.720478	598
599	0.975739	1.43911	0.136005	0.601403	0.952504	0.397371	11.3132	1.11145	0.709302	599
600	0.975865	1.22294	0.122361	0.59982	0.953678	0.397002	11.9696	1.13415	0.698278	600
601	0.975813	1.04227	0.108242	0.598226	0.954848	0.396952	12.7134	1.15748	0.687535	601
602	0.975599	0.889039	0.0937106	0.596619	0.956015	0.397501	13.5631	1.18146	0.676839	602
603	0.975704	0.757438	0.078554	0.594999	0.960247	0.397139	14.5428	1.20589	0.666254	603
604	0.975648	0.642899	0.0628428	0.593364	0.961281	0.393659	15.6845	1.23078	0.655811	604
605	0.97559	0.542496	0.0465467	0.591716	0.959494	0.397643	17.031	1.25763	0.645508	605
606	0.975373	0.447576	0.0296193	0.585576	0.960647	0.397289	18.6419	1.28453	0.635342	606
607	0.975471	0.376013	0.012055	0.588331	0.961796	0.397235	20.601	1.31225	0.625312	607
608	0.97541	0.305561	0.00618535	0.586629	0.962942	0.397744	23.0305	1.34083	0.615415	608
609	0.97519	0.242109	0.0251563	0.584893	0.964084	0.3974	26.114	1.37006	0.605649	609
610	0.975284	0.184667	0.0449021	0.583156	0.965222	0.397347	30.1364	1.40074	0.596011	610
611	0.975219	0.132357	0.0654705	0.581402	0.966357	0.397837	35.5532	1.43215	0.5865	611
612	0.975153	0.0846011	0.0869132	0.579631	0.967489	0.397503	43.1001	1.46462	0.577114	612
613	0.974929	0.0408907	0.109286	0.577842	0.968616	0.39745	53.8736	1.49818	0.56785	613
614	0.975017	0.00131185	0.132651	0.576036	0.969741	0.397568	68.7253	1.5329	0.558579	614
615	0.974947	0.0365129	0.157074	0.574211	0.970861	0.397515	83.9604	1.56856	0.549558	615
616	0.974721	0.0709443	0.182627	0.572368	0.971978	0.397547	85.423	1.60608	0.540653	616
617	0.974633	0.10292	0.20939	0.570506	0.973091	0.39766	70.8111	1.64469	0.531863	617
618	0.974729	0.132691	0.23745	0.568625	0.9742	0.397609	54.9434	1.68474	0.523186	618
619	0.974654	0.160399	0.266903	0.566724	0.975306	0.398052	43.2403	1.72632	0.514621	619
620	0.974425	0.186251	0.297853	0.564803	0.976408	0.397746	35.0806	1.76922	0.506166	620
621	0.9745	0.210838	0.330417	0.562862	0.977506	0.397697	29.2731	1.81352	0.497819	621
622	0.974421	0.233726	0.364722	0.5609	0.9786	0.398123	24.9951	1.86125	0.489578	622
623	0.974341	0.255264	0.400912	0.558916	0.97969	0.397829	21.7381	1.90999	0.481526	623
624	0.974109	0.275567	0.439144	0.556911	0.984106	0.397782	19.1865	1.96082	0.473513	624
625	0.974177	0.294739	0.480078	0.554908	0.985049	0.39819	17.1388	2.01389	0.46558	625
626	0.974093	0.312711	0.52299	0.552876	0.982938	0.397909	15.4619	2.069	0.457746	626
627	0.973858	0.32964	0.568543	0.550805	0.984013	0.397864	14.0649	2.12737	0.450012	627
628	0.973757	0.346326	0.616985	0.54871	0.985084	0.398255	12.884	2.18815	0.442374	628
629	0.973834	0.361792	0.668262	0.546591	0.98615	0.397986	11.8732	2.25188	0.434833	629
630	0.973745	0.376499	0.722967	0.544448	0.987213	0.397944	10.9985	2.31882	0.427386	630
631	0.973507	0.390499	0.781867	0.54228	0.988271	0.398319	10.2344	2.3892	0.420031	631
632	0.973563	0.403842	0.845037	0.540086	0.989326	0.398063	9.56132	2.46293	0.412769	632
633	0.97347	0.416573	0.912955	0.537815	0.990376	0.398023	8.96398	2.54149	0.405596	633
634	0.973375	0.428509	0.986174	0.535568	0.991422	0.398114	8.43035	2.62406	0.398513	634
635	0.973134	0.439807	1.06534	0.533293	0.992464	0.398076	7.95081	2.71144	0.391517	635
636	0.973183	0.451479	1.1512	0.530991	0.993502	0.398103	7.51755	2.80407	0.384608	636
637	0.973084	0.462133	1.24464	0.528661	0.994535	0.398191	7.12422	2.90201	0.377706	637
638	0.972841	0.472346	1.3467	0.526302	0.995564	0.398157	6.76555	3.0058	0.370967	638
639	0.972726	0.482144	1.45864	0.523914	0.996588	0.398488	6.43717	3.11884	0.364312	639
640	0.972781	0.491551	1.58195	0.521496	0.997609	0.398269	6.13541	3.23823	0.357738	640
641	0.972678	0.500325	1.71846	0.519047	0.998624	0.398239	5.85717	3.36621	0.351245	641
642	0.972431	0.508636	1.87039	0.516566	0.999635	0.398554	5.59981	3.50373	0.34483	642
643	0.972466	0.517646	2.04052	0.514054	1.00064	0.398349	5.36106	3.65145	0.338495	643
644	0.972358	0.5257	2.2323	0.51151	1.00164	0.398323	5.13899	3.81222	0.332236	644
645	0.972249	0.533459	2.45016	0.508931	1.00618	0.398622	4.93191	3.98608	0.326053	645
646	0.971999	0.54094	2.69978	0.506319	1.00702	0.398432	4.73835	4.17539	0.319996	646
647	0.972027	0.548156	2.98865	0.503672	1.00462	0.39841	4.55703	4.38235	0.313973	647
648	0.971913	0.555121	3.33037	0.50099	1.00561	0.398694	4.38684	4.60899	0.308011	648
649	0.971661	0.561544	3.732	0.498312	1.00658	0.398519	4.22677	4.85843	0.302121	649
650	0.971531	0.567612	4.21619	0.495585	1.00756	0.398502	4.07596	5.13852	0.296301	650
651	0.971564	0.574633	4.81129	0.492792	1.00853	0.39877	3.93362	5.44893	0.290552	651
652	0.971445	0.580711	5.55729	0.489961	1.00949	0.39861	3.79906	5.79764	0.284871	652
653	0.97119	0.586593	6.52458	0.487089	1.01045	0.398598	3.67167	6.19231	0.279259	653
654	0.971202	0.592288	7.83321	0.484177	1.0114	0.398673	3.55088	6.642	0.273714	654
655	0.971079	0.597804	9.69424	0.481224	1.01235	0.398665	3.4362	7.16202	0.268235	655
656	0.970954	0.602817	12.5505	0.478228	1.01329	0.398699	3.32718	7.76715	0.262822	656
657	0.970695	0.607531	17.49	0.475112	1.01423	0.398773	3.22341	8.48167	0.257473	657
658	0.970699	0.613356	28.0869	0.472028	1.01516	0.39877	3.12451	9.33846	0.252187	658
659	0.970569	0.618232	66.6486	0.468898	1.01609	0.398997	3.03016	10.385	0.246919	659
660	0.970308	0.622964	167.713	0.465721	1.01701	0.398879	2.94006	11.6914	0.24176	660
661	0.970305	0.627558	40.6565	0.462497	1.01793	0.398881	2.85391	13.3734	0.236661	661
662	0.970171	0.632021	23.2545	0.459225	1.01884	0.399093	2.77147	15.6139	0.231623	662
663	0.970035	0.636002	16.4544	0.455903	1.01975	0.398992	2.69251	18.7499	0.226645	663
664	0.96977	0.639717	12.8343	0.452529	1.02065	0.398999	2.61681	23.4504	0.221725	664
665	0.969758	0.643807	10.587	0.449104	1.02154	0.399196	2.54417	31.2598	0.216863	665
666	0.969617	0.648652	9.05637	0.445625	1.02611	0.399111	2.47441	46.6958	0.212058	666
667	0.969349	0.652528	7.94677	0.442091	1.02683	0.399124	2.40737	89.8714	0.207309	667
668	0.969193	0.6563	7.10555	0.438502	1.02419	0.399307	2.34288	249.152	0.202644	668
669	0.969185	0.659972	6.44587	0.434855	1.02506	0.399238	2.28082	81.5456	0.198013	669
670	0.969037	0.663547	5.92137	0.431149	1.02593	0.399257	2.22104	44.1255	0.193428	670
671	0.968765	0.666653	5.48403	0.427383	1.02679	0.399425	2.16343	29.9901	0.188896	671
672	0.968736	0.669517	5.11802	0.423555	1.02764	0.399373	2.10786	22.6631	0.184417	672
673	0.968584	0.673726	4.80722	0.419713	1.02849	0.399399	2.05423	18.19	0.179991	673
674	0.968429	0.676948	4.53746	0.415792	1.02933	0.399468	2.00245	15.1783	0.175615	674
675	0.968153	0.680088	4.30295	0.411769	1.03016	0.399497	1.95242	13.0127	0.171291	675
676	0.968114	0.683151	4.09957	0.407679	1.03099	0.399548	1.90405	11.3802	0.167016	676
677	0.967954	0.686138	3.91978	0.403518	1.03181	0.399618	1.85727	10.1044	0.162791	677
678	0.967674	0.68866	3.75969	0.399285	1.03263	0.399653	1.81199	9.08149	0.158614	678
679	0.967499	0.690956	3.61625	0.394978	1.03344	0.399783	1.76815	8.32594	0.154486	679
680	0.967462	0.694671	3.48698	0.390596	1.03424	0.399776	1.72568	7.53941	0.150405	680
681	0.967294	0.69738	3.36989	0.38605	1.03503	0.399818	1.68452	6.94297	0.146347	681
682	0.96701	0.700025	3.26334	0.38151	1.03582	0.399934	1.64461	6.4297	0.14236	682
683	0.966952	0.702608	3.16596	0.376889	1.0366	0.399944	1.60589	5.9831	0.138418	683
684	0.966778	0.70513	3.07663	0.372183	1.03738	0.399993	1.56832	5.59293	0.134521	684
685	0.966602	0.707595	2.99438	0.367391	1.03815	0.400094	1.53184	5.24648	0.130669	685
686	0.966313	0.709596	2.91842	0.36251	1.03891	0.400122	1.49641	4.93749	0.12686	686
687	0.966244	0.711381	2.84804	0.357538	1.04342	0.393501	1.46198	4.66008	0.123094	687
688	0.966062	0.714655	2.78266	0.352472	1.04416	0.400281	1.42851	4.40929	0.119371	688
689	0.965769	0.716903	2.72175	0.347309	1.04474	0.400327	1.39597	4.18205	0.11569	689
690	0.965572	0.719101	2.66489	0.342048	1.04188	0.400382	1.28269	3.9745	0.112064	690
691	0.965502	0.72125	2.61167	0.336685	1.04261	0.400442	1.33362	3.78431	0.108468	691
692	0.96531	0.723352	2.56177	0.331216	1.04332	0.400506	1.30363	3.60936	0.104909	692
693	0.965011	0.724991	2.51778	0.32564	1.04403	0.400574	1.27442	3.44769	0.101389	693
694	0.964921	0.72642	2.47359	0.319952	1.04473	0.40064	1.24597	3.29783	0.0979095	694
695	0.964722	0.729386	2.43191	0.314151	1.04543	0.400722	1.21826	3.15933	0.0944684	695
696	0.964521	0.731311	2.39254	0.308231	1.04612	0.400804	1.19124	3.02997	0.0910654	696
697	0.964216	0.733195	2.35395	0.302236	1.04679	0.400886	1.1649	2.90926	0.0877002	697
698	0.964112	0.735038	2.31732	0.296101	1.04746	0.344158	1.13922	2.79641	0.0843721	698
699	0.963904	0.736843	2.28388	0.289805	1.04813	0.400972	1.11416	2.69066	0.0810807	699
700	0.963594	0.738609	2.2521	0.283376	1.04878	0.401082	1.08971	2.59173	0.0778254	700
701	0.963371	0.739913	2.22187	0.27681	1.04943	0.401168	1.06585	2.49885	0.0746058	701
702	0.963263	0.741012	2.19308	0.270102	1.05007	0.401189	1.04255	2.41173	0.0714214	702
703	0.963044	0.743691	2.16563	0.263248	1.0507	0.401316	1.0198	2.33004	0.0682627	703
704	0.962726	0.745315	2.13943	0.256243	1.05132	0.401409	0.997575	2.25354	0.0651476	704
705	0.962597	0.746905	2.11439	0.249014	1.05193	0.401416	0.975863	2.17262	0.0620662	705
706	0.96237	0.748463	2.09044	0.241694	1.05253	0.401561	0.954646	2.11568	0.0590181	706
707	0.962139	0.749989	2.0675	0.234209	1.05313	0.401661	0.933906	2.05372	0.0560027	707
708	0.961813	0.751052	2.04553	0.226552	1.05746	0.401653	0.913629	1.99667	0.0530196	708
709	0.961669	0.751914	2.02445	0.218718	1.05803	0.401816	0.8938	1.94457	0.0500683	709
710	0.96143	0.754384	2.00422	0.210701	1.05843	0.401923	0.874405	1.89752	0.0471484	710
711	0.961097	0.755791	1.98478	0.202493	1.05542	0.401901	0.855431	1.85577	0.0442594	711
712	0.960941	0.757169	1.96609	0.19409	1.05597	0.402081	0.836864	1.81974	0.0414009	712
713	0.960691	0.75852	1.94811	0.174146	1.05651	0.402195	0.818692	1.78966	0.038576	713
714	0.960439	0.759843	1.93079	0.176659	1.05704	0.402159	0.800904	1.76612	0.0357776	714
715	0.960096	0.760704	1.91411	0.167623	1.05757	0.402356	0.783487	1.75019	0.0330075	715
716	0.959923	0.761367	1.90021	0.158361	1.05808	0.402476	0.766431	1.7414	0.030266	716
717	0.959659	0.762613	1.88467	0.148864	1.05858	0.402545	0.749726	1.74165	0.0275528	717
718	0.959309	0.764882	1.86967	0.139124	1.05908	0.40267	0.73336	1.75195	0.0248675	718
719	0.959031	0.76608	1.85517	0.129131	1.05956	0.402768	0.717325	1.7736	0.0222097	719
720	0.958848	0.767254	1.84011	0.118876	1.06003	0.402837	0.701611	1.8083	0.0195788	720
721	0.958569	0.768406	1.82551	0.108369	1.0605	0.402968	0.686209	1.85829	0.0169745	721
722	0.958207	0.769535	1.81241	0.0975688	1.06095	0.402893	0.671111	1.92652	0.0143965	722
723	0.958001	0.770202	1.79973	0.0864603	1.06139	0.403137	0.656307	2.01707	0.0118442	723
724	0.95771	0.770675	1.78745	0.0750452	1.06183	0.403275	0.641791	2.13586	0.00931744	724
725	0.957416	0.772793	1.77555	0.063311	1.06225	0.403186	0.627553	2.29272	0.00681584	725
726	0.957041	0.773837	1.76401	0.0512445	1.06266	0.403447	0.613587	2.49574	0.00412931	726
727	0.956813	0.77486	1.75281	0.0388317	1.06306	0.403591	0.599886	2.77187	0.00188676	727
728	0.956506	0.775864	1.74194	0.0260578	1.06345	0.403488	0.586442	3.15631	0.024793	728
729	0.95612	0.787774	1.73139	0.012903	1.06747	0.403766	0.573249	3.7191	0.00295771	729
730	0.955796	0.777373	1.72115	0.00684807	1.06784	0.403916	0.5603	4.61124	0.00534218	730
731	0.955554	0.777707	1.71119	0.0145858	1.06802	0.403798	0.547589	6.22345	0.00769438	731
732	0.955227	0.77969	1.7015	0.0289643	1.0649	0.404093	0.53511	9.97388	0.0100324	732
733	0.954826	0.780601	1.69209	0.0437915	1.06524	0.404249	0.522857	27.551	0.0123485	733
734	0.954558	0.781495	1.68293	0.0590882	1.06556	0.404116	0.510825	25.7927	0.0146432	734
735	0.954215	0.782371	1.67401	0.0748764	1.06588	0.404429	0.499007	8.78973	0.0169178	735
736	0.953867	0.78323	1.66533	0.0911799	1.06618	0.404591	0.4874	5.11329	0.0191711	736
737	0.953448	0.784073	1.65687	0.108024	1.06647	0.404657	0.475996	3.51076	0.0214036	737
738	0.953154	0.784459	1.6505	0.125434	1.06674	0.404822	0.464793	2.61693	0.023616	738
739	0.952789	0.784657	1.64246	0.143441	1.06701	0.404939	0.453784	2.04681	0.0258089	739
740	0.952356	0.786506	1.63462	0.162073	1.06726	0.405004	0.442965	1.65103	0.0279824	740
741	0.951973	0.787285	1.62697	0.181364	1.0675	0.405176	0.432332	1.36028	0.0301369	741
742	0.951657	0.78805	1.61951	0.201349	1.06773	0.405003	0.427042	1.1374	0.0322729	742
743	0.951267	0.7888	1.61132	0.222065	1.06795	0.405359	0.416725	0.960941	0.0343906	743
744	0.950812	0.789536	1.60331	0.243603	1.06815	0.405536	0.406481	0.817662	0.0364905	744
745	0.950467	0.789818	1.59637	0.265949	1.06834	0.405348	0.396409	0.698813	0.0385728	745
746	0.950057	0.789916	1.5896	0.289119	1.06852	0.40572	0.386504	0.598611	0.0406379	746
747	0.949639	0.791658	1.58298	0.3132	1.06868	0.405902	0.376763	0.512887	0.0426861	747
748	0.94916	0.792339	1.57652	0.338246	1.06884	0.405699	0.367183	0.438648	0.0447147	748
749	0.948781	0.793006	1.57019	0.364315	1.06898	0.406087	0.35776	0.373676	0.0467301	749
750	0.948341	0.79366	1.56401	0.39147	1.07255	0.406274	0.34849	0.316308	0.0487298	750
751	0.947841	0.794301	1.55796	0.41978	1.07265	0.406055	0.33937	0.265201	0.0507139	751
752	0.94738	0.79493	1.55204	0.449318	1.07258	0.406459	0.330397	0.219391	0.0526828	752
753	0.94697	0.795111	1.54625	0.479984	1.0694	0.406651	0.321567	0.178056	0.054637	753
754	0.946496	0.795111	1.54058	0.512215	1.06947	0.406417	0.312878	0.140548	0.0565765	754
755	0.945966	0.796743	1.53503	0.545938	1.06953	0.406836	0.304327	0.106348	0.0585019	755
756	0.945521	0.797324	1.5296	0.581258	1.06957	0.407033	0.29591	0.0750184	0.0604134	756
757	0.94502	0.797893	1.52427	0.61829	1.0696	0.407089	0.287624	0.0461751	0.0623143	757
758	0.944508	0.798451	1.51905	0.65716	1.06961	0.407289	0.279468	0.0195555	0.0641998	758
759	0.943943	0.798998	1.51394	0.698006	1.06962	0.407418	0.271438	0.00510814	0.0660715	759
760	0.943454	0.799103	1.50893	0.740982	1.0696	0.407472	0.263531	0.0277349	0.0679307	760
761	0.942912	0.79903	1.50565	0.786257	1.06957	0.407676	0.255746	0.0493926	0.0697775	761
762	0.942317	0.800573	1.50082	0.834019	1.06953	0.407398	0.248079	0.069352	0.0716123	762
763	0.941793	0.801077	1.49608	0.884477	1.06947	0.407857	0.240529	0.0880522	0.0734354	763
764	0.941216	0.801571	1.49144	0.937863	1.0694	0.408065	0.233092	0.105609	0.0752471	764
765	0.940626	0.802055	1.48608	0.994437	1.06931	0.407771	0.225767	0.122125	0.0770476	765
766	0.939988	0.802529	1.48081	1.05449	1.06921	0.408245	0.218552	0.137704	0.0788374	766
767	0.93941	0.802568	1.47642	1.11836	1.06909	0.408456	0.211444	0.152432	0.0806166	767
768	0.938782	0.802433	1.47212	1.18669	1.06895	0.408146	0.20444	0.166294	0.0823856	768
769	0.938106	0.80288	1.46789	1.25957	1.0688	0.408633	0.19754	0.179462	0.0841447	769
770	0.937447	0.804329	1.46374	1.33734	1.06863	0.408848	0.190741	0.191952	0.0858906	770
771	0.936812	0.804755	1.45966	1.42074	1.06845	0.408521	0.184041	0.203816	0.0876307	771
772	0.936125	0.805173	1.45565	1.51042	1.07139	0.409022	0.177438	0.215119	0.0893618	772
773	0.935394	0.805582	1.45171	1.60709	1.07101	0.40924	0.17093	0.225907	0.0910841	773
774	0.934704	0.805982	1.44784	1.71161	1.0678	0.408896	0.164516	0.236078	0.0927978	774
775	0.933968	0.805956	1.44403	1.82498	1.06755	0.40941	0.158194	0.245846	0.0945033	775
776	0.933215	0.80576	1.44029	1.94835	1.06729	0.409632	0.151961	0.255174	0.0962009	776
777	0.932418	0.807131	1.43661	2.08224	1.067	0.409669	0.145817	0.264089	0.0978908	777
778	0.931652	0.807497	1.43299	2.22997	1.0667	0.409891	0.139759	0.272648	0.0995733	778
779	0.930841	0.807855	1.42943	2.3927	1.06639	0.410021	0.133786	0.280783	0.101249	779
780	0.929988	0.808206	1.42592	2.57285	1.06605	0.410054	0.127897	0.288606	0.102919	780
781	0.929135	0.808548	1.42248	2.77335	1.0657	0.419897	0.12209	0.296106	0.104582	781
782	0.925382	0.808474	1.41908	2.99786	1.06533	0.409859	0.116363	0.3033	0.106237	782
783	0.927389	0.808233	1.41574	3.25094	1.06494	0.410405	0.110715	0.310242	0.107886	783
