ID	Name	Eccentricity	Perigee	MaxError	Pre_0	Pre_1	Pre_2	Pre_3
11	VANGUARD 2	0.146831	555.108	0.613555	0.332031	0.554688	0.601074	0.609375
12	VANGUARD R/B	0.166579	556.8	0.658317	0.32666	0.57959	0.641113	0.652832
20	VANGUARD 3	0.166666	510.368	0.652766	0.32373	0.575684	0.637207	0.648438
22	EXPLORER 7	0.0138763	485.124	0.391905	0.371094	0.39209	0.392578	0.392578
29	TIROS 1	0.0024335	630.936	0.387594	0.383789	0.387695	0.387695	0.387695
45	TRANSIT 2A	0.0248519	599.889	0.412578	0.373047	0.411133	0.412109	0.412109
46	SOLRAD 1 (GREB)	0.0217544	571.49	0.405382	0.372559	0.40625	0.407227	0.407227
47	THOR ABLESTAR R/B	0.0219961	593.023	0.408475	0.374512	0.408203	0.408691	0.408691
50	DELTA 1 R/B	0.0113709	1502.46	0.447794	0.427246	0.446777	0.447266	0.447266
51	ECHO 1 DEB (METAL OBJ)	0.0105989	1516.56	0.446283	0.428223	0.446289	0.446777	0.446777
53	ECHO 1 DEB (METAL OBJ)	0.0099633	1526.03	0.447158	0.429688	0.445801	0.445801	0.445801
58	COURIER 1B	0.0164902	966.576	0.4242	0.395996	0.422852	0.42334	0.42334
59	THOR ABLESTAR R/B	0.0189109	924.483	0.425282	0.392578	0.42334	0.424316	0.424316
82	SCOUT X-1 R/B	0.117586	634.219	0.560331	0.344238	0.524902	0.554688	0.558594
85	SCOUT X-1 DEB	0.0390887	540.733	0.42838	0.365234	0.424316	0.427734	0.427734
107	EXPLORER 11	0.054605	470.658	0.445806	0.356445	0.438477	0.444824	0.445313
115	THOR ABLE DEB (YO)	0.0034232	594.705	0.387019	0.380371	0.385742	0.385742	0.385742
116	TRANSIT 4A	0.0075192	865.89	0.406433	0.394531	0.40625	0.40625	0.40625
117	SOLRAD 3/INJUN 1	0.0079915	869.12	0.406881	0.394531	0.407227	0.407227	0.407227
118	THOR ABLESTAR R/B	0.0082869	826.079	0.405093	0.39209	0.405273	0.405273	0.405273
119	THOR ABLESTAR DEB	0.0107602	734.866	0.40253	0.385742	0.402832	0.402832	0.402832
120	THOR ABLESTAR DEB	0.0123976	716.184	0.402684	0.384277	0.403809	0.403809	0.403809
121	THOR ABLESTAR DEB	0.0100598	820.058	0.405197	0.390137	0.40625	0.406738	0.406738
122	THOR ABLESTAR DEB	0.0079147	605.378	0.390521	0.379883	0.39209	0.392578	0.392578
123	THOR ABLESTAR DEB	0.0121416	679.561	0.400416	0.382813	0.400391	0.400879	0.400879
124	THOR ABLESTAR DEB	0.0074931	734.386	0.399121	0.387207	0.398926	0.398926	0.398926
125	THOR ABLESTAR DEB	0.0073225	819.835	0.403711	0.391113	0.402832	0.402832	0.402832
126	THOR ABLESTAR DEB	0.0073301	716.428	0.396781	0.386719	0.397949	0.397949	0.397949
127	THOR ABLESTAR DEB	0.007079	709.844	0.397251	0.38623	0.397461	0.397461	0.397461
128	THOR ABLESTAR DEB	0.0095771	818.405	0.406079	0.390625	0.405762	0.40625	0.40625
130	THOR ABLESTAR DEB	0.0087561	832.885	0.405846	0.391602	0.405273	0.405762	0.405762
131	THOR ABLESTAR DEB	0.0086072	827.137	0.404797	0.391113	0.404785	0.404785	0.404785
132	THOR ABLESTAR DEB	0.0070551	860.451	0.405636	0.394043	0.405273	0.405273	0.405273
133	THOR ABLESTAR DEB	0.0058545	787.172	0.399049	0.390625	0.399902	0.399902	0.399902
134	THOR ABLESTAR DEB	0.0076894	847.087	0.405598	0.393066	0.405273	0.405762	0.405762
136	THOR ABLESTAR DEB	0.0060193	734.425	0.396761	0.388184	0.397461	0.397461	0.397461
138	THOR ABLESTAR DEB	0.0030928	863.433	0.400826	0.395996	0.400879	0.400879	0.400879
141	THOR ABLESTAR DEB	0.0059731	894.08	0.405326	0.396484	0.405762	0.405762	0.405762
144	THOR ABLESTAR DEB	0.0037321	899.309	0.403769	0.396973	0.40332	0.40332	0.40332
145	THOR ABLESTAR DEB	0.0070816	835.871	0.402405	0.393555	0.403809	0.403809	0.403809
147	THOR ABLESTAR DEB	0.0060477	782.838	0.399409	0.390137	0.399414	0.399414	0.399414
148	THOR ABLESTAR DEB	0.0157722	757.888	0.409728	0.385254	0.409668	0.410156	0.410156
150	THOR ABLESTAR DEB	0.007047	906.012	0.406484	0.396484	0.407715	0.407715	0.407715
152	THOR ABLESTAR DEB	0.0147325	753.553	0.408919	0.385254	0.408691	0.40918	0.40918
154	THOR ABLESTAR DEB	0.0090759	810.707	0.403671	0.390625	0.405273	0.405273	0.405273
155	THOR ABLESTAR DEB	0.0053518	720.362	0.394503	0.387207	0.395996	0.395996	0.395996
158	THOR ABLESTAR DEB	0.0614844	921.355	0.483439	0.376953	0.475586	0.483398	0.483887
159	THOR ABLESTAR DEB	0.0367957	971.716	0.45125	0.388672	0.447266	0.450195	0.450195
162	TIROS 3	0.0044707	714.282	0.394781	0.387207	0.393555	0.394043	0.394043
167	DELTA 1 DEB (YO)	0.0092336	750.577	0.402247	0.387695	0.401855	0.402344	0.402344
172	THOR ABLESTAR DEB	0.013882	939.928	0.418247	0.395508	0.417969	0.418457	0.418457
177	THOR ABLESTAR DEB	0.01208	758.38	0.405723	0.386719	0.40625	0.406738	0.406738
178	THOR ABLESTAR DEB	0.0086624	855.454	0.405491	0.392578	0.406738	0.406738	0.406738
202	TRANSIT 4B	0.0100856	951.543	0.415431	0.398438	0.413574	0.414063	0.414063
204	THOR ABLESTAR R/B	0.0098549	948.47	0.414993	0.397461	0.413574	0.413574	0.413574
205	TRAAC	0.0102466	954.393	0.415112	0.397461	0.414063	0.414063	0.414063
210	THOR ABLESTAR DEB	0.003974	911.584	0.40449	0.397949	0.404297	0.404297	0.404297
223	THOR ABLESTAR DEB	0.0074379	877.366	0.405404	0.39502	0.406738	0.407227	0.407227
224	THOR ABLESTAR DEB	0.0073263	811.097	0.401871	0.390625	0.402344	0.402344	0.402344
225	THOR ABLESTAR DEB	0.0113145	703.711	0.401256	0.384277	0.401367	0.401367	0.401367
226	TIROS 4	0.0078633	684.762	0.396129	0.384277	0.395996	0.395996	0.395996
227	DELTA 1 DEB (YO)	0.0131695	671.079	0.402788	0.381836	0.401367	0.401855	0.401855
228	DELTA 1 DEB (YO)	0.0014519	552.866	0.382224	0.379883	0.382324	0.382324	0.382324
