ID	Name	Eccentricity	Perigee	Res_100	Res_200	Res_300	Res_400	Res_500	Res_600	Res_700	Res_800	Res_900	Res_1000
22816	SL-16 DEB	0.0121542	734.96	3.47912	0.869841	0.386601	0.217464	0.139177	0.0966509	0.0710091	0.0543667	0.0429562	0.0347951
22823	SPOT 3	0.0016092	813.339	3.41782	0.854509	0.379787	0.213631	0.136724	0.0949474	0.0697579	0.0534083	0.0421989	0.034182
22824	STELLA	0.0006947	792.666	3.40397	0.851048	0.378249	0.212766	0.136171	0.0945632	0.0694751	0.0531919	0.0420284	0.0340428
22825	EYESAT A	0.0007449	783.183	3.39579	0.849003	0.377339	0.212254	0.135843	0.094336	0.0693079	0.0530641	0.0419272	0.0339618
22826	ITAMSAT	0.0007906	781.726	3.39402	0.848563	0.377144	0.212145	0.135773	0.094287	0.0692719	0.0530365	0.0419059	0.0339438
22827	HEALTHSAT 1	0.000806	778.558	3.39527	0.848873	0.377281	0.212221	0.135822	0.094321	0.0692973	0.0530559	0.0419209	0.0339561
22828	KITSAT B	0.0008922	779.912	3.39585	0.849016	0.377345	0.212258	0.135845	0.0943374	0.0693091	0.0530649	0.0419282	0.0339622
22829	POSAT 1	0.0008921	778.88	3.39649	0.849176	0.377416	0.212298	0.135871	0.094355	0.0693222	0.0530752	0.0419358	0.0339685
22830	ARIANE 40 R/B	0.0010188	776.657	3.39665	0.84922	0.377435	0.212309	0.135878	0.0943599	0.0693256	0.0530776	0.0419384	0.0339698
22840	SL-8 DEB	0.0175858	1371.91	3.87093	0.967797	0.43014	0.241955	0.154851	0.107536	0.0790062	0.0604892	0.0477939	0.0387129
22841	SL-8 DEB	0.012925	1474.85	3.86916	0.967356	0.429941	0.241844	0.15478	0.107487	0.0789699	0.0604614	0.047772	0.0386955
22842	SL-8 DEB	0.0139184	1411.25	3.8484	0.96217	0.427637	0.240547	0.15395	0.10691	0.0785464	0.0601374	0.047516	0.0384877
22843	SL-8 DEB	0.0233339	1327.78	3.91948	0.979956	0.435543	0.244994	0.156797	0.108887	0.0799986	0.0612494	0.0483948	0.0391998
22849	DELTA 2 DEB	0.201564	202.278	6.13641	1.53436	0.68198	0.383621	0.245518	0.170501	0.125265	0.0959065	0.0757789	0.0613806
22888	COSMOS 2266	0.0049219	942.802	3.51804	0.879565	0.390923	0.219895	0.140733	0.0977316	0.0718029	0.0549741	0.0434363	0.0351841
22889	SL-8 R/B	0.0049646	931.872	3.51183	0.878013	0.390234	0.219507	0.140485	0.0975592	0.0716761	0.0548777	0.0433603	0.0351217
22919	COSMOS 1934 DEB	0.0037396	898.026	3.48529	0.871379	0.387286	0.217849	0.139424	0.0968224	0.071135	0.054463	0.0430328	0.0348567
22969	METEOR 3-6	0.0014152	1182.74	3.59263	0.898214	0.399211	0.224557	0.143717	0.099804	0.0733252	0.0561399	0.0443581	0.0359294
22970	SL-14 R/B	0.0015313	1181.98	3.59291	0.898286	0.399243	0.224575	0.143729	0.0998119	0.0733312	0.0561442	0.0443613	0.0359327
22971	TUBSAT B	0.0015368	1181.49	3.59227	0.898124	0.399171	0.224535	0.143703	0.0997936	0.0733181	0.0561343	0.0443531	0.0359259
22999	COSMOS 2268	0.0009617	1407.97	3.6977	0.924483	0.410886	0.231125	0.14792	0.102722	0.0754699	0.0577816	0.0456544	0.0369801
23000	COSMOS 2269	0.0006696	1407.28	3.69487	0.923777	0.410574	0.230948	0.147808	0.102644	0.0754122	0.0577377	0.0456202	0.0369528
23001	COSMOS 2270	0.0007024	1403	3.6933	0.923382	0.410397	0.230849	0.147744	0.1026	0.0753802	0.057713	0.0456008	0.0369366
23002	COSMOS 2271	0.0006484	1400.98	3.691	0.92281	0.410143	0.230707	0.147653	0.102537	0.0753332	0.0576771	0.0455722	0.0369136
23003	COSMOS 2272	0.0011629	1393.38	3.69402	0.923565	0.410479	0.230895	0.147773	0.102621	0.0753949	0.0577243	0.0456097	0.0369441
23004	COSMOS 2273	0.000471	1404.85	3.69154	0.922944	0.410203	0.23074	0.147674	0.102552	0.0753442	0.0576858	0.0455788	0.0369187
23005	SL-14 R/B	0.0042197	1407.18	3.73244	0.93317	0.414748	0.233297	0.14931	0.103688	0.0761793	0.0583244	0.0460835	0.0373277
23007	SL-8 DEB	0.0011012	742.117	3.3848	0.846255	0.376117	0.211568	0.135403	0.0940305	0.0690836	0.0528924	0.0417917	0.0338515
23087	COSMOS 2278	0.0011461	835.941	3.42225	0.855617	0.380279	0.213908	0.136901	0.0950707	0.0698479	0.0534775	0.0422543	0.0342261
23088	SL-16 R/B	0.0003861	838.515	3.42306	0.855818	0.380369	0.213958	0.136934	0.0950932	0.0698646	0.05349	0.0422644	0.034234
23089	SL-16 DEB	0.0198916	837.891	3.6321	0.908093	0.403601	0.227028	0.145298	0.100902	0.0741321	0.0567575	0.0448457	0.0363254
23090	SL-16 DEB	0.0190152	839.586	3.61958	0.904969	0.402214	0.226246	0.144799	0.100555	0.0738771	0.0565621	0.044691	0.0362001
23091	SL-16 DEB	0.0204218	835.793	3.62249	0.905683	0.402532	0.226425	0.144912	0.100634	0.073935	0.0566071	0.0447268	0.0362285
23092	COSMOS 2279	0.0034829	948.217	3.50428	0.876128	0.389396	0.219036	0.140184	0.0973499	0.0715224	0.0547597	0.0432669	0.0350465
23093	SL-8 R/B	0.0011531	960.2	3.48656	0.871696	0.387426	0.217928	0.139474	0.0968575	0.0711605	0.0544826	0.043048	0.0348695
23094	SL-16 DEB	0.0202358	835.303	3.63064	0.907734	0.403444	0.226938	0.145241	0.100862	0.0741029	0.0567351	0.0448279	0.0363108
23105	STEP 2	0.0106293	564.11	3.3916	0.847959	0.376875	0.211994	0.135676	0.0942199	0.0692228	0.0529988	0.0418759	0.0339196
23106	PEGASUS R/B	0.0127607	569.801	3.41795	0.854545	0.379804	0.21364	0.136731	0.0949522	0.0697606	0.0534106	0.0422013	0.0341837
23179	NADEZHDA 4	0.003634	946.51	3.50715	0.876846	0.389716	0.219215	0.140299	0.0974295	0.0715811	0.0548043	0.0433029	0.0350749
23180	SL-8 R/B	0.0028565	947.162	3.49687	0.874277	0.388572	0.218573	0.139887	0.0971443	0.0713716	0.0546436	0.0431757	0.0349726
23189	COSMOS 2285	0.0024228	971.124	3.50406	0.876071	0.38937	0.219022	0.140174	0.0973437	0.0715177	0.054756	0.0432641	0.0350445
23190	SL-8 R/B	0.0018904	968.673	3.50076	0.875247	0.389004	0.218816	0.140043	0.0972521	0.0714506	0.0547044	0.0432234	0.0350108
23191	APEX	0.0530523	330.327	3.74092	0.935304	0.415701	0.233833	0.149653	0.103927	0.076354	0.0584587	0.0461898	0.0374141
23198	APEX R/B	0.0880093	347.308	4.20254	1.05075	0.467006	0.262695	0.168126	0.116754	0.0857788	0.0656745	0.0518911	0.0420319
23233	DMSP 5D-2 F12 (USA 106)	0.001061	829.509	3.42369	0.855978	0.380439	0.213998	0.136959	0.0951105	0.0698774	0.0534998	0.0422721	0.0342406
23250	DMSP 5D-2 F12 DEB	0.0007875	720.45	3.36943	0.842412	0.374409	0.210607	0.134789	0.0936034	0.0687701	0.0526525	0.0416023	0.0336974
23254	CZ-4 DEB	0.0072263	716.008	3.43443	0.858662	0.381632	0.21467	0.137389	0.095409	0.0700969	0.053668	0.0424043	0.0343475
23258	CZ-4 DEB	0.0022703	815.77	3.43118	0.857852	0.381273	0.214467	0.137259	0.0953194	0.0700301	0.0536174	0.0423645	0.0343148
23259	CZ-4 DEB	0.0018126	787.178	3.40932	0.852383	0.378841	0.2131	0.136384	0.0947114	0.0695842	0.0532754	0.0420939	0.0340963
23260	CZ-4 DEB	0.00137	654.376	3.34203	0.83556	0.371365	0.208893	0.133693	0.0928419	0.0682107	0.0522238	0.0412635	0.0334234
23261	CZ-4 DEB	0.0026018	724.426	3.38748	0.846925	0.376415	0.211735	0.135511	0.0941048	0.0691388	0.052934	0.0418244	0.0338783
23263	SL-8 DEB	0.0159267	1504.38	3.91618	0.979111	0.435168	0.244783	0.156662	0.108793	0.0799296	0.061196	0.0483528	0.0391659
23265	SL-8 DEB	0.0158345	1427.48	3.87917	0.969858	0.431054	0.24247	0.155181	0.107765	0.0791743	0.0606179	0.0478961	0.0387958
23275	SL-16 DEB	0.0104278	827.979	3.52362	0.880968	0.391546	0.220246	0.140958	0.0978876	0.0719177	0.0550617	0.0435058	0.0352402
23277	DMSP 5D-2 F12 DEB	0.0008984	654.966	3.33938	0.834899	0.371071	0.208729	0.133587	0.0927688	0.0681567	0.0521827	0.0412311	0.033397
23278	COSMOS 2292	0.0878444	391.474	4.22243	1.05577	0.469242	0.263951	0.168929	0.117312	0.086189	0.0659885	0.0521388	0.0422325
23279	SL-8 R/B	0.0731684	378.292	4.00583	1.00155	0.445143	0.250394	0.160252	0.111287	0.0817623	0.0625992	0.0494614	0.0400642
23282	SL-16 DEB	0.0086121	739.802	3.46178	0.865503	0.384673	0.216379	0.138483	0.0961695	0.0706554	0.0540955	0.0427426	0.0346209
23302	SL-16 DEB	0.0125341	777.902	3.51912	0.87984	0.391044	0.219964	0.140778	0.0977624	0.0718253	0.0549915	0.0434499	0.0351947
23303	SL-16 DEB	0.0014922	601.122	3.31968	0.829972	0.368881	0.207497	0.132798	0.0922212	0.067755	0.0518751	0.0409874	0.0332002
23308	COSMOS 700 DEB	0.0020543	908.966	3.46234	0.865642	0.384735	0.216414	0.138506	0.096185	0.0706663	0.0541038	0.0427493	0.0346271
23309	DELTA 1 DEB	0.0387991	1072.77	3.95537	0.988916	0.439526	0.247234	0.158231	0.109883	0.0807304	0.0618098	0.0488373	0.0395583
23310	DELTA 1 DEB	0.0324105	1052.85	3.88624	0.971635	0.431843	0.242913	0.155466	0.107963	0.0793192	0.0607289	0.0479836	0.0388667
23317	OKEAN 4	0.0019663	587.828	3.31888	0.829774	0.368793	0.207447	0.132766	0.0921992	0.0677381	0.0518619	0.0409774	0.0331922
23318	SL-14 R/B	0.0025079	612.246	3.33434	0.833638	0.370511	0.208413	0.133385	0.0926286	0.0680539	0.0521037	0.0411684	0.0333471
23323	IRS P2	0.0001027	808.892	3.40534	0.851387	0.378399	0.212851	0.136225	0.0946008	0.0695028	0.0532137	0.0420448	0.0340567
23324	IRS P2 R/B	0.0056725	791.373	3.44719	0.861853	0.38305	0.215467	0.1379	0.0957639	0.070357	0.0538673	0.042562	0.0344752
23342	RESURS O1	0.0001281	627.374	3.31968	0.829972	0.368881	0.207497	0.132798	0.0922212	0.0677546	0.0518746	0.0409876	0.0331998
23343	SL-16 R/B	0.0006508	631.708	3.32653	0.831688	0.369644	0.207925	0.133073	0.0924122	0.0678947	0.0519815	0.0410724	0.0332688
23344	RESURS O1 DEB	0.0126776	619.745	3.42561	0.856463	0.380655	0.21412	0.137037	0.0951647	0.0699173	0.0535306	0.042296	0.03426
23345	RESURS O1 DEB	0.0196931	646.162	3.53177	0.883002	0.392451	0.220755	0.141284	0.098114	0.0720841	0.0551896	0.0436065	0.0353215
23346	RESURS O1 DEB	0.0180356	647.292	3.51496	0.878814	0.39059	0.219708	0.140614	0.0976484	0.0717421	0.0549276	0.0433999	0.0351535
23347	RESURS O1 DEB	0.01345	623.865	3.45393	0.863541	0.383801	0.215889	0.13817	0.0959515	0.0704947	0.0539732	0.0426456	0.0345427
23404	COSMOS 2297	0.0017322	832.716	3.43018	0.857601	0.381161	0.214404	0.137218	0.0952911	0.07001	0.0536015	0.0423521	0.0343051
23405	SL-16 R/B	0.0002064	837.947	3.42136	0.855395	0.38018	0.213852	0.136866	0.095046	0.06983	0.0534636	0.0422436	0.0342165
23406	SL-16 DEB	0.020139	839.136	3.63343	0.908424	0.40375	0.22711	0.145351	0.100939	0.074159	0.0567783	0.0448618	0.0363378
23407	SL-16 DEB	0.0198386	840.158	3.62903	0.907328	0.403262	0.226836	0.145176	0.100817	0.0740698	0.0567093	0.0448078	0.0362943
23408	SL-16 DEB	0.0215128	836.422	3.64266	0.910733	0.404775	0.227687	0.14572	0.101195	0.0743477	0.0569225	0.0449759	0.0364305
23409	SL-16 DEB	0.0093001	831.583	3.50942	0.877417	0.389968	0.219359	0.14039	0.097493	0.0716274	0.0548403	0.0433305	0.0350976
23410	SL-16 DEB	0.0223958	838.699	3.64576	0.911502	0.405118	0.227881	0.145844	0.101281	0.0744106	0.0569708	0.045014	0.0364616
23411	GEO IK	0.0029383	1477.83	3.75114	0.937845	0.416825	0.234465	0.150058	0.104207	0.0765608	0.0586169	0.0463147	0.037515
23412	SL-14 R/B	0.0043423	1466.06	3.76569	0.941482	0.418442	0.235375	0.15064	0.104611	0.0768578	0.0588441	0.0464943	0.0376608
23418	SL-16 DEB	0.0078609	807.117	3.48542	0.871414	0.3873	0.217857	0.139429	0.0968265	0.0711376	0.0544647	0.0430345	0.0348577
23431	COSMOS 2298	0.0015198	777.28	3.40379	0.851002	0.378228	0.212754	0.136163	0.0945579	0.0694711	0.0531891	0.0420264	0.0340414
23432	SL-8 R/B	0.0005595	773.496	3.3938	0.848504	0.377118	0.21213	0.135764	0.0942803	0.0692677	0.0530331	0.041903	0.0339411
23433	COSMOS 2298 DEB	0.0011849	750.498	3.38305	0.845816	0.375923	0.211458	0.135333	0.0939813	0.069048	0.052865	0.0417698	0.0338333
23434	COSMOS 2298 DEB	0.0012343	767.292	3.39477	0.848748	0.377226	0.212191	0.135802	0.0943075	0.0692874	0.0530482	0.0419144	0.0339511
23439	RADIO ROSTO	0.0158247	1888.27	4.10791	1.02704	0.456471	0.256766	0.164331	0.114119	0.0838427	0.064192	0.0507199	0.041083
23440	SL-19 R/B	0.0183399	1869.29	4.12681	1.03178	0.458577	0.25795	0.165089	0.114645	0.0842293	0.0644882	0.0509538	0.0412728
23441	COSMOS 2299	0.0006636	1399.75	3.68985	0.92252	0.410014	0.230634	0.147606	0.102504	0.0753093	0.0576593	0.0455578	0.0369018
23442	COSMOS 2300	0.0001409	1407.86	3.689	0.92231	0.40992	0.230582	0.147572	0.102481	0.0752925	0.057646	0.0455476	0.0368937
23443	COSMOS 2301	0.0002147	1409.68	3.69163	0.922968	0.410213	0.230746	0.147678	0.102555	0.0753463	0.057687	0.0455803	0.0369203
23444	COSMOS 2302	0.0006949	1409.86	3.69681	0.924263	0.410789	0.23107	0.147885	0.102698	0.0754517	0.0577677	0.0456442	0.0369717
23445	COSMOS 2303	0.00107	1409.87	3.69967	0.924976	0.411106	0.231248	0.148	0.102778	0.0755102	0.0578127	0.0456795	0.0370004
23446	COSMOS 2304	0.0003982	1408.36	3.69302	0.923313	0.410366	0.230832	0.147733	0.102593	0.0753744	0.0577086	0.0455969	0.0369337
23447	SL-14 R/B	0.0038573	1408.78	3.73088	0.932781	0.414575	0.2332	0.149248	0.103645	0.0761476	0.0583003	0.0460643	0.0373123
23455	NOAA 14	0.0009455	835.506	3.42671	0.856734	0.380775	0.214187	0.13708	0.0951949	0.0699391	0.0535471	0.0423089	0.0342705
23457	NOAA 14 DEB	0.0001987	577.312	3.29677	0.824244	0.366336	0.206064	0.131882	0.0915849	0.0672872	0.0515163	0.040705	0.0329714
23463	TSIKADA	0.0040101	958.16	3.51592	0.879039	0.39069	0.219764	0.140649	0.0976735	0.0717601	0.0549419	0.0434109	0.035163
23464	ASTRID	0.0042241	956.246	3.51632	0.879138	0.390732	0.219788	0.140664	0.0976841	0.0717682	0.0549478	0.0434151	0.0351666
23465	FAISAT	0.0038816	961.312	3.51416	0.878597	0.390492	0.219653	0.140579	0.0976241	0.0717238	0.0549139	0.043389	0.0351455
23466	SL-8 R/B	0.0034261	955.597	3.50654	0.87669	0.389645	0.219176	0.140273	0.0974119	0.0715685	0.0547947	0.0432948	0.035069
23479	SL-19 DEB	0.0098351	1855.14	4.01959	1.00497	0.446657	0.251246	0.160798	0.111665	0.0820403	0.062812	0.0496292	0.0402
23480	SL-19 DEB	0.0183375	1784.61	4.0882	1.02212	0.454283	0.255536	0.163543	0.113572	0.0834407	0.0638844	0.0504766	0.0408862
23482	SL-19 DEB	0.0485274	1597.78	4.38932	1.09741	0.487751	0.274361	0.175592	0.121939	0.0895879	0.0685911	0.0541956	0.0438982
23485	SL-19 DEB	0.0136014	1899.48	4.08752	1.02195	0.454207	0.255493	0.163516	0.113553	0.083427	0.0638735	0.0504688	0.0408793
23486	SL-19 DEB	0.0177676	1883.07	4.11759	1.02948	0.457551	0.257374	0.16472	0.114389	0.0840411	0.0643442	0.0508398	0.0411803
23487	SL-19 DEB	0.0173895	1861.44	4.11171	1.02801	0.456901	0.257008	0.164486	0.114227	0.0839212	0.0642525	0.0507676	0.0411222
23488	SL-19 DEB	0.020882	1840.77	4.15027	1.03765	0.461183	0.259417	0.166027	0.115297	0.084708	0.0648548	0.0512432	0.0415072
23489	SL-19 DEB	0.0182341	1863.04	4.12099	1.03031	0.457924	0.257584	0.164854	0.114482	0.0841097	0.0643965	0.0508813	0.0412141
23491	SL-19 DEB	0.0296031	1729.81	4.19283	1.04829	0.465911	0.262077	0.167729	0.116479	0.0855771	0.0655202	0.0517686	0.0419329
23492	SL-19 DEB	0.0175478	1856.45	4.11399	1.02857	0.457149	0.257147	0.164575	0.114288	0.0839667	0.0642874	0.0507949	0.041144
23493	SL-19 DEB	0.0147083	1877.49	4.08663	1.02174	0.454111	0.255439	0.163481	0.113529	0.0834094	0.0638605	0.0504577	0.0408707
23494	SL-19 DEB	0.0160978	1741.57	4.03919	1.00987	0.448835	0.252472	0.161582	0.11221	0.0824399	0.0631186	0.0498713	0.0403962
23495	SL-19 DEB	0.0170241	1861.27	4.10956	1.02746	0.456655	0.256871	0.164397	0.114165	0.0838768	0.0642183	0.0507405	0.0410998
23496	SL-19 DEB	0.0266488	1768.64	4.17295	1.04332	0.463702	0.260834	0.166934	0.115927	0.0851705	0.065209	0.0515231	0.0417339
23526	COSMOS 2310	0.0021316	974.152	3.50293	0.875786	0.389243	0.218951	0.140129	0.097312	0.0714947	0.0547383	0.0432502	0.0350327
23527	SL-8 R/B	0.0021497	967.846	3.49848	0.874675	0.388749	0.218673	0.139951	0.097188	0.0714038	0.0546691	0.0431949	0.0349881
23533	DMSP 5D-2 F13 (USA 109)	0.0006152	831.882	3.42066	0.855219	0.380103	0.213809	0.136838	0.0950268	0.0698152	0.0534528	0.0422344	0.0342097
23535	DMSP 5D-2 F13 DEB	0.0004931	707.402	3.36136	0.840395	0.373513	0.210102	0.134466	0.0933794	0.0686054	0.0525261	0.0415024	0.033617
23545	ORBCOMM FM 1	0.0003543	650.783	3.33442	0.833657	0.370519	0.208418	0.133388	0.0926308	0.0680553	0.0521052	0.0411693	0.0333471
23546	ORBCOMM FM 2	0.0004937	653.215	3.33611	0.83408	0.370707	0.208524	0.133455	0.0926777	0.06809	0.0521315	0.0411909	0.0333646
23547	ORBVIEW 1 (MICROLAB)	0.0012538	682.324	3.35538	0.838898	0.372848	0.209728	0.134226	0.0932128	0.068483	0.0524326	0.0414284	0.0335573
23548	PEGASUS R/B	0.0012938	712.423	3.36851	0.842182	0.374308	0.210549	0.134752	0.093578	0.0687514	0.0526375	0.041591	0.0336886
23560	ERS 2	0.0002614	489.744	3.2552	0.813851	0.361716	0.203467	0.130219	0.0904303	0.0664386	0.0508672	0.0401918	0.032555
23561	ARIANE 40+ R/B	0.0007646	756.739	3.38754	0.846938	0.376421	0.211738	0.135513	0.0941063	0.0691394	0.0529353	0.0418251	0.0338784
23564	SL-19 DEB	0.0182462	1832.74	4.11148	1.02795	0.456873	0.256992	0.164475	0.11422	0.0839165	0.0642485	0.0507647	0.0411192
23595	DMSP 5D-2 F13 DEB	0.000795	535.738	3.28304	0.820815	0.364811	0.205207	0.131333	0.0912035	0.0670068	0.0513023	0.0405352	0.0328345
23603	COSMOS 2315	0.0031964	962.886	3.50997	0.877551	0.390028	0.219392	0.140411	0.0975082	0.0716389	0.0548482	0.0433374	0.0351037
23604	SL-8 R/B	0.0024461	963.322	3.50338	0.8759	0.389295	0.21898	0.140147	0.0973248	0.0715038	0.0547452	0.0432556	0.0350371
23606	CERISE	0.0006356	573.93	3.29848	0.824673	0.366526	0.206172	0.13195	0.0916322	0.0673222	0.0515432	0.0407258	0.0329877
23607	UPM/LBSAT	0.0005314	627.366	3.32349	0.830925	0.369305	0.207735	0.13295	0.0923268	0.0678324	0.0519343	0.0410348	0.0332377
23608	ARIANE 40+3 R/B	0.001728	559.326	3.30258	0.825701	0.366983	0.206429	0.132115	0.0917469	0.0674061	0.0516079	0.0407767	0.0330298
23640	DELTA 2 R/B(1)	0.0289286	940.246	3.79316	0.948354	0.421499	0.237094	0.151741	0.105375	0.0774189	0.0592741	0.0468339	0.0379358
23657	SICH 1	0.0021086	591.915	3.31964	0.829962	0.368877	0.207494	0.132797	0.0922204	0.0677541	0.0518745	0.0409875	0.0331996
23659	SL-14 R/B	0.0027072	612.533	3.33645	0.834167	0.370745	0.208545	0.133469	0.0926873	0.0680974	0.0521365	0.0411953	0.0333682
23704	COSMOS 2322	0.0010048	838.348	3.42961	0.857459	0.381098	0.214369	0.137196	0.0952756	0.0699986	0.0535925	0.042345	0.0342993
23705	SL-16 R/B	0.0012442	830.763	3.4283	0.857131	0.380952	0.214287	0.137144	0.0952392	0.0699718	0.0535724	0.0423289	0.0342862
23706	SL-16 DEB	0.0201387	835.812	3.61959	0.904968	0.402214	0.226246	0.144798	0.100555	0.0738771	0.0565622	0.0446912	0.0361997
23707	SL-16 DEB	0.0207535	837.779	3.62912	0.907344	0.40327	0.22684	0.145179	0.100819	0.0740707	0.056711	0.0448086	0.0362954
23708	SL-16 DEB	0.018462	840.107	3.61493	0.903802	0.401696	0.225955	0.144612	0.100425	0.0737819	0.056489	0.0446337	0.0361536
23709	SL-16 DEB	0.0199808	835.614	3.62706	0.906836	0.403045	0.226713	0.145097	0.100762	0.0740297	0.056679	0.0447832	0.0362753
23710	RADARSAT	9.86e-05	785.438	3.39412	0.848585	0.377154	0.21215	0.135776	0.0942891	0.0692736	0.0530378	0.0419065	0.033945
23711	SURFSAT	0.0368462	930.437	3.87145	0.967941	0.430201	0.24199	0.154874	0.107552	0.0790179	0.0604981	0.0478016	0.0387194
23751	IRS 1C	0.0001247	812.667	3.40728	0.851874	0.378616	0.212972	0.136302	0.0946551	0.0695425	0.0532432	0.0420692	0.0340756
23752	SKIPPER	0.0004462	799.63	3.40119	0.850352	0.377939	0.212592	0.136059	0.0944856	0.0694183	0.0531487	0.041994	0.034015
23753	SL-6 R/B	0.0002784	798.288	3.40115	0.850344	0.377935	0.21259	0.136057	0.0944848	0.0694179	0.0531483	0.0419938	0.0340149
23773	COSMOS 2327	0.0047328	945.668	3.5166	0.879207	0.390764	0.219806	0.140676	0.0976922	0.0717738	0.0549519	0.0434189	0.0351699
23774	SL-8 R/B	0.0045189	940.081	3.51056	0.8777	0.390094	0.219429	0.140435	0.0975241	0.0716506	0.0548575	0.0433449	0.035109
23787	GONETS D1 1	0.0012261	1394.07	3.69365	0.923472	0.410437	0.230872	0.147758	0.102611	0.0753873	0.0577184	0.0456048	0.0369403
23788	GONETS D1 2	0.0008007	1401.04	3.69156	0.922948	0.410204	0.230741	0.147675	0.102552	0.0753448	0.0576858	0.0455792	0.0369194
23789	GONETS D1 3	0.0006416	1404.49	3.69222	0.923114	0.410278	0.230782	0.147701	0.10257	0.0753579	0.0576963	0.0455873	0.0369256
23790	COSMOS 2328	0.0008717	1403	3.69401	0.923563	0.410478	0.230895	0.147773	0.102621	0.075395	0.0577246	0.0456095	0.0369436
23791	COSMOS 2329	0.0009805	1405.85	3.69643	0.924168	0.410746	0.231046	0.14787	0.102688	0.0754442	0.0577618	0.0456395	0.0369683
23792	COSMOS 2330	0.0012718	1406.59	3.69918	0.924854	0.411052	0.231217	0.147979	0.102764	0.0755003	0.0578045	0.0456736	0.0369952
23793	SL-14 R/B	0.004383	1406.42	3.72166	0.930475	0.413549	0.232622	0.148879	0.103388	0.0759588	0.0581561	0.0459508	0.0372206
23814	REX 2	0.002021	792.414	3.40829	0.852125	0.378727	0.213035	0.136342	0.0946829	0.0695631	0.0532592	0.0420819	0.034086
23815	PEGASUS R/B	0.0019908	791.786	3.40704	0.851815	0.378588	0.212958	0.136293	0.0946482	0.0695377	0.05324	0.0420663	0.0340733
23827	IRS B3	0.0004203	810.559	3.40953	0.852438	0.378866	0.213113	0.136393	0.0947176	0.0695886	0.053279	0.0420975	0.034099
23828	PSLV R/B	0.0034874	790.727	3.42797	0.85705	0.380916	0.214266	0.137131	0.0952299	0.0699653	0.0535671	0.0423248	0.0342833
23836	COSMOS 985 DEB	0.0044781	863.819	3.47327	0.868374	0.385949	0.217097	0.138942	0.0964878	0.0708895	0.0542748	0.0428838	0.0347361
23851	MSX	0.0008503	891.383	3.45114	0.86284	0.38349	0.215714	0.138057	0.0958733	0.0704378	0.053929	0.0426112	0.0345148
23859	MSX DEB	0.0086477	836.32	3.50083	0.875271	0.389015	0.218822	0.140047	0.0972552	0.0714526	0.0547063	0.0432244	0.035012
23940	TOMS EP	0.0028008	685.331	3.37337	0.843401	0.374849	0.210854	0.134947	0.0937137	0.0688512	0.0527144	0.0416509	0.0337374
23975	PEGASUS DEB	0.0169918	488.47	3.40702	0.851814	0.37859	0.212958	0.136293	0.0946485	0.0695378	0.0532402	0.0420665	0.0340738
23986	PEGASUS DEB	0.0069896	522.277	3.33661	0.834209	0.370764	0.208556	0.133477	0.0926923	0.0681004	0.0521394	0.041197	0.0333702
24007	PEGASUS DEB	0.0082434	539.674	3.35552	0.838937	0.372866	0.209738	0.134233	0.0932174	0.0684863	0.0524353	0.0414303	0.0335591
24051	PEGASUS DEB	0.0459108	558.47	3.77704	0.944331	0.419713	0.23609	0.151097	0.104929	0.0770911	0.059023	0.0466356	0.0377745
24082	PEGASUS DEB	0.0085126	546.322	3.36185	0.84052	0.373569	0.210135	0.134486	0.0933938	0.0686156	0.052534	0.0415088	0.0336219
24091	PEGASUS DEB	0.0086566	535.398	3.35921	0.83986	0.373275	0.209968	0.134381	0.09332	0.0685617	0.0524926	0.0414761	0.0335956
24097	PEGASUS DEB	0.0077309	480.577	3.32456	0.8312	0.369426	0.207804	0.132995	0.0923577	0.0678549	0.0519514	0.0410481	0.0332487
24126	PEGASUS DEB	0.0354001	576.1	3.66638	0.916665	0.407412	0.229171	0.146671	0.101854	0.0748319	0.0572935	0.0452693	0.0366681
24129	PEGASUS DEB	0.0590823	540.375	3.91561	0.979005	0.43512	0.244757	0.156645	0.108782	0.0799208	0.0611899	0.0483478	0.0391622
24138	PEGASUS DEB	0.0107331	499.64	3.34806	0.837071	0.372036	0.209271	0.133934	0.0930102	0.068334	0.0523184	0.0413384	0.0334843
24151	PEGASUS DEB	0.0164591	583.898	3.44862	0.862211	0.383211	0.215557	0.137957	0.0958037	0.0703868	0.0538899	0.0425796	0.0344898
24163	PEGASUS DEB	0.0047863	509.456	3.30882	0.827262	0.367677	0.206819	0.132365	0.0919203	0.067533	0.0517056	0.0408542	0.0330916
24165	PEGASUS DEB	0.0267312	557.97	3.55912	0.889846	0.395492	0.222467	0.142378	0.0988745	0.0726422	0.0556174	0.0439445	0.0355951
24197	PEGASUS DEB	0.0091372	566.291	3.37773	0.844489	0.375334	0.211126	0.135121	0.0938346	0.06894	0.052782	0.0417047	0.0337808
24213	PEGASUS DEB	0.0581379	538.555	3.90251	0.975707	0.433656	0.243934	0.156118	0.108415	0.0796521	0.0609841	0.0481849	0.0390301
24227	PEGASUS DEB	0.0158589	557.212	3.42772	0.856986	0.380889	0.214251	0.137121	0.095223	0.0699598	0.0535631	0.0423223	0.0342808
24236	PEGASUS DEB	0.0452467	508.695	3.73163	0.932978	0.414665	0.233251	0.149281	0.103667	0.076164	0.0583132	0.0460746	0.0373208
