ID	Name	Eccentricity	Perigee	Res_100	Res_200	Res_300	Res_400	Res_500	Res_600	Res_700	Res_800	Res_900	Res_1000
30485	FENGYUN 1C DEB	0.0131001	676.378	3.46235	0.865647	0.384738	0.216415	0.138506	0.0961856	0.0706665	0.0541041	0.0427495	0.0346272
30486	FENGYUN 1C DEB	0.0175486	504.627	3.43539	0.858915	0.381745	0.214733	0.137429	0.0954372	0.0701175	0.0536837	0.0424168	0.0343583
30489	FENGYUN 1C DEB	0.0144373	740.475	3.52208	0.880577	0.391373	0.220149	0.140896	0.0978446	0.0718863	0.0550381	0.0434868	0.0352242
30490	FENGYUN 1C DEB	0.0211769	582.484	3.51367	0.878476	0.390439	0.219624	0.14056	0.097611	0.0717145	0.0549067	0.043383	0.0351402
30491	FENGYUN 1C DEB	0.0035442	737.898	3.4043	0.851132	0.378286	0.212787	0.136184	0.0945725	0.0694817	0.0531975	0.0420322	0.0340466
30492	FENGYUN 1C DEB	0.0174997	730.899	3.54762	0.886969	0.394214	0.221746	0.141919	0.0985542	0.0724079	0.0554371	0.0438023	0.0354804
30493	FENGYUN 1C DEB	0.0199584	805.108	3.59671	0.899241	0.399668	0.224814	0.143881	0.099918	0.0734094	0.0562039	0.0444082	0.0359707
30494	FENGYUN 1C DEB	0.0196333	839.006	3.62494	0.906304	0.402807	0.22658	0.145011	0.100703	0.0739856	0.0566453	0.0447568	0.036253
30495	FENGYUN 1C DEB	0.0600395	845.358	4.12068	1.03026	0.457902	0.257572	0.164847	0.114477	0.0841057	0.0643933	0.0508789	0.041212
30496	FENGYUN 1C DEB	0.0187442	522.213	3.45985	0.865037	0.384467	0.216264	0.13841	0.0961183	0.0706178	0.0540662	0.0427196	0.0346025
30497	FENGYUN 1C DEB	0.002223	495.041	3.27796	0.819543	0.364246	0.20489	0.13113	0.0910627	0.0669031	0.051223	0.0404725	0.0327832
30498	FENGYUN 1C DEB	0.0113545	824.293	3.52714	0.881848	0.391937	0.220466	0.141098	0.097985	0.0719895	0.0551169	0.043549	0.0352747
30499	FENGYUN 1C DEB	0.0110902	599.615	3.41654	0.854201	0.37965	0.213554	0.136675	0.0949136	0.0697327	0.0533893	0.0421843	0.0341695
30500	FENGYUN 1C DEB	0.0079808	807.958	3.4729	0.868284	0.385908	0.217075	0.138928	0.0964782	0.0708823	0.0542692	0.0428797	0.0347328
30501	FENGYUN 1C DEB	0.005138	815.873	3.4592	0.864856	0.384386	0.216218	0.13838	0.0960976	0.0706026	0.054055	0.0427103	0.0345955
30503	FENGYUN 1C DEB	0.001013	837.134	3.42547	0.856422	0.380637	0.214109	0.13703	0.0951598	0.0699138	0.0535279	0.0422941	0.0342586
30504	FENGYUN 1C DEB	0.0121117	749.305	3.49835	0.874645	0.388736	0.218666	0.139946	0.0971848	0.0714014	0.0546672	0.0431937	0.0349874
30505	FENGYUN 1C DEB	0.0073772	802.846	3.47405	0.868572	0.386036	0.217147	0.138974	0.0965103	0.0709055	0.0542873	0.0428939	0.0347439
30506	FENGYUN 1C DEB	0.0072435	816.012	3.48316	0.870848	0.387048	0.217716	0.139338	0.0967628	0.0710916	0.0544291	0.043006	0.0348348
30507	FENGYUN 1C DEB	0.0140105	773.691	3.52497	0.881306	0.391696	0.22033	0.141012	0.0979254	0.071945	0.0550831	0.0435229	0.0352535
30508	FENGYUN 1C DEB	0.0263422	606.378	3.58303	0.895826	0.398149	0.223961	0.143335	0.0995388	0.0731308	0.0559907	0.04424	0.0358345
30509	FENGYUN 1C DEB	0.0110143	825.818	3.5166	0.87921	0.390765	0.219807	0.140677	0.097692	0.0717738	0.0549522	0.0434191	0.0351694
30510	FENGYUN 1C DEB	0.0089263	819.832	3.48455	0.871195	0.387203	0.217803	0.139395	0.0968018	0.0711201	0.0544514	0.0430233	0.0348496
30512	FENGYUN 1C DEB	0.0131622	476.202	3.3787	0.844739	0.375444	0.211189	0.135161	0.0938622	0.0689602	0.0527974	0.0417174	0.033791
30514	FENGYUN 1C DEB	0.0192209	661.032	3.53393	0.883547	0.392692	0.220892	0.141371	0.098174	0.072128	0.0552232	0.0436333	0.0353431
30515	FENGYUN 1C DEB	0.0526476	658.785	3.9021	0.975598	0.433609	0.243907	0.1561	0.108404	0.0796438	0.0609772	0.0481799	0.0390261
30516	FENGYUN 1C DEB	0.001232	812.214	3.41178	0.853001	0.379116	0.213254	0.136483	0.0947803	0.0696344	0.0533141	0.0421252	0.0341216
30519	FENGYUN 1C DEB	0.0162392	516.209	3.42628	0.856631	0.38073	0.214161	0.137064	0.0951837	0.0699309	0.0535407	0.0423042	0.0342663
30520	FENGYUN 1C DEB	0.0158077	546.001	3.43564	0.85898	0.381774	0.214749	0.13744	0.0954448	0.0701227	0.0536878	0.0424204	0.0343606
30521	FENGYUN 1C DEB	0.0162497	617.618	3.48091	0.870296	0.386803	0.217578	0.139251	0.096702	0.0710467	0.0543953	0.0429788	0.0348136
30522	FENGYUN 1C DEB	0.007256	664.318	3.40685	0.851774	0.378572	0.212947	0.136286	0.094644	0.0695344	0.053238	0.0420646	0.0340721
30523	FENGYUN 1C DEB	0.0254275	624.909	3.58328	0.895892	0.39818	0.223977	0.143346	0.0995457	0.0731361	0.0559949	0.0442428	0.0358372
30524	FENGYUN 1C DEB	0.0249008	811.996	3.67284	0.918291	0.408137	0.229579	0.146931	0.102036	0.0749648	0.0573957	0.0453493	0.0367331
30525	FENGYUN 1C DEB	0.0309866	829.075	3.74917	0.937357	0.416612	0.234344	0.149981	0.104154	0.0765217	0.0585867	0.0462914	0.0374959
30526	FENGYUN 1C DEB	0.0318366	845.444	3.75501	0.938817	0.417261	0.234711	0.150215	0.104316	0.0766408	0.0586781	0.0463631	0.0375543
30527	FENGYUN 1C DEB	0.0420766	839.519	3.88692	0.971808	0.43192	0.242957	0.155493	0.107982	0.0793335	0.0607396	0.0479925	0.0388734
30528	FENGYUN 1C DEB	0.0151291	748.065	3.53378	0.883508	0.392675	0.220881	0.141364	0.0981698	0.0721248	0.0552207	0.0436315	0.0353418
30529	FENGYUN 1C DEB	0.0248484	829.236	3.68123	0.920383	0.409066	0.2301	0.147265	0.102267	0.0751352	0.0575254	0.0454525	0.0368169
30530	FENGYUN 1C DEB	0.0103748	703.306	3.45226	0.863127	0.383618	0.215786	0.138103	0.0959054	0.0704612	0.0539466	0.0426248	0.0345266
30531	FENGYUN 1C DEB	0.0048071	787.913	3.43722	0.859362	0.381944	0.214845	0.137501	0.0954872	0.0701539	0.0537116	0.0424392	0.0343759
30532	FENGYUN 1C DEB	0.0152413	713.742	3.50227	0.87563	0.389173	0.218912	0.140104	0.0972942	0.0714819	0.0547286	0.0432419	0.0350268
30533	FENGYUN 1C DEB	0.0137968	719.011	3.5053	0.876389	0.389511	0.219101	0.140226	0.0973786	0.0715438	0.0547758	0.04328	0.0350567
30539	FENGYUN 1C DEB	0.0141706	643.283	3.46867	0.867231	0.385441	0.216812	0.13876	0.096361	0.0707963	0.0542035	0.0428277	0.0346907
30540	FENGYUN 1C DEB	0.0065893	793.905	3.46092	0.865289	0.384577	0.216326	0.138449	0.0961455	0.070638	0.0540818	0.0427314	0.0346126
30541	FENGYUN 1C DEB	0.0019195	827.919	3.43268	0.858223	0.381437	0.21456	0.137319	0.0953604	0.0700609	0.0536406	0.0423825	0.0343303
30542	FENGYUN 1C DEB	0.0029309	849.41	3.45301	0.863309	0.383698	0.215831	0.138132	0.0959257	0.0704762	0.0539579	0.0426338	0.0345331
30543	FENGYUN 1C DEB	0.0073654	829.778	3.49118	0.872856	0.38794	0.218218	0.13966	0.0969863	0.0712551	0.0545552	0.043105	0.0349156
30545	FENGYUN 1C DEB	0.0475711	824.881	3.93786	0.984573	0.437597	0.246149	0.157536	0.1094	0.0803763	0.061538	0.0486226	0.0393849
30546	FENGYUN 1C DEB	0.0145409	584.406	3.44403	0.861067	0.382702	0.215271	0.137774	0.0956768	0.0702931	0.0538181	0.0425233	0.0344436
30547	FENGYUN 1C DEB	0.0100042	703.936	3.44057	0.860197	0.382315	0.215053	0.137634	0.0955794	0.0702223	0.0537635	0.0424805	0.0344092
30548	FENGYUN 1C DEB	0.0084324	787.837	3.47815	0.869596	0.386493	0.217403	0.139138	0.0966242	0.0709891	0.0543511	0.042944	0.0347849
30549	FENGYUN 1C DEB	0.0328881	699.761	3.7057	0.926497	0.411781	0.23163	0.148243	0.102947	0.0756347	0.0579083	0.0457541	0.0370617
30550	FENGYUN 1C DEB	0.0152389	818.637	3.56305	0.890822	0.395927	0.22271	0.142535	0.0989828	0.0727221	0.0556783	0.0439924	0.0356344
30552	FENGYUN 1C DEB	0.0019286	800.994	3.40965	0.852466	0.378879	0.213121	0.136397	0.0947206	0.069591	0.0532807	0.0420989	0.0340995
30553	FENGYUN 1C DEB	0.003975	743.119	3.40533	0.851387	0.378398	0.212851	0.136224	0.0946008	0.069503	0.0532129	0.0420454	0.0340563
30554	FENGYUN 1C DEB	0.0036419	709.49	3.37704	0.844314	0.375255	0.211082	0.135093	0.0938151	0.0689256	0.0527709	0.0416961	0.033774
30555	FENGYUN 1C DEB	0.0050644	817.508	3.46071	0.865233	0.384552	0.216312	0.13844	0.0961391	0.0706334	0.0540782	0.0427287	0.0346107
30556	FENGYUN 1C DEB	0.0063576	848.719	3.48863	0.872215	0.387656	0.218057	0.139557	0.0969148	0.0712031	0.0545151	0.0430737	0.0348899
30557	FENGYUN 1C DEB	0.0072741	832.193	3.49111	0.872841	0.387934	0.218214	0.139658	0.096985	0.0712541	0.0545546	0.0431048	0.0349148
30558	FENGYUN 1C DEB	0.0446163	840.923	3.91782	0.979533	0.435355	0.244889	0.156729	0.10884	0.0799642	0.0612229	0.0483741	0.0391834
30560	FENGYUN 1C DEB	0.012094	754.678	3.50191	0.875536	0.389132	0.218888	0.140089	0.0972839	0.0714742	0.0547224	0.0432376	0.035023
30561	FENGYUN 1C DEB	0.0061048	816.558	3.4642	0.866107	0.384941	0.21653	0.13858	0.096236	0.0707043	0.054133	0.0427718	0.0346457
30562	FENGYUN 1C DEB	0.0071173	800.876	3.47432	0.868642	0.386068	0.217165	0.138986	0.096518	0.0709112	0.0542917	0.0428969	0.0347471
30563	FENGYUN 1C DEB	0.0059172	618.323	3.37345	0.843421	0.374858	0.210859	0.13495	0.0937156	0.0688522	0.0527154	0.0416517	0.0337376
30564	FENGYUN 1C DEB	0.021326	735.366	3.57711	0.894339	0.397489	0.223589	0.143097	0.099373	0.0730093	0.0558977	0.0441659	0.0357749
30565	FENGYUN 1C DEB	0.0161375	785.781	3.56304	0.890821	0.395925	0.222709	0.142534	0.0989828	0.0727217	0.0556776	0.0439925	0.0356341
30566	FENGYUN 1C DEB	0.0072782	829.471	3.47341	0.868411	0.385966	0.217107	0.138949	0.0964925	0.0708922	0.0542775	0.0428857	0.0347378
30567	FENGYUN 1C DEB	0.0112604	786.996	3.51165	0.877977	0.390217	0.219499	0.140479	0.0975551	0.0716737	0.0548752	0.0433579	0.0351199
30568	FENGYUN 1C DEB	0.0027465	797.025	3.42682	0.856761	0.380787	0.214194	0.137085	0.0951979	0.0699416	0.0535491	0.0423101	0.0342715
30569	FENGYUN 1C DEB	0.0024205	769.45	3.40912	0.852336	0.378821	0.213088	0.136377	0.0947064	0.0695799	0.0532724	0.0420921	0.0340948
30570	FENGYUN 1C DEB	0.0037872	826.544	3.44915	0.862344	0.383269	0.215589	0.137978	0.0958185	0.0703973	0.0538979	0.0425865	0.0344953
30571	FENGYUN 1C DEB	0.0022858	844.096	3.44239	0.860654	0.382517	0.215167	0.137707	0.0956306	0.0702591	0.0537921	0.0425029	0.0344274
30572	FENGYUN 1C DEB	0.0026317	847.384	3.44654	0.861692	0.382979	0.215426	0.137874	0.0957454	0.0703439	0.053857	0.0425537	0.0344691
30573	FENGYUN 1C DEB	0.0106676	808.499	3.51592	0.879037	0.390689	0.219764	0.140649	0.0976733	0.0717603	0.0549416	0.0434109	0.0351625
30574	FENGYUN 1C DEB	0.0242211	830.505	3.6751	0.918838	0.408379	0.229715	0.147017	0.102096	0.0750094	0.0574292	0.0453765	0.0367549
30575	FENGYUN 1C DEB	0.0061991	744.944	3.43382	0.858516	0.381568	0.214633	0.137366	0.095393	0.070085	0.0536587	0.0423972	0.0343416
30576	FENGYUN 1C DEB	0.0099983	679.435	3.44415	0.861096	0.382713	0.215278	0.137778	0.0956795	0.0702955	0.0538201	0.0425243	0.0344448
30577	FENGYUN 1C DEB	0.0031936	841.497	3.44978	0.8625	0.383338	0.215629	0.138003	0.0958355	0.0704099	0.0539078	0.0425942	0.0345009
30578	FENGYUN 1C DEB	0.0050664	779.819	3.443	0.860807	0.382586	0.215205	0.137732	0.0956477	0.0702717	0.0538019	0.0425104	0.0344339
30579	FENGYUN 1C DEB	0.0053717	841.3	3.46395	0.866044	0.384913	0.216514	0.13857	0.0962295	0.0706995	0.0541296	0.0427693	0.0346427
30593	FENGYUN 1C DEB	0.0014303	752.315	3.39125	0.847867	0.376835	0.211971	0.135661	0.0942096	0.0692154	0.0529932	0.0418714	0.0339155
30594	FENGYUN 1C DEB	0.0198776	694.449	3.55862	0.889717	0.395436	0.222434	0.142358	0.0988599	0.0726321	0.0556091	0.0439385	0.0355903
30596	FENGYUN 1C DEB	0.0264038	601.875	3.58238	0.895679	0.398086	0.223925	0.143312	0.0995227	0.0731192	0.0559816	0.0442324	0.0358288
30597	FENGYUN 1C DEB	0.0126707	689.127	3.46255	0.8657	0.38476	0.216429	0.138515	0.096191	0.0706712	0.0541077	0.0427517	0.0346289
30599	FENGYUN 1C DEB	0.0328247	614.087	3.64323	0.910889	0.404846	0.227727	0.145746	0.101212	0.0743605	0.0569323	0.0449838	0.0364375
30600	FENGYUN 1C DEB	0.0442198	654.987	3.80618	0.951651	0.422965	0.237919	0.152269	0.105742	0.0776884	0.0594801	0.0469972	0.0380676
30602	FENGYUN 1C DEB	0.0034391	778.964	3.42219	0.855602	0.380273	0.213905	0.136899	0.0950693	0.0698468	0.0534768	0.0422533	0.0342254
30603	FENGYUN 1C DEB	0.0195165	826.691	3.61202	0.903069	0.401369	0.225772	0.144495	0.100343	0.0737219	0.056444	0.0445972	0.0361241
30604	FENGYUN 1C DEB	0.0219008	665.362	3.56234	0.890652	0.395851	0.222667	0.142508	0.0989639	0.0727079	0.0556674	0.0439839	0.0356272
30606	FENGYUN 1C DEB	0.0256298	562.407	3.5539	0.88854	0.394912	0.222139	0.14217	0.098729	0.0725361	0.0555356	0.0438797	0.0355435
30607	FENGYUN 1C DEB	0.0048277	743.081	3.42175	0.855494	0.380224	0.213878	0.136882	0.0950571	0.0698379	0.0534701	0.0422479	0.0342213
30608	FENGYUN 1C DEB	0.001417	815.736	3.42217	0.855599	0.380271	0.213904	0.136899	0.0950686	0.0698464	0.0534764	0.0422534	0.0342248
30609	FENGYUN 1C DEB	0.0143816	799.757	3.54148	0.885438	0.393534	0.221363	0.141673	0.0983844	0.0722827	0.0553417	0.0437268	0.0354193
30611	FENGYUN 1C DEB	0.0157408	409.186	3.35716	0.839347	0.373048	0.20984	0.134298	0.0932627	0.06852	0.0524603	0.0414504	0.0335754
30612	FENGYUN 1C DEB	0.0113137	615.155	3.41488	0.853779	0.379462	0.213449	0.136607	0.0948668	0.0696978	0.0533623	0.0421637	0.0341527
30613	FENGYUN 1C DEB	0.0222717	579.734	3.52658	0.881706	0.391876	0.220431	0.141077	0.0979698	0.0719781	0.0551082	0.0435431	0.0352699
30616	FENGYUN 1C DEB	0.0392475	844.637	3.84048	0.960189	0.426758	0.240054	0.153635	0.106691	0.0783851	0.0600139	0.0474184	0.0384091
30619	FENGYUN 1C DEB	0.0230452	605.395	3.54556	0.88646	0.393987	0.22162	0.141837	0.0984979	0.0723657	0.0554053	0.0437773	0.0354601
30621	FENGYUN 1C DEB	0.0164313	805.087	3.57479	0.893768	0.397237	0.223447	0.143007	0.0993102	0.0729629	0.0558625	0.0441382	0.0357528
30622	FENGYUN 1C DEB	0.0105981	801.576	3.49837	0.874648	0.388738	0.218667	0.139947	0.0971857	0.0714017	0.0546671	0.0431936	0.0349871
30623	FENGYUN 1C DEB	0.0409315	845.392	3.8787	0.969771	0.431016	0.242447	0.155167	0.107755	0.0791673	0.0606124	0.0478919	0.0387923
30624	FENGYUN 1C DEB	0.0036158	790.322	3.42076	0.855246	0.380114	0.213816	0.136842	0.0950294	0.0698175	0.0534543	0.0422356	0.0342112
30625	FENGYUN 1C DEB	0.0080919	802.322	3.48258	0.870704	0.386984	0.21768	0.139316	0.096747	0.0710799	0.0544202	0.0429987	0.0348297
30627	FENGYUN 1C DEB	0.0054931	577.489	3.34552	0.836435	0.371754	0.209112	0.133832	0.0929395	0.0682823	0.0522785	0.0413065	0.0334587
30628	FENGYUN 1C DEB	0.0036005	745.251	3.3976	0.849456	0.377541	0.212368	0.135915	0.0943863	0.069345	0.0530927	0.0419498	0.0339796
30629	FENGYUN 1C DEB	0.0007935	791.591	3.40395	0.851044	0.378247	0.212765	0.13617	0.0945631	0.0694745	0.0531918	0.0420283	0.0340433
30630	FENGYUN 1C DEB	0.0027409	823.5	3.42759	0.856952	0.380873	0.214242	0.137115	0.0952191	0.069957	0.0535611	0.0423204	0.0342791
30631	FENGYUN 1C DEB	0.0045964	760.685	3.41084	0.852763	0.379011	0.213195	0.136445	0.0947535	0.0696148	0.0532992	0.042113	0.0341118
30632	FENGYUN 1C DEB	0.0028812	787.529	3.41894	0.85479	0.379911	0.213701	0.136769	0.0949787	0.0697803	0.0534262	0.0422132	0.0341926
30633	FENGYUN 1C DEB	0.0140883	797.359	3.54359	0.885962	0.393765	0.221495	0.141756	0.0984425	0.0723252	0.0553742	0.0437523	0.0354394
30634	FENGYUN 1C DEB	0.0146971	804.392	3.5571	0.889335	0.395265	0.222337	0.142296	0.0988178	0.0726011	0.0555851	0.0439192	0.0355743
30636	FENGYUN 1C DEB	0.0051837	494.774	3.29915	0.824843	0.366601	0.206215	0.131978	0.0916517	0.067336	0.0515542	0.0407346	0.0329948
30637	FENGYUN 1C DEB	0.0087127	605.209	3.39063	0.847715	0.376767	0.211933	0.135637	0.0941925	0.0692031	0.0529837	0.0418634	0.0339097
30639	FENGYUN 1C DEB	0.0093247	788.255	3.49155	0.872945	0.387982	0.21824	0.139674	0.0969963	0.0712629	0.0545603	0.0431103	0.0349187
30640	FENGYUN 1C DEB	0.009076	809.452	3.48673	0.87174	0.387445	0.217939	0.139482	0.096862	0.0711642	0.0544857	0.04305	0.0348709
30641	FENGYUN 1C DEB	0.0176319	557.862	3.46262	0.865719	0.38477	0.216434	0.138519	0.0961934	0.0706731	0.0541092	0.0427532	0.0346306
30642	FENGYUN 1C DEB	0.0056445	624.949	3.37421	0.843607	0.374941	0.210906	0.13498	0.0937362	0.0688677	0.0527272	0.0416606	0.0337458
30645	FENGYUN 1C DEB	0.003008	520.722	3.29031	0.822631	0.365619	0.205661	0.131623	0.0914058	0.0671555	0.0514158	0.040625	0.0329068
30646	FENGYUN 1C DEB	0.0050549	835.951	3.46423	0.866115	0.384945	0.216533	0.138581	0.0962374	0.0707053	0.0541339	0.0427727	0.0346457
30647	FENGYUN 1C DEB	0.004685	759.044	3.4264	0.856656	0.380742	0.214167	0.137068	0.0951862	0.069933	0.0535424	0.0423054	0.0342676
30648	FENGYUN 1C DEB	0.0050298	767.369	3.43644	0.85917	0.381858	0.214796	0.13747	0.0954658	0.070138	0.0536994	0.0424298	0.0343683
30649	FENGYUN 1C DEB	0.0063621	795.376	3.45982	0.865011	0.384454	0.216257	0.138405	0.0961144	0.0706148	0.0540647	0.0427182	0.0346016
30650	FENGYUN 1C DEB	0.0082466	818.908	3.48356	0.870945	0.387092	0.21774	0.139354	0.0967738	0.0710996	0.0544353	0.0430109	0.0348393
30652	FENGYUN 1C DEB	0.0009353	859.73	3.43655	0.859193	0.381868	0.214802	0.137474	0.0954678	0.07014	0.0537012	0.0424305	0.034369
30654	FENGYUN 1C DEB	0.0037938	831.564	3.44301	0.86081	0.382587	0.215207	0.137733	0.0956476	0.0702721	0.0538023	0.0425102	0.0344338
30655	FENGYUN 1C DEB	0.0023892	775.202	3.41161	0.852957	0.379096	0.213243	0.136475	0.0947751	0.0696311	0.0533115	0.0421229	0.0341192
30656	FENGYUN 1C DEB	0.004789	793.724	3.44639	0.861657	0.382964	0.215418	0.137868	0.0957423	0.0703413	0.053855	0.0425526	0.0344679
30657	FENGYUN 1C DEB	0.0020933	811.209	3.41938	0.8549	0.37996	0.213729	0.136787	0.0949909	0.0697895	0.0534329	0.0422186	0.0341975
30658	FENGYUN 1C DEB	0.0200781	821.879	3.60796	0.902057	0.40092	0.225518	0.144332	0.100231	0.0736393	0.0563801	0.044547	0.0360831
30659	FENGYUN 1C DEB	0.0149256	509.313	3.41342	0.853415	0.3793	0.213358	0.13655	0.0948263	0.0696683	0.0533404	0.0421452	0.0341378
30660	FENGYUN 1C DEB	0.0195349	534.58	3.47043	0.867674	0.385638	0.216922	0.138831	0.0964102	0.0708323	0.0542311	0.0428497	0.0347085
30661	FENGYUN 1C DEB	0.0146758	718.939	3.5023	0.875633	0.389177	0.218912	0.140105	0.097295	0.0714826	0.0547289	0.0432423	0.0350268
30662	FENGYUN 1C DEB	0.0040194	824.175	3.45003	0.862562	0.383366	0.215645	0.138013	0.0958421	0.0704155	0.0539121	0.0425969	0.034504
30663	FENGYUN 1C DEB	0.0706296	688.061	4.15105	1.03786	0.461277	0.259472	0.166063	0.115321	0.084726	0.0648683	0.0512539	0.0415164
30664	FENGYUN 1C DEB	0.0044725	623.734	3.35837	0.839648	0.373182	0.209916	0.134347	0.0932963	0.0685443	0.0524799	0.0414655	0.033587
30665	FENGYUN 1C DEB	0.0083316	828.118	3.48978	0.872507	0.387786	0.218131	0.139604	0.0969474	0.0712268	0.0545332	0.0430878	0.0349014
30666	FENGYUN 1C DEB	0.0057864	846.969	3.46489	0.866278	0.385018	0.216574	0.138607	0.0962554	0.070718	0.0541441	0.0427805	0.0346527
30667	FENGYUN 1C DEB	0.0079639	445.014	3.30808	0.827076	0.367594	0.206773	0.132335	0.0918994	0.0675178	0.0516937	0.0408451	0.0330847
30668	FENGYUN 1C DEB	0.0089303	820.509	3.50189	0.875529	0.38913	0.218886	0.140088	0.0972835	0.071474	0.0547221	0.0432374	0.0350227
30669	FENGYUN 1C DEB	0.0138824	815.504	3.5388	0.884761	0.393233	0.221194	0.141565	0.0983094	0.0722278	0.055299	0.0436934	0.0353916
30670	FENGYUN 1C DEB	0.0038533	812.004	3.43678	0.859252	0.381894	0.214817	0.137483	0.0954746	0.070145	0.0537048	0.0424336	0.0343716
30671	FENGYUN 1C DEB	0.0135552	832.511	3.55838	0.889663	0.395411	0.22242	0.142349	0.0988541	0.0726275	0.0556056	0.0439355	0.0355877
30672	FENGYUN 1C DEB	0.0056658	557.978	3.34146	0.835422	0.371303	0.208859	0.13367	0.0928268	0.0681996	0.0522154	0.0412569	0.0334188
30673	FENGYUN 1C DEB	0.0051876	845.368	3.46127	0.865372	0.384615	0.216346	0.138463	0.0961551	0.0706443	0.0540872	0.042736	0.0346162
30674	FENGYUN 1C DEB	0.006191	770.934	3.45002	0.862563	0.383367	0.215644	0.138013	0.0958429	0.0704147	0.0539113	0.042597	0.0345032
30675	FENGYUN 1C DEB	0.0063505	796.252	3.46022	0.865111	0.384499	0.216282	0.138421	0.0961259	0.0706234	0.054071	0.0427229	0.0346057
30676	FENGYUN 1C DEB	0.0505089	641.655	3.88487	0.971297	0.431695	0.24283	0.155412	0.107925	0.0792923	0.0607081	0.047967	0.0388531
30677	FENGYUN 1C DEB	0.0078143	750.957	3.43914	0.859841	0.382157	0.214964	0.137578	0.09554	0.0701929	0.0537416	0.0424625	0.0343952
30678	FENGYUN 1C DEB	0.0105008	811.168	3.51541	0.878919	0.390637	0.219734	0.14063	0.0976603	0.0717504	0.054934	0.0434047	0.0351581
30679	FENGYUN 1C DEB	0.0174985	844.077	3.59068	0.897739	0.399001	0.224439	0.143642	0.0997518	0.0732868	0.0561102	0.0443345	0.0359112
30680	FENGYUN 1C DEB	0.0369054	823.297	3.81866	0.954748	0.424337	0.238691	0.152763	0.106086	0.0779407	0.0596733	0.0471493	0.0381918
30683	FENGYUN 1C DEB	0.0156208	808.735	3.56124	0.890373	0.395728	0.222597	0.142463	0.0989326	0.0726853	0.0556496	0.043971	0.0356159
30684	FENGYUN 1C DEB	0.0242489	842.878	3.68177	0.920518	0.409125	0.230134	0.147286	0.102282	0.0751463	0.0575342	0.0454591	0.0368219
30686	FENGYUN 1C DEB	0.0201848	577.268	3.49614	0.874108	0.388498	0.218531	0.13986	0.0971257	0.0713574	0.0546335	0.0431672	0.0349658
30688	FENGYUN 1C DEB	0.0018636	816.435	3.41452	0.853683	0.37942	0.213425	0.136592	0.0948557	0.06969	0.0533565	0.042159	0.0341486
30689	FENGYUN 1C DEB	0.0114721	778.976	3.5013	0.875384	0.389065	0.21885	0.140064	0.0972671	0.0714618	0.0547128	0.0432299	0.0350171
30690	FENGYUN 1C DEB	0.0114688	829.557	3.5324	0.883163	0.392523	0.220795	0.14131	0.0981321	0.0720968	0.0551992	0.0436147	0.0353283
30691	FENGYUN 1C DEB	0.0147379	839.239	3.56045	0.890173	0.395638	0.222547	0.142431	0.0989104	0.0726689	0.0556378	0.0439607	0.035608
30693	FENGYUN 1C DEB	0.0031289	831.681	3.44688	0.861777	0.383016	0.215448	0.137887	0.0957554	0.070351	0.0538621	0.0425582	0.0344721
30694	FENGYUN 1C DEB	0.0196282	549.529	3.47248	0.868189	0.385869	0.217052	0.138914	0.0964679	0.0708744	0.0542636	0.042875	0.0347291
30696	FENGYUN 1C DEB	0.0105202	702.859	3.4497	0.862486	0.383331	0.215625	0.138001	0.0958342	0.0704089	0.0539069	0.0425936	0.034501
30697	FENGYUN 1C DEB	0.0096842	807.594	3.50136	0.875405	0.389075	0.218856	0.140068	0.0972697	0.0714635	0.0547142	0.0432317	0.0350181
30699	FENGYUN 1C DEB	0.0002808	803.587	3.40501	0.851307	0.378363	0.21283	0.136212	0.0945918	0.0694962	0.0532081	0.0420411	0.0340532
30700	FENGYUN 1C DEB	0.0089787	751.696	3.46679	0.866758	0.385232	0.216693	0.138684	0.096309	0.0707575	0.0541739	0.0428043	0.0346718
30701	FENGYUN 1C DEB	0.0034172	818.888	3.44038	0.860151	0.382294	0.215041	0.137627	0.0955747	0.0702182	0.053761	0.0424778	0.0344071
30702	FENGYUN 1C DEB	0.007662	839.947	3.49743	0.874414	0.388634	0.218608	0.139909	0.0971592	0.0713825	0.0546522	0.0431824	0.0349779
30703	FENGYUN 1C DEB	0.0136547	761.861	3.52176	0.880498	0.391338	0.220129	0.140883	0.0978355	0.0718793	0.0550328	0.0434832	0.0352215
30704	FENGYUN 1C DEB	0.0081161	831.029	3.49267	0.873224	0.388105	0.21831	0.139719	0.0970275	0.0712851	0.0545778	0.0431236	0.0349304
30705	FENGYUN 1C DEB	0.0221874	827.393	3.65168	0.912983	0.405777	0.228251	0.146081	0.101445	0.0745312	0.0570632	0.0450868	0.0365206
30706	FENGYUN 1C DEB	0.0030194	804.824	3.43375	0.858495	0.381558	0.214628	0.137362	0.0953907	0.0700828	0.0536574	0.042396	0.0343406
30707	FENGYUN 1C DEB	0.003254	822.331	3.4343	0.858633	0.38162	0.214662	0.137384	0.0954059	0.0700941	0.0536661	0.0424032	0.0343462
30708	FENGYUN 1C DEB	0.0009405	846.467	3.43099	0.857802	0.38125	0.214454	0.137251	0.0953136	0.0700263	0.053614	0.0423619	0.0343133
30709	FENGYUN 1C DEB	0.0103519	815.693	3.51591	0.879034	0.390687	0.219762	0.140648	0.0976725	0.0717597	0.0549412	0.0434102	0.0351627
