# RSO 1: 43453, TITAN 3C TRANSTAGE DEB, 0.0991889, 80456.8
0	6.07519	0.628269	6.35088
1	11.3609	1.17476	11.8722
2	15.1786	1.56948	15.8562
3	17.5267	1.81208	18.3027
4	18.4037	1.90254	19.2118
5	17.808	1.84074	18.5833
6	15.7381	1.62668	16.4174
7	12.1923	1.26002	12.714
8	7.16906	0.740776	7.47316
9	0.666964	0.0688441	0.695014
10	6.14104	0.642551	6.40845
11	11.4842	1.20138	11.9799
12	15.3435	1.60482	15.9999
13	17.7174	1.85288	18.4686
14	18.6042	1.94524	19.3859
15	18.0022	1.88192	18.7518
16	15.9098	1.66284	16.5662
17	12.3255	1.28803	12.8292
18	7.2475	0.757189	7.5409
19	0.674269	0.0703647	0.701314
20	6.20986	0.656385	6.47058
21	11.613	1.22736	12.096
22	15.5158	1.6394	16.1551
23	17.9166	1.89255	18.6477
24	18.8136	1.98686	19.5739
25	18.205	1.92205	18.9336
26	16.0893	1.69818	16.7268
27	12.4646	1.31521	12.9536
28	7.32942	0.773222	7.61402
29	0.681911	0.0719508	0.708114
30	6.28157	0.669686	6.5369
31	11.7472	1.25202	12.22
32	15.6953	1.67216	16.3207
33	18.124	1.93018	18.8389
34	19.0316	2.02606	19.7745
35	18.4162	1.9599	19.1277
36	16.2761	1.73147	16.8983
37	12.6095	1.34088	13.0864
38	7.41466	0.788127	7.69206
39	0.68985	0.0733415	0.715372
40	6.35602	0.681825	6.60706
41	11.8866	1.27449	12.3512
42	15.8817	1.70215	16.4958
43	18.3394	1.96462	19.041
44	19.2579	2.06202	19.9868
45	18.6354	1.99439	19.3329
46	16.47	1.76188	17.0796
47	12.7598	1.3643	13.2268
48	7.5031	0.801817	7.77462
49	0.69807	0.0744937	0.72305
50	6.43307	0.692616	6.68073
51	12.0308	1.29453	12.4889
52	16.0744	1.72864	16.6798
53	18.5622	1.99512	19.2534
54	19.492	2.09383	20.2096
55	18.8621	2.02495	19.5485
56	16.6704	1.78858	17.2701
57	12.9152	1.38492	13.3743
58	7.59455	0.813858	7.8613
59	0.706583	0.075605	0.731111
60	6.51254	0.701696	6.7576
61	12.1795	1.31158	12.6326
62	16.2732	1.75123	16.8717
63	18.7919	2.02087	19.4749
64	19.7334	2.12075	20.4421
65	19.0957	2.05078	19.7734
66	16.8771	1.81122	17.4688
67	13.0754	1.40222	13.5282
68	7.6888	0.824052	7.95175
69	0.71537	0.0766502	0.739523
70	6.59423	0.709147	6.83735
71	12.3323	1.32514	12.7817
72	16.4775	1.76924	17.0708
73	19.0279	2.0414	19.7047
74	19.9813	2.14192	20.6834
75	19.3358	2.07112	20.0068
76	17.0893	1.82897	17.6749
77	13.2399	1.41579	13.6879
78	7.78555	0.831813	8.0456
79	0.724377	0.077374	0.748251
80	6.67788	0.714434	6.91966
81	12.4888	1.33485	12.9355
82	16.6867	1.782	17.2763
83	19.2695	2.05587	19.942
84	20.2351	2.15684	20.9324
85	19.5814	2.08518	20.2477
86	17.3065	1.84126	17.8877
87	13.4082	1.42513	13.8526
88	7.88455	0.837198	8.14246
89	0.733575	0.0777464	0.757259
90	6.76323	0.717462	7.00421
91	12.6485	1.34034	13.0936
92	16.9001	1.78897	17.4874
93	19.5159	2.06378	20.1856
94	20.4939	2.16486	21.1882
95	19.8319	2.09266	20.4951
96	17.5279	1.8475	18.1063
97	13.5798	1.42987	14.0219
98	7.98545	0.839869	8.24195
99	0.742964	0.0779837	0.766512
100	6.84995	0.717939	7.09065
101	12.8107	1.34127	13.2552
102	17.1168	1.78997	17.7032
103	19.7662	2.06453	20.4347
104	20.7568	2.16548	21.4497
105	20.0863	2.09297	20.748
106	17.7527	1.84754	18.3298
107	13.7539	1.42961	14.195
108	8.08789	0.83972	8.34366
109	0.752509	0.0780679	0.775971
110	6.93772	0.716025	7.17861
111	12.9748	1.33727	13.4196
112	17.3361	1.78448	17.9228
113	20.0194	2.05786	20.6882
114	21.0226	2.15803	21.7157
115	20.3435	2.08556	21.0054
116	17.98	1.84072	18.5571
117	13.93	1.42411	14.371
118	8.19139	0.836236	8.44716
119	0.762138	0.0777437	0.785596
120	7.02611	0.711251	7.2677
121	13.1401	1.32814	13.5862
122	17.5569	1.77201	18.1453
123	20.2743	2.04315	20.945
124	21.2902	2.14225	21.9853
125	20.6024	2.06986	21.2661
126	18.2087	1.82666	18.7874
127	14.1071	1.413	14.5494
128	8.29552	0.829578	8.552
129	0.771808	0.0769905	0.795347
130	7.11471	0.703612	7.35753
131	13.3057	1.31365	13.7541
132	17.778	1.75224	18.3696
133	20.5296	2.02015	21.2039
134	21.5582	2.11776	22.257
135	20.8616	2.04583	21.529
136	18.4377	1.80502	19.0197
137	14.2845	1.3961	14.7292
138	8.39974	0.819511	8.65771
139	0.7815	0.0760413	0.805178
140	7.20302	0.69292	7.44769
141	13.4707	1.29367	13.9226
142	17.9985	1.72527	18.5947
143	20.784	1.98857	21.4637
144	21.8251	2.08439	22.5298
145	21.1198	2.01322	21.7928
146	18.6657	1.77592	19.2527
147	14.461	1.37324	14.9097
148	8.50349	0.806059	8.7638
149	0.791159	0.0748888	0.815044
150	7.29055	0.679477	7.53775
151	13.6343	1.26808	14.091
152	18.2168	1.69092	18.8195
153	21.0359	1.94854	21.7233
154	22.0895	2.04187	22.8022
155	21.3754	1.97185	22.0563
156	18.8914	1.73906	19.4856
157	14.6357	1.34445	15.09
158	8.60612	0.788871	8.86977
159	0.8007	0.0732884	0.824899
160	7.37673	0.662981	7.62728
161	13.7953	1.23702	14.2584
