# RSO 5: 43955, ATLAS 5 CENTAUR DEB, 0.499773, 44691.4
0	9.89263	4.99297	11.5595
1	17.1365	8.68543	20.0919
2	22.2322	11.3151	26.1547
3	25.2013	12.8793	29.7476
4	26.065	13.3754	30.8706
5	24.8444	12.8009	29.5235
6	21.5604	11.1537	25.7064
7	16.2335	8.43156	19.4194
8	8.88416	4.63268	10.6629
9	0.433846	0.230597	0.511154
10	8.9616	4.78098	10.5927
11	15.526	8.3133	18.4115
12	20.1456	10.8258	23.9671
13	22.8394	12.3172	27.2595
14	23.6256	12.7864	28.2885
15	22.5226	12.2324	27.0541
16	19.5484	10.6541	23.5563
17	14.7208	8.05085	17.7952
18	8.05754	4.42183	9.7711
19	0.39476	0.219478	0.470098
20	8.15553	4.54897	9.74189
21	14.1316	7.90722	16.9326
22	18.3393	10.2938	22.042
23	20.7949	11.7084	25.0699
24	21.5142	12.1508	26.0163
25	20.5131	11.6208	24.881
26	17.8072	10.1185	21.6642
27	13.4118	7.64389	16.3659
28	7.34225	4.19712	8.98627
29	0.360959	0.208026	0.433994
30	7.45846	4.31056	8.99369
31	12.9259	7.49099	15.6321
32	16.7775	9.74977	20.3491
33	19.027	11.087	23.1444
34	19.6885	11.5032	24.0181
35	18.7754	10.999	22.97
36	16.3014	9.5749	20.0002
37	12.2798	7.23163	15.1089
38	6.72365	3.96988	8.2961
39	0.3317	0.196667	0.402215
40	6.85502	4.07443	8.3351
41	11.8821	7.07931	14.4874
42	15.4251	9.21211	18.8589
43	17.4962	10.4737	21.4495
44	18.1075	10.865	22.2592
45	17.2706	10.3869	21.2879
46	14.9974	9.0405	18.5356
47	11.2993	6.82684	14.0025
48	6.18781	3.74704	7.6886
49	0.306309	0.185654	0.374187
50	6.33132	3.84569	7.75429
51	10.9761	6.68088	13.4778
52	14.2512	8.69238	17.5447
53	16.1674	9.88149	19.9548
54	16.7349	10.2492	20.7081
55	15.964	9.79681	19.8045
56	13.865	8.52572	17.244
57	10.4478	6.43723	13.0267
58	5.72241	3.53271	7.15284
59	0.284203	0.175131	0.349407
60	5.87532	3.62729	7.24075
61	10.1871	6.30073	12.5853
62	13.2289	8.19681	16.3828
63	15.0099	9.31693	18.6333
64	15.5391	9.66252	19.3366
65	14.8256	9.23502	18.4928
66	12.8782	8.03593	16.102
67	9.70568	6.06675	12.164
68	5.31675	3.32904	6.67913
69	0.264884	0.165169	0.327436
70	5.47675	3.42062	6.78544
71	9.49744	5.94116	11.7939
72	12.3351	7.72829	15.3526
73	13.9978	8.78355	17.4615
74	14.4935	9.10861	18.1207
75	13.83	8.7048	17.33
76	12.0151	7.57385	15.0894
77	9.0565	5.71739	11.3991
78	4.96185	3.13705	6.25914
79	0.247935	0.155796	0.3079
80	5.12703	3.22624	6.3806
81	8.89221	5.6031	11.0902
82	11.5506	7.28796	14.4366
83	13.1094	8.28244	16.4197
84	13.5754	8.58818	17.0395
85	12.9557	8.20682	16.296
86	11.2571	7.14002	14.1891
87	8.4863	5.38949	10.719
88	4.65007	2.95691	5.8857
89	0.233005	0.147007	0.290482
90	4.81892	3.04405	6.01964
91	8.35892	5.28631	10.4628
92	10.8593	6.87544	13.6199
93	12.3263	7.8131	15.4908
94	12.7662	8.10096	16.0755
95	12.185	7.7407	15.374
96	10.5888	6.73415	13.3864
97	7.98354	5.08279	10.1126
98	4.37514	2.78846	5.55273
99	0.219803	0.138789	0.274912
100	4.54644	2.8737	5.69698
101	7.88724	4.99019	9.90197
102	10.2478	6.48992	12.8898
103	11.6336	7.37457	14.6604
104	12.0502	7.64583	15.2138
105	11.503	7.30541	14.55
106	9.99731	6.355	12.6689
107	7.53847	4.79635	9.57056
108	4.13173	2.63117	5.2551
109	0.208084	0.131111	0.260964
110	4.30455	2.71458	5.40793
111	7.46846	4.71362	9.39957
112	9.70478	6.12991	12.2358
113	11.0184	6.96512	13.9166
114	11.4143	7.22093	14.4419
115	10.8972	6.89905	13.8117
116	9.47183	6.00119	12.0261
117	7.14308	4.52916	9.08497
118	3.91545	2.48447	4.98848
119	0.197646	0.123944	0.248446
120	4.08907	2.56609	5.14852
121	7.09537	4.45557	8.94869
122	9.22096	5.79405	11.6489
123	10.4702	6.58318	13.249
124	10.8476	6.82466	13.7491
125	10.3572	6.52015	13.1492
126	9.00347	5.67135	11.4492
127	6.79054	4.27995	8.64918
128	3.7226	2.34766	4.74919
129	0.188318	0.117257	0.237197
130	3.89648	2.42753	4.91541
131	6.76186	4.2148	8.54351
132	8.78843	5.4807	11.1214
133	9.98011	6.22689	12.6491
134	10.3408	6.45501	13.1266
135	9.87434	6.16673	12.5538
136	8.58456	5.3637	10.9308
137	6.47523	4.0476	8.25756
138	3.55016	2.22022	4.53415
